""	"X0"	"X1"	"X2"	"X3"	"X4"	"X5"	"X6"	"X8"	"X11"	"AveExpr"	"F"	"P.Value"	"adj.P.Val"
"GO_3_5_CYCLIC_GMP_PHOSPHODIESTERASE_ACTIVITY"	0.0852074202036235	0.0867562085542642	0.0858810172594468	0.0869111137412532	0.0874930544564253	0.0877162728881699	0.0674364527311767	0.0888097361335405	0.091739081726397	0.0855107258424326	7897.56491076753	0	0
"GO_3_5_DNA_HELICASE_ACTIVITY"	0.0352680367109274	0.0175204172576526	0.0189573789640798	0.0193176516225258	0.0171082558510032	0.0323491533830814	0.158683964100726	0.016695043915718	0.0175931543721229	0.0301824397423832	1177.20164315027	0	0
"GO_3_5_EXODEOXYRIBONUCLEASE_ACTIVITY"	0.0408508670297972	0.0492285834581782	0.03818688041524	0.0464298312570223	0.0456348688569448	0.0454600372514217	0.0898986075928335	0.0478445108553026	0.0745147732834993	0.04640089152455	866.853730260009	0	0
"GO_3_5_EXONUCLEASE_ACTIVITY"	0.100218428761906	0.100557772388862	0.0974572256389142	0.0996025461991107	0.101069320529723	0.10067777498697	0.135807480481052	0.100363233062189	0.119621591907678	0.101661371589004	17222.5862919746	0	0
"GO_3_BETA_HYDROXY_DELTA5_STEROID_DEHYDROGENASE_ACTIVITY"	-0.0162543830619356	-0.0128837743407511	-0.0104918550729253	-0.0102258672715814	-0.0134375649944378	-0.0154489520662789	-0.0346992179134549	-0.0110892423253263	-0.0210481820209778	-0.0140873858072727	189.843728326995	0	0
"GO_3_CHLOROALLYL_ALDEHYDE_DEHYDROGENASE_ACTIVITY"	-0.137788719184887	-0.149849288308351	-0.147290011539446	-0.145686594598153	-0.149054337090714	-0.144485464854952	-0.132537590073605	-0.148322694012184	-0.160712082977534	-0.144567207976038	7045.24921084819	0	0
"GO_3_HYDROXYACYL_COA_DEHYDRATASE_ACTIVITY"	0.0997938771256447	0.0813937571700524	0.0817071042521007	0.081776669395981	0.0808105010539886	0.0880123055001069	0.155168174164733	0.0767302361275166	0.0851117036642128	0.0897917425945115	1194.15532915564	0	0
"GO_3_HYDROXYACYL_COA_DEHYDROGENASE_ACTIVITY"	0.255801737202666	0.250938908708433	0.251579644157986	0.252250767686484	0.250177738041254	0.254593879230891	0.289340847458996	0.250165497709068	0.252189062568931	0.254485278170538	26264.7488791843	0	0
"GO_3_KETO_STEROL_REDUCTASE_ACTIVITY"	-0.0594795033649929	-0.0642939257748927	-0.0604573356629545	-0.060761888722476	-0.0616965373412378	-0.0600652663562218	-0.00190129657083355	-0.0607791240450349	-0.038232934472858	-0.0580584837807908	682.445051752599	0	0
"GO_3_OXO_ARACHIDOYL_COA_SYNTHASE_ACTIVITY"	0.238200465850166	0.229102730681226	0.224894845769939	0.232954018897837	0.223059608820288	0.235704797765895	0.225651764782304	0.231106045326263	0.228326749127568	0.230991212457539	42354.7344519013	0	0
"GO_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_BINDING"	0.146611019134513	0.142219438899161	0.138422151955531	0.135375091699565	0.128703857629187	0.138987403152977	0.110001882250452	0.143288124983319	0.110639789041836	0.138430673505374	11525.9040866749	0	0
"GO_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_BIOSYNTHETIC_PROCESS"	0.190290100642715	0.192160344023007	0.19201932565745	0.191887595414074	0.189496233490762	0.192098019579681	0.173089931898158	0.19101228880345	0.179039923948625	0.190371655362938	36521.3887400307	0	0
"GO_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_METABOLIC_PROCESS"	0.088585571940394	0.0938765992313343	0.093900899945965	0.0883742217801293	0.0933501037153574	0.0873992296538746	0.0701264313660305	0.0916665513400705	0.0731107119606667	0.0898944282588095	12931.1285750541	0	0
"GO_3_UTR_MEDIATED_MRNA_DESTABILIZATION"	0.251127702096008	0.249742162155197	0.223704452902176	0.256144841417664	0.237736693837581	0.25281695708593	0.251660907464303	0.261152316126306	0.264981579963339	0.246364968727559	34376.6170384595	0	0
"GO_3_UTR_MEDIATED_MRNA_STABILIZATION"	0.140503386283025	0.136024185378643	0.125098078252365	0.141548865550768	0.145221584976476	0.137955025510489	0.157196573629017	0.135737801402309	0.14900180739437	0.138088067279788	11755.1746552844	0	0
"GO_3M_COMPLEX"	0.0643229388859861	0.067468585032029	0.0704713567452501	0.0660757050940173	0.0672747949450655	0.0653695057949205	0.0388277448725736	0.067805812675376	0.0558787581465366	0.065394572256429	4347.8215424244	0	0
"GO_4_HYDROXYPROLINE_METABOLIC_PROCESS"	0.121783012784253	0.123480904450884	0.12345515177654	0.122202010541688	0.124314728823802	0.12704229784019	0.166022778824563	0.133272369813382	0.126851843699897	0.125608669240689	4788.59017815304	0	0
"GO_4_IRON_4_SULFUR_CLUSTER_BINDING"	0.0938792110638887	0.0855728645427388	0.0853814896550059	0.0854566597666207	0.0871558023618492	0.0895231302381804	0.154898373549398	0.0856405760344791	0.110063196621091	0.0914421646788118	8685.40220234567	0	0
"GO_5_3_DNA_HELICASE_ACTIVITY"	-0.106345003936421	-0.112749138937339	-0.116046741589115	-0.110855231232318	-0.11282053744958	-0.106907340560469	-0.0226179749668031	-0.114267770914428	-0.108041942377147	-0.106669417457223	3169.7001829295	0	0
"GO_5_3_EXODEOXYRIBONUCLEASE_ACTIVITY"	0.214800157796904	0.215030420957079	0.220727289708623	0.215443138492405	0.216923658658757	0.221509540963918	0.212739491071979	0.215524612249279	0.205622270752031	0.216450784029815	29632.5827260054	0	0
"GO_5_3_EXONUCLEASE_ACTIVITY"	0.11341179207076	0.116881099703547	0.115299191555756	0.112834638718537	0.11532022312427	0.114826521585472	0.15345295662431	0.111535420897705	0.127831710221542	0.11653188693863	8795.59253752268	0	0
"GO_5_DEOXYRIBOSE_5_PHOSPHATE_LYASE_ACTIVITY"	0.157758146300161	0.134384086035189	0.127378804184203	0.144195053873541	0.139243282803919	0.143196017862043	0.233852785696999	0.145977191143528	0.207134988766568	0.147018072469893	2073.50170461295	0	0
"GO_5S_CLASS_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_III"	0.174272656944576	0.169006624697706	0.164451504141053	0.164131012104713	0.164285665339948	0.171219811866258	0.210458078754792	0.15386307665179	0.155140522039053	0.169876602892919	7486.45118059163	0	0
"GO_5S_RRNA_BINDING"	0.19737370316348	0.215466372223464	0.207684811997809	0.206490184959439	0.20899613419856	0.205893306272893	0.240929500355422	0.205937592371992	0.223195345989467	0.208141430917445	13182.9464271145	0	0
"GO_7S_RNA_BINDING"	0.213030955041909	0.200975070815235	0.201635266346645	0.200019201616368	0.205090049002776	0.205413574779192	0.279392655442637	0.206998670384275	0.234254665205384	0.208679603581995	9608.66342830081	0	0
"GO_7SK_SNRNA_BINDING"	0.0402576557315483	0.0483585244182108	0.0312801360882002	0.0548549133581001	0.0514069718138475	0.0407069097229846	0.0760058548111461	0.0461681196933407	0.0873715725901905	0.0458022841602772	264.764776311599	0	0
"GO_90S_PRERIBOSOME"	0.0379444120539651	0.028471366065423	0.0250147563240312	0.0312555662082255	0.0344513414969069	0.0365493605473701	0.0818886109416349	0.0309216568636064	0.0584355357373782	0.0344640075285705	885.304964444066	0	0
"GO_9PLUS0_NON_MOTILE_CILIUM"	0.102048706253718	0.10525130521189	0.106442035631071	0.104217144023989	0.104961624146196	0.103834616102024	0.0873893748168054	0.101702294692724	0.0919387827663559	0.103337424787395	72655.7745422333	0	0
"GO_9PLUS2_MOTILE_CILIUM"	0.0558951759907614	0.0573302500948402	0.0585818346348192	0.0566693218006757	0.0583971848214332	0.0570153532187339	0.0499076558174575	0.0568122424342372	0.0558577244702886	0.0567689206261321	17533.1059914989	0	0
"GO_A_BAND"	0.250316629499613	0.249667850856558	0.250977383017537	0.249928377885906	0.248695146896455	0.250219617851661	0.224690502604598	0.248525637741913	0.236383833606477	0.248704643109656	182267.194984319	0	0
"GO_ABSCISSION"	-0.142585463367213	-0.150720101579764	-0.158847812169828	-0.15416275212356	-0.148750739925592	-0.148250727735975	-0.0115477484059357	-0.157730956892904	-0.120625635798919	-0.143637385377566	3155.89724955907	0	0
"GO_ACETYL_COA_BIOSYNTHETIC_PROCESS"	0.0569729661097386	0.0562858516617754	0.0533780616082082	0.0543635749833984	0.0534253558007835	0.0545313509460373	0.0983850909636429	0.057874488494342	0.0461547069622043	0.0573775225962125	2493.06699541866	0	0
"GO_ACETYL_COA_BIOSYNTHETIC_PROCESS_FROM_PYRUVATE"	0.0991366062712937	0.099437705020792	0.098147334160186	0.0986495655499417	0.0983214427321483	0.0984812534786866	0.13733024003307	0.102884815503292	0.0849646424696298	0.100792055846003	7466.70377278081	0	0
"GO_ACETYL_COA_C_ACYLTRANSFERASE_ACTIVITY"	0.234220177002161	0.23551291992438	0.223214932159267	0.228663689035149	0.22256461833337	0.222756188735659	0.327185020021547	0.227738275844021	0.214796906951979	0.234260768029222	7457.30360193754	0	0
"GO_ACETYL_COA_METABOLIC_PROCESS"	0.05614375021319	0.0572377094476357	0.0550543755998254	0.0552954942488162	0.0557366764480393	0.0542237635094032	0.0853257289499253	0.0567504855398536	0.047190384212943	0.0572938652678935	4596.24939776017	0	0
"GO_ACETYLCHOLINE_GATED_CATION_SELECTIVE_CHANNEL_ACTIVITY"	-0.0459034088704099	-0.045731838273354	-0.0457329167456332	-0.0457044488169937	-0.0467193015850459	-0.0468624079772959	-0.0665220647652644	-0.042239255837561	-0.0561808513272116	-0.0468839600403904	2884.35024242493	0	0
"GO_ACETYLCHOLINE_GATED_CHANNEL_COMPLEX"	-0.0412465623591433	-0.0397326317364393	-0.0396264429461625	-0.0403008603373649	-0.0401653557146926	-0.0421051962319037	-0.0616057951963907	-0.0376254909710833	-0.0509958897222179	-0.0414224725798956	2496.11110260378	0	0
"GO_ACETYLCHOLINE_METABOLIC_PROCESS"	0.205011252378646	0.21417868589312	0.218035681914925	0.212679622788367	0.212795076437173	0.207796289728092	0.157766378263949	0.209411737372641	0.188617876160637	0.208817538781427	105936.028456244	0	0
"GO_ACETYLCHOLINE_RECEPTOR_BINDING"	0.115187860314196	0.115247301669615	0.118954777801426	0.117748186475533	0.119558907544557	0.116528835693062	0.09863402078932	0.112407379804717	0.136755897337065	0.115912346053512	16230.5117615586	0	0
"GO_ACETYLCHOLINE_RECEPTOR_INHIBITOR_ACTIVITY"	0.171050910660181	0.170458840639016	0.18248061346008	0.161899037107732	0.1681470571604	0.159684077373496	0.167182917656539	0.182437844189031	0.188203544308305	0.17073887433827	4263.16143554864	0	0
"GO_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY"	0.0977523603129423	0.0985365911219975	0.100478871702143	0.0990923119584715	0.0984922036170485	0.0973938062521032	0.0719505699950081	0.0996269294602221	0.0811243128570194	0.0973400245305145	50065.1952164464	0	0
"GO_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY"	0.0936680399948042	0.0965797042040909	0.0964969969335142	0.0969162002973366	0.0972983673809652	0.0955185994951195	0.0839518047920051	0.0969175519395278	0.0985870698657931	0.0953134912973927	27741.961382167	0	0
"GO_ACETYLTRANSFERASE_ACTIVITY"	0.0708695690553878	0.0667459112551255	0.0647888305098662	0.0659174416697881	0.0681490666924918	0.0670205695134163	0.112684835623205	0.0679429827782336	0.0884430455265	0.0698096321633158	10919.6602229514	0	0
"GO_ACID_AMINO_ACID_LIGASE_ACTIVITY"	0.0996594688508137	0.0985361062028409	0.0998251381763181	0.0982586113176581	0.0989880471040338	0.0970914120281996	0.106882096449601	0.100447170746456	0.0886981736565008	0.0993645619595227	9936.22728795931	0	0
"GO_ACID_PHOSPHATASE_ACTIVITY"	0.0847843171670883	0.0588006872518353	0.0578732716723371	0.065620183354257	0.0571011215288709	0.0724287586724565	0.100961664154582	0.0686535603495195	0.0651725028811834	0.0691478395960029	1775.44533249791	0	0
"GO_ACID_SECRETION"	0.0615716425482767	0.0681304283509064	0.0675803456389269	0.0666781875963871	0.0652958397603556	0.0638356649337619	0.0461741808709668	0.0690579356196162	0.0577543598520451	0.0646195670609403	25712.1586386371	0	0
"GO_ACID_THIOL_LIGASE_ACTIVITY"	-0.0307934446218478	-0.0295287075691047	-0.0323512122780038	-0.0311488115656482	-0.0331782691779044	-0.0315322472784468	-0.0195454462842286	-0.0305944640082277	-0.0298797691845002	-0.0305586516513702	1441.24985307558	0	0
"GO_ACIDIC_AMINO_ACID_TRANSPORT"	0.0651665966296421	0.0632999444894674	0.0625648855352112	0.0629223653527895	0.0616508091674739	0.0659377666921184	0.0528205069063025	0.0613625907919758	0.0560471879950855	0.0629581169959597	15384.8664899436	0	0
"GO_ACROSIN_BINDING"	0.0483265334334351	0.0526269120492884	0.0561980344744734	0.0523878067116457	0.0557131991929136	0.0508721562345682	0.0232865668812901	0.0525475081149408	0.0420314216206362	0.050815744051707	2073.49305081529	0	0
"GO_ACROSOMAL_MEMBRANE"	-0.026119623765554	-0.0285046001224175	-0.0269287542199254	-0.0324423696184313	-0.0298470860992303	-0.033806018710374	-0.00316999216020379	-0.0277920703992244	-0.0259823635259063	-0.0274613241657682	549.468675085873	0	0
"GO_ACROSOMAL_VESICLE"	0.0169024907190158	0.0153265576760066	0.0148224362239235	0.0151300414379422	0.0159815280681279	0.0154190177468513	0.0362344159331569	0.0167978793683263	0.0155622518384321	0.0167321395348648	1079.70586503949	0	0
"GO_ACROSOMAL_VESICLE_EXOCYTOSIS"	0.110255579625722	0.116295791565768	0.119628718632669	0.116428010661486	0.117729037376451	0.116740227121608	0.0753127676125777	0.113749561019819	0.107629893900366	0.113436308427883	22507.350011668	0	0
"GO_ACROSOME_ASSEMBLY"	-0.0211239370318766	-0.020019435671368	-0.0231456604004827	-0.0206378635075686	-0.0211749833247022	-0.0210805848604226	0.0169381303736696	-0.0145021516740139	-0.0153137145206448	-0.0190434849206955	186.556788196298	0	0
"GO_ACROSOME_REACTION"	0.0396025926360283	0.0461885272540255	0.0480981271971122	0.0449615778773403	0.0465681979897447	0.0440181528432525	0.0163743176228669	0.0449885985455547	0.0376489595846148	0.0430768829229172	6766.424797674	0	0
"GO_ACTIN_BASED_CELL_PROJECTION"	0.0898860338955511	0.0919233373828496	0.0895298069590372	0.0883375372569208	0.0880412263483621	0.0877531565953661	0.0963221070136306	0.0905189771521996	0.0919819794624751	0.0900132989767735	58767.1852819529	0	0
"GO_ACTIN_BINDING"	0.105023353952409	0.104442105131354	0.105104207373223	0.102793410301313	0.103044638720918	0.100536867695395	0.115115043902727	0.105879551105944	0.112016490979353	0.104681418404576	117794.49624446	0	0
"GO_ACTIN_CORTICAL_PATCH_LOCALIZATION"	0.160261885680473	0.149709259218815	0.14850556357969	0.150509821170405	0.149918877996075	0.15264408430397	0.173332577170754	0.152878693919127	0.159694154200695	0.15367933924786	8277.59870014916	0	0
"GO_ACTIN_CROSSLINK_FORMATION"	0.0338012901718387	0.0347802711401247	0.0417185796589155	0.0334993658908518	0.0420967819101165	0.0302645400416942	0.0439187023652162	0.0212718457200232	0.046348079534363	0.0359143089487686	785.63120816603	0	0
"GO_ACTIN_CYTOSKELETON"	0.101149191879141	0.101625546052145	0.100722805165536	0.0996201090609213	0.0997193617750309	0.0975763220440504	0.111026151240333	0.103944132655423	0.107787880901987	0.10118836184168	113694.530759765	0	0
"GO_ACTIN_CYTOSKELETON_REORGANIZATION"	0.112695214632098	0.11645150487276	0.116131931798433	0.111836437089158	0.112287814410426	0.110529582666504	0.119266078883025	0.118042039334737	0.128530091299207	0.114270488932657	45256.0135318092	0	0
"GO_ACTIN_DEPENDENT_ATPASE_ACTIVITY"	0.0405686866748983	0.0331807781145016	0.033801455484963	0.0355402377160405	0.0345374442879232	0.0344818277096664	0.059038298806545	0.0505182468951013	0.0332698753218794	0.037517332873073	416.301684932635	0	0
"GO_ACTIN_FILAMENT"	0.0890766513560216	0.0847300695373161	0.0832269926976677	0.085269242472667	0.0840265446032619	0.0821795115801463	0.107690138509583	0.0912409570439643	0.0919930844324681	0.0867802886420577	24288.9833311449	0	0
"GO_ACTIN_FILAMENT_BASED_MOVEMENT"	0.0903202340820853	0.091565849283892	0.0923040530032049	0.0890383480671524	0.0900514382629353	0.0859149600390029	0.0942249459459269	0.0922993592982972	0.0927248315511776	0.0906645187094117	46767.6466052522	0	0
"GO_ACTIN_FILAMENT_BASED_PROCESS"	0.0986935493952831	0.0994953215876077	0.0981120413830656	0.0982065754899798	0.0976801578120068	0.0963304033783769	0.107172002601015	0.10176873232105	0.105755927759168	0.098992093265647	170713.358563096	0	0
"GO_ACTIN_FILAMENT_BINDING"	0.10495611570096	0.103280396510501	0.103366434785572	0.101456081158613	0.101920241507662	0.0994164481427064	0.12109212905905	0.10555599781454	0.110039447871983	0.104035973427449	51766.8514592148	0	0
"GO_ACTIN_FILAMENT_BUNDLE"	0.123670122103766	0.12647928883771	0.126088511910738	0.127051760299888	0.12559829158173	0.119503961953522	0.135279629551889	0.135110813399397	0.136165548931621	0.126115859991391	30859.7693439668	0	0
"GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION"	0.106345523896377	0.109509308185102	0.10768921969973	0.107741296383198	0.106650592483106	0.10631614842573	0.110861704510695	0.113052127237144	0.109608990276502	0.10789761491213	80254.5427172972	0	0
"GO_ACTIN_FILAMENT_DEPOLYMERIZATION"	0.094963230208199	0.102018437983217	0.102996263836956	0.0963634486595475	0.0990228788449096	0.0926499139583799	0.114939551031534	0.103976676859271	0.125120742483339	0.0995540700920944	20213.0674963095	0	0
"GO_ACTIN_FILAMENT_NETWORK_FORMATION"	0.0538498246595904	0.0545637235428871	0.0549293297242586	0.0612703023784806	0.0562252093168122	0.0512375822052082	0.0666769616441169	0.0642611766025663	0.0436522686592214	0.0564009202331719	1639.14240163728	0	0
"GO_ACTIN_FILAMENT_ORGANIZATION"	0.108959337231124	0.109049936949886	0.106930225726836	0.108550185112686	0.107167610848074	0.10669862534144	0.118891169867158	0.11324721583028	0.116807894542513	0.108945361560635	120726.267165678	0	0
"GO_ACTIN_FILAMENT_POLYMERIZATION"	0.111270863139765	0.106552343565131	0.103399133280416	0.108390083785295	0.106017030709357	0.106237560218175	0.130930595505705	0.112512390122343	0.125128545264618	0.108878245481348	49949.7721369311	0	0
"GO_ACTIN_FILAMENT_SEVERING"	0.1154609137105	0.133534713019042	0.132644047714978	0.115103617420759	0.118642620503676	0.0955854661111427	0.192788855444365	0.124817673493625	0.164916722202783	0.125221002323224	1831.05952925219	0	0
"GO_ACTIN_MEDIATED_CELL_CONTRACTION"	0.0976480081509873	0.0994077857015923	0.101197025030632	0.0981343684949333	0.0980657407844029	0.0964415050662246	0.0914374420025873	0.0993910413071576	0.0984695894062827	0.0983931070248891	82649.6397569095	0	0
"GO_ACTIN_MODIFICATION"	-0.159207615975348	-0.157410216903598	-0.155904274329765	-0.159271187342728	-0.157558697083426	-0.158017174476886	-0.096412862006944	-0.157252924751916	-0.140072111323677	-0.154814681180656	3774.74722077442	0	0
"GO_ACTIN_MONOMER_BINDING"	0.222285654825847	0.221254721385178	0.222812295641788	0.220419897187742	0.21953491016959	0.219511147688371	0.208189179910549	0.220197553892868	0.225916856536573	0.220721037842756	126717.511622723	0	0
"GO_ACTIN_NUCLEATION"	0.192815396983279	0.18426143062131	0.184855810135455	0.185647156450286	0.183694920016354	0.18422652364811	0.209485934988125	0.189013464927871	0.208681428624104	0.188124881952275	48756.8176201256	0	0
"GO_ACTIN_POLYMERIZATION_DEPENDENT_CELL_MOTILITY"	0.301242790011598	0.294233552014355	0.293252776949139	0.295343112422949	0.291170706583962	0.29405167746866	0.319619678047318	0.301806726835502	0.315070104069105	0.297280852446181	29547.3775178811	0	0
"GO_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION"	0.110654264661446	0.107611573044032	0.105097963000108	0.107950894282979	0.106564592876291	0.105738657694913	0.13007229730979	0.112436360042113	0.124917882109747	0.109119499547049	55148.8312231481	0	0
"GO_ACTININ_BINDING"	0.159462027146881	0.159231496484347	0.160333526639476	0.159559054095715	0.160223684454095	0.158692720055372	0.139473529581762	0.157012920840757	0.153745437577606	0.158497259414186	70298.1032287515	0	0
"GO_ACTION_POTENTIAL"	0.0773339271645859	0.0798597972089102	0.0813535138425413	0.0786996654397419	0.0786423565430935	0.0774380463682936	0.0660085017965035	0.0793174581950963	0.0752830947858786	0.0783453850300686	59024.7453131535	0	0
"GO_ACTIVATED_T_CELL_PROLIFERATION"	0.0838049493834225	0.079751885150322	0.0727970052258059	0.0784515912000153	0.0761601378500945	0.0813300351129536	0.0904405692473715	0.0830813926963643	0.0884940100963547	0.0797740142380503	8888.79907301576	0	0
"GO_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING"	0.0894046248627483	0.0879779549426863	0.0803088684583084	0.0889980345517037	0.0839794922778322	0.0861845270860773	0.101114188128143	0.0885393111608524	0.100999464293126	0.0874482268297953	19841.5465300838	0	0
"GO_ACTIVATION_INDUCED_CELL_DEATH_OF_T_CELLS"	0.100653519843345	0.100820735238404	0.100215642749334	0.0983454513693891	0.101100593363943	0.103314706729629	0.124409329824903	0.108332250544127	0.111050122833038	0.101911676380603	4911.23532331966	0	0
"GO_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY"	0.0720212052801101	0.0675267507693276	0.0681253024720191	0.067585172174617	0.0695706852728983	0.0665264889672024	0.0642537247522886	0.0685447399871467	0.0627571966140217	0.0686677789179659	7505.05311400997	0	0
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY"	0.120943941339391	0.114726948480969	0.107862097811796	0.111334226749609	0.106464293367585	0.116049173030978	0.170632896516859	0.119634571877117	0.128814481522776	0.116861402702805	4873.3391188296	0	0
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS"	0.138815729526572	0.129984993013774	0.123232851125624	0.129165400696398	0.124675028431065	0.135403047038551	0.162837473404424	0.130614316814483	0.146258234643632	0.132405826151493	38025.4816824742	0	0
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS_BY_CYTOCHROME_C"	0.225944932536149	0.182363602384655	0.169071485871926	0.189383418452463	0.180918644730317	0.210060728720116	0.270483967902992	0.199770990517543	0.192196777803868	0.198224410270335	5981.25964375281	0	0
"GO_ACTIVATION_OF_IMMUNE_RESPONSE"	0.117072026659816	0.107988432597535	0.104069143638827	0.108596848003293	0.106017208254308	0.111290559891546	0.134231443627545	0.111520170504694	0.131154916763643	0.111150996798462	93775.8229089289	0	0
"GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE"	0.13707536489775	0.12722208097998	0.122788578238356	0.126147778627024	0.125135005966961	0.129755088474059	0.168000332851206	0.130064922300956	0.144966613471411	0.130812163010025	63276.4110835368	0	0
"GO_ACTIVATION_OF_JANUS_KINASE_ACTIVITY"	0.150908276090738	0.158817925696272	0.150911473752422	0.147665334413339	0.143485069422177	0.156308414632706	0.120921404297403	0.169408030506754	0.0956333766203934	0.15043626897597	14654.7763463098	0	0
