""	"rho"	"Pval"	"SE"	"Tval"	"n"	"FDR"
"GO_9PLUS2_MOTILE_CILIUM"	-0.0238000907004387	1	0.0196666644814938	-1.21017423787518	2586	1
"GO_A_BAND"	-0.0100354577299976	1	0.0196712462596344	-0.510158715799846	2586	1
"GO_ABSCISSION"	-0.0715612816428409	1	0.0196218013008123	-3.64702916647508	2586	1
"GO_ACETATE_ESTER_TRANSPORT"	-0.0965374038604051	0.00640051853063137	0.019580354896029	-4.93031941315749	2586	1
"GO_ACETYL_COA_BIOSYNTHETIC_PROCESS"	0.0277177010360387	1	0.0196646786280729	1.40951711239611	2586	1
"GO_ACETYL_COA_BIOSYNTHETIC_PROCESS_FROM_PYRUVATE"	0.0195040092575117	1	0.019668494806023	0.99163710542502	2586	1
"GO_ACETYL_COA_C_ACYLTRANSFERASE_ACTIVITY"	0.0296381502903173	1	0.0196635947431457	1.50726002429686	2586	1
"GO_ACETYL_COA_HYDROLASE_ACTIVITY"	0.00194651494818869	1	0.0196721996158103	0.0989474988157552	2586	1
"GO_ACETYL_COA_METABOLIC_PROCESS"	0.0202114990018161	1	0.0196682183731451	1.02762225934062	2586	1
"GO_ACETYLCHOLINE_BINDING"	-0.0649885063527605	1	0.0196306500222205	-3.31056313872429	2586	1
"GO_ACETYLCHOLINE_GATED_CATION_SELECTIVE_CHANNEL_ACTIVITY"	-0.0698814885033513	1	0.0196241441765292	-3.5609954693938	2586	1
"GO_ACETYLCHOLINE_GATED_CHANNEL_COMPLEX"	-0.0734939899159269	1	0.0196190364669359	-3.74605501344508	2586	1
"GO_ACETYLCHOLINE_METABOLIC_PROCESS"	-0.0987911845069212	0.00359114029172093	0.0195760039605076	-5.04654497956892	2586	1
"GO_ACETYLCHOLINE_RECEPTOR_ACTIVITY"	-0.0721305595718351	1	0.0196209946157685	-3.67619282224699	2586	1
"GO_ACETYLCHOLINE_RECEPTOR_BINDING"	-0.0687971809288215	1	0.0196256268056342	-3.50547687521863	2586	1
"GO_ACETYLCHOLINE_RECEPTOR_INHIBITOR_ACTIVITY"	-0.0247543442299436	1	0.0196662086078346	-1.25872478643809	2586	1
"GO_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY"	0.00175953761823027	1	0.0196722064317388	0.089442819967132	2586	1
"GO_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY"	-0.0181393104402652	1	0.0196690001947159	-0.922228392937752	2586	1
"GO_ACETYLTRANSFERASE_ACTIVITY"	-0.0253843979230542	1	0.0196658977861704	-1.29078256172496	2586	1
"GO_ACID_AMINO_ACID_LIGASE_ACTIVITY"	-0.0172595503085878	1	0.0196693065641189	-0.877486466150922	2586	1
"GO_ACID_PHOSPHATASE_ACTIVITY"	-0.00746566729463898	1	0.0196716886487284	-0.379513290798325	2586	1
"GO_ACID_SECRETION"	0.117835385524283	1.56807726703819e-05	0.0195351832112047	6.03195702084315	2586	0.132784782972794
"GO_ACID_THIOL_LIGASE_ACTIVITY"	0.0103330086447575	1	0.0196711866432136	0.525286492989599	2586	1
"GO_ACIDIC_AMINO_ACID_TRANSPORT"	0.0136454853367722	1	0.0196704053207786	0.69370636315043	2586	1
"GO_ACROSIN_BINDING"	-0.101392090147227	0.0018110898967785	0.0195708568566122	-5.18076908385187	2586	1
"GO_ACROSOMAL_MEMBRANE"	0.0148396503773233	1	0.0196700707018334	0.754427912449756	2586	1
"GO_ACROSOMAL_VESICLE"	0.0555656739636173	1	0.0196418439564139	2.82894386529695	2586	1
"GO_ACROSOMAL_VESICLE_EXOCYTOSIS"	-0.118777583992548	1.16763868191154e-05	0.0195329748734663	-6.08087527690912	2586	0.0993543754438531
"GO_ACROSOME_ASSEMBLY"	0.00680266534540655	1	0.0196717817001166	0.345808297850633	2586	1
"GO_ACROSOME_REACTION"	-0.0351364884770742	1	0.0196600897293137	-1.78719878499256	2586	1
"GO_ACTIN_BASED_CELL_PROJECTION"	0.0848086949610008	0.10381493430255	0.0196013627864966	4.32667339943454	2586	1
"GO_ACTIN_BINDING"	0.11583798531266	2.90773814730599e-05	0.0195398057752973	5.92830791896129	2586	0.243755688888661
"GO_ACTIN_CORTICAL_PATCH_LOCALIZATION"	0.00247356466597834	1	0.0196721767015152	0.125739246017845	2586	1
"GO_ACTIN_CROSSLINK_FORMATION"	-0.208192266104674	1.01696485730952e-22	0.0192411772666361	-10.8201417834072	2586	1.01035458573701e-18
"GO_ACTIN_CYTOSKELETON"	0.184164502934322	3.58116279229414e-17	0.0193357518267852	9.52455868197509	2586	3.49342430388293e-13
"GO_ACTIN_CYTOSKELETON_REORGANIZATION"	0.106342053221972	0.000468388779028242	0.0195606875733526	5.4365191828349	2586	1
"GO_ACTIN_DEPENDENT_ATPASE_ACTIVITY"	0.0285415616100974	1	0.0196642225455461	1.45144622646482	2586	1
"GO_ACTIN_FILAMENT"	0.160850215906616	1.78472928989978e-12	0.0194160813152101	8.28438103937119	2586	1.69228031268298e-08
"GO_ACTIN_FILAMENT_BASED_MOVEMENT"	0.061916920855459	1	0.0196344918962697	3.15347711479217	2586	1
"GO_ACTIN_FILAMENT_BASED_PROCESS"	0.221863966450599	3.34037674697063e-26	0.0191819580760442	11.5662835655802	2586	3.34071078464532e-22
"GO_ACTIN_FILAMENT_BASED_TRANSPORT"	0.00680495951601869	1	0.0196717813930435	0.345924925661543	2586	1
"GO_ACTIN_FILAMENT_BINDING"	0.0987472405284485	0.0036316048755186	0.0195760897637025	5.04427808210928	2586	1
"GO_ACTIN_FILAMENT_BUNDLE"	0.120756052298018	6.24329350974716e-06	0.0195282796430684	6.18365030126354	2586	0.0537048107708451
"GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION"	0.18023654278156	2.46545685590443e-16	0.0193500704857692	9.31451608479218	2586	2.3939586070832e-12
"GO_ACTIN_FILAMENT_DEPOLYMERIZATION"	0.0591417299237221	1	0.019637802520679	3.01162667571611	2586	1
"GO_ACTIN_FILAMENT_NETWORK_FORMATION"	0.0415425863335703	1	0.0196552545137497	2.11356135350521	2586	1
"GO_ACTIN_FILAMENT_ORGANIZATION"	0.216870191987428	6.66604878789313e-25	0.0192040465113465	11.2929424462335	2586	6.64871706104461e-21
"GO_ACTIN_FILAMENT_POLYMERIZATION"	0.154060584915681	3.13355717327685e-11	0.0194373779766355	7.92599624809827	2586	2.94429032001092e-07
"GO_ACTIN_FILAMENT_REORGANIZATION"	0.027445762668765	1	0.0196648262364567	1.39567786354925	2586	1
"GO_ACTIN_FILAMENT_SEVERING"	0.00683178769868171	1	0.0196717777944243	0.34728877939126	2586	1
"GO_ACTIN_MEDIATED_CELL_CONTRACTION"	0.0352061693495483	1	0.0196600414873602	1.79074745962174	2586	1
"GO_ACTIN_MODIFICATION"	-0.0568970973716314	1	0.0196403688052832	-2.89694648485045	2586	1
"GO_ACTIN_MONOMER_BINDING"	-0.00369914276284543	1	0.0196721022895827	-0.188040032955924	2586	1
"GO_ACTIN_NUCLEATION"	0.0637439951159572	1	0.0196322291321992	3.24690562068723	2586	1
"GO_ACTIN_POLYMERIZATION_DEPENDENT_CELL_MOTILITY"	0.0842321200365417	0.117943396253081	0.019602324903519	4.29704743958306	2586	1
"GO_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION"	0.145534066615726	9.52351170111459e-10	0.0194627913187919	7.47755366801924	2586	8.79591540714943e-06
"GO_ACTININ_BINDING"	-0.0356045268059931	1	0.0196597638563673	-1.8110353240312	2586	1
"GO_ACTION_POTENTIAL"	-0.00551024800041076	1	0.0196719382294269	-0.280107020271549	2586	1
"GO_ACTIVATED_T_CELL_PROLIFERATION"	0.0913867263358983	0.0228088513713006	0.0195899179763343	4.66498769654362	2586	1
"GO_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING"	0.102887324918374	0.00121262671219072	0.0195678366603919	5.25798159009739	2586	1
"GO_ACTIVATION_INDUCED_CELL_DEATH_OF_T_CELLS"	-0.0324777581757392	1	0.0196618589620122	-1.65181523468804	2586	1
"GO_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY"	0.00650625890249726	1	0.0196718205029968	0.330740050292045	2586	1
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY"	0.0725808133174529	1	0.019620352041122	3.69926152014662	2586	1
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS"	0.113080382373546	6.69267320530422e-05	0.0195460560653511	5.78532988933768	2586	0.552346319633758
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS_BY_CYTOCHROME_C"	0.076304074041484	0.628178750167512	0.0196148843335022	3.8901108333918	2586	1
"GO_ACTIVATION_OF_GTPASE_ACTIVITY"	0.021219329145976	1	0.0196678075754793	1.07888635093375	2586	1
"GO_ACTIVATION_OF_IMMUNE_RESPONSE"	0.187674320272773	6.14980032266656e-18	0.0193226870370183	9.71264089270959	2586	6.01819459576149e-14
"GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE"	0.114005266517461	5.07311293694648e-05	0.0195439767590071	5.83326862916577	2586	0.421017642637188
"GO_ACTIVATION_OF_JANUS_KINASE_ACTIVITY"	0.115340686816341	3.3838618894022e-05	0.0195409442136337	5.90251348938747	2586	0.282823176716236
"GO_ACTIVATION_OF_JNKK_ACTIVITY"	-0.0784234990095999	0.406732559620428	0.0196116490427136	-3.99882227337414	2586	1
"GO_ACTIVATION_OF_JUN_KINASE_ACTIVITY"	0.0407889698146145	1	0.019655865327505	2.07515513232264	2586	1
"GO_ACTIVATION_OF_MAPK_ACTIVITY"	0.0799288576583248	0.297175016363568	0.0196092969526927	4.07606952208193	2586	1
"GO_ACTIVATION_OF_MAPKK_ACTIVITY"	0.0155518877241854	1	0.0196698577647273	0.790645662526019	2586	1
"GO_ACTIVATION_OF_MAPKKK_ACTIVITY"	0.100414467433722	0.00234759304201989	0.0195728073863255	5.13030478723639	2586	1
"GO_ACTIVATION_OF_NF_KAPPAB_INDUCING_KINASE_ACTIVITY"	-0.00802671416322733	1	0.0196716031510895	-0.408035588232307	2586	1
"GO_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY"	-0.0262586402041164	1	0.0196654535517428	-1.33526745950841	2586	1
"GO_ACTIVATION_OF_PHOSPHOLIPASE_D_ACTIVITY"	0.132251313785612	1.31057800027408e-07	0.0194994402356942	6.78231334782228	2586	0.00117598163964593
"GO_ACTIVATION_OF_PROTEIN_KINASE_A_ACTIVITY"	0.0222230685368623	1	0.0196673785717813	1.12994563336204	2586	1
"GO_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY"	0.168622654834649	5.74361179928714e-14	0.0193905438026245	8.69612820305876	2586	5.50352882607694e-10
"GO_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY"	0.0287961177035205	1	0.0196640789219128	1.46440206113246	2586	1
"GO_ACTIVATION_OF_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY"	-0.0342792076849885	1	0.0196606754172884	-1.7435417124503	2586	1
"GO_ACTIVATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY"	-0.0484097986351387	1	0.0196491723349994	-2.46370675618283	2586	1
"GO_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	0.0181344576948554	1	0.0196690019264267	0.921981591271821	2586	1
"GO_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	0.075233313303322	0.777296044910872	0.0196164849462004	3.83520867829556	2586	1
"GO_ACTIVIN_ACTIVATED_RECEPTOR_ACTIVITY"	-0.0682399890763334	1	0.0196263796215081	-3.47695246868408	2586	1
"GO_ACTIVIN_BINDING"	0.0278488775261335	1	0.0196646069046353	1.41619294304678	2586	1
"GO_ACTIVIN_RECEPTOR_ACTIVITY_TYPE_I"	-0.0919380730315527	0.0199684274008303	0.0195889195823884	-4.69337130334694	2586	1
"GO_ACTIVIN_RECEPTOR_BINDING"	-0.115566439983316	3.15812719666288e-05	0.0195404280244796	-5.91422254612529	2586	0.264240502544783
"GO_ACTIVIN_RECEPTOR_COMPLEX"	-0.0945211311833592	0.0105951333326875	0.0195841614363244	-4.82640686407143	2586	1
"GO_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY"	0.0390826142753882	1	0.0196572069561746	1.98820790575804	2586	1
"GO_ACTOMYOSIN"	0.125532595795373	1.30986308333078e-06	0.0195166195688067	6.43208704011482	2586	0.0114809499253943
"GO_ACTOMYOSIN_CONTRACTILE_RING_ORGANIZATION"	-0.0733830084715053	1	0.0196191972358959	-3.74036753844552	2586	1
"GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION"	0.137649818851261	1.87529278044119e-08	0.019484976027133	7.06440791405555	2586	0.000170239078608451
"GO_ACUTE_INFLAMMATORY_RESPONSE"	0.0652724298417481	1	0.0196302854678028	3.32508816281897	2586	1
"GO_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS"	0.00506958915522061	1	0.0196719840870259	0.25770604189153	2586	1
"GO_ACUTE_PHASE_RESPONSE"	0.0163724975294342	1	0.0196696000505173	0.832375721284868	2586	1
"GO_ACYL_CARNITINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	-0.102810037727302	0.00123845287147186	0.0195679938664156	-5.25398967462646	2586	1
"GO_ACYL_CARNITINE_TRANSPORT"	-0.102810037727302	0.00123845287147186	0.0195679938664156	-5.25398967462646	2586	1
"GO_ACYL_COA_DEHYDROGENASE_ACTIVITY"	-0.00488088308452412	1	0.019672002556677	-0.248113178638617	2586	1
"GO_ACYL_COA_LIGASE_ACTIVITY"	-0.00539175963718368	1	0.0196719509355303	-0.274083625709202	2586	1
"GO_ACYL_COA_OXIDASE_ACTIVITY"	-0.0958196562372065	0.00767125356938434	0.019581719233162	-4.89332193441596	2586	1
"GO_ACYLGLYCEROL_ACYL_CHAIN_REMODELING"	-0.070290659829669	1	0.0196235786409295	-3.58194909887953	2586	1
"GO_ACYLGLYCEROL_HOMEOSTASIS"	-0.0054973451697085	1	0.0196719396264633	-0.279451100099622	2586	1
"GO_ACYLGLYCEROL_LIPASE_ACTIVITY"	-0.0183880059345387	1	0.0196689108267485	-0.934876673980958	2586	1
"GO_ACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY"	-0.0109735160707132	1	0.0196710524022054	-0.557850990701588	2586	1
"GO_ACYLGLYCEROL_TRANSPORT"	-0.0931437018650388	0.014895152134424	0.0195867152923962	-4.75545289113374	2586	1
"GO_ADA2_GCN5_ADA3_TRANSCRIPTION_ACTIVATOR_COMPLEX"	-0.0429613773411383	1	0.0196540741730815	-2.18587642250679	2586	1
"GO_ADAPTATION_OF_SIGNALING_PATHWAY"	-0.0580561087571716	1	0.0196390561485808	-2.95615574994763	2586	1
"GO_ADAPTIVE_IMMUNE_RESPONSE"	0.215178316962783	1.80758813454667e-24	0.0192114103163333	11.2005476651467	2586	1.80144233488921e-20
"GO_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS"	0.169886634019049	3.23117942422795e-14	0.0193862736259774	8.76324338017194	2586	3.09967042166187e-10
"GO_ADAPTIVE_THERMOGENESIS"	0.0363283526732034	1	0.0196592513887788	1.84790112068759	2586	1
"GO_ADENOHYPOPHYSIS_DEVELOPMENT"	-0.118008646230292	1.48548409461043e-05	0.0195347784587645	-6.04095134630752	2586	0.125894777018234
"GO_ADENOSINE_DEAMINASE_ACTIVITY"	-0.0257010562160747	1	0.0196657386189618	-1.30689503781432	2586	1
"GO_ADENOSINE_METABOLIC_PROCESS"	0.00100255757053962	1	0.0196722269976174	0.0509630948575901	2586	1
"GO_ADENOSINE_RECEPTOR_BINDING"	-0.0798023097065304	0.305138966320048	0.0196094964137189	-4.06957466030084	2586	1
"GO_ADENOSINE_RECEPTOR_SIGNALING_PATHWAY"	-0.00478151110779693	1	0.019672012001145	-0.243061620108743	2586	1
"GO_ADENOSINE_TO_INOSINE_EDITING"	-0.0320946213733285	1	0.0196621024350591	-1.63230872585127	2586	1
"GO_ADENYL_NUCLEOTIDE_BINDING"	0.08459466515557	0.108817921105219	0.0196017207044967	4.31567546700956	2586	1
"GO_ADENYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY"	0.139883572329932	8.20418555834661e-09	0.0194788186361849	7.1813170471271	2586	7.48878057765879e-05
"GO_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_PROCESS"	0.0720111181964183	1	0.0196211644006306	3.6700736371234	2586	1
"GO_ADENYLATE_CYCLASE_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY"	0.0859824139978208	0.0798604772764089	0.0195993838012372	4.3869957785302	2586	1
"GO_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY"	0.118003378785047	1.48761773782282e-05	0.0195347907728745	6.04067789397078	2586	0.126045850925727
"GO_ADENYLATE_CYCLASE_ACTIVATOR_ACTIVITY"	0.0519501291607351	1	0.0196456730762595	2.64435476244962	2586	1
"GO_ADENYLATE_CYCLASE_ACTIVITY"	-0.0937179264263714	0.0129408074868094	0.019585655234634	-4.78502890526975	2586	1
"GO_ADENYLATE_CYCLASE_BINDING"	0.0630336379878383	1	0.0196331167325099	3.2105772530483	2586	1
"GO_ADENYLATE_CYCLASE_INHIBITING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY"	0.155211971503034	1.94529210359606e-11	0.019433832766577	7.98668864589456	2586	1.83110345711497e-07
"GO_ADENYLATE_CYCLASE_INHIBITING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY"	-0.130638669932469	2.30308022619659e-07	0.0195036467368665	-6.69816633242907	2586	0.00205549910188045
"GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY"	-0.117067189741064	1.99251057726735e-05	0.0195369705210044	-5.99208508889356	2586	0.16820774293291
"GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY"	-0.121451651437671	4.99407445467473e-06	0.0195266101713653	-6.21980212498802	2586	0.0430938684693882
"GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY"	-0.060654066206157	1	0.0196360172901833	-3.08891896507343	2586	1
"GO_ADENYLATE_KINASE_ACTIVITY"	-0.0388698092093481	1	0.0196573702483841	-1.97736567598829	2586	1
"GO_ADENYLYLTRANSFERASE_ACTIVITY"	-0.022572711484658	1	0.0196672244746353	-1.14773243747586	2586	1
"GO_ADHERENS_JUNCTION"	0.0898697413273802	0.0326701434573116	0.0195926337250103	4.58691478586976	2586	1
"GO_ADHERENS_JUNCTION_ASSEMBLY"	0.0391522922022297	1	0.0196571532960019	1.99175799326919	2586	1
"GO_ADHERENS_JUNCTION_MAINTENANCE"	-0.0897302703470968	0.0337385712796102	0.019592881109318	-4.57973841858424	2586	1
"GO_ADHERENS_JUNCTION_ORGANIZATION"	0.103738679872456	0.000963519532521409	0.0195660970594602	5.30196081299202	2586	1
"GO_ADHESION_OF_SYMBIONT_TO_HOST"	0.118600656834121	1.2344384947628e-05	0.0195333909180649	6.07168808178803	2586	0.104951960824734
"GO_ADHESION_OF_SYMBIONT_TO_HOST_CELL"	0.129372603673585	3.56898760655893e-07	0.0195069124191397	6.63214151444325	2586	0.00317282998223089
"GO_ADIPONECTIN_ACTIVATED_SIGNALING_PATHWAY"	-0.0281597381112179	1	0.0196644355820513	-1.43201354514953	2586	1
"GO_ADIPOSE_TISSUE_DEVELOPMENT"	0.0121418736563198	1	0.0196707867399625	0.617254094451282	2586	1
"GO_ADP_BINDING"	0.102702179461372	0.00127425314639286	0.0195682130559618	5.24841891120362	2586	1
"GO_ADP_BIOSYNTHETIC_PROCESS"	-0.0781191411746423	0.43319230981378	0.0196121191265491	-3.98320756010969	2586	1
"GO_ADP_METABOLIC_PROCESS"	0.14842660856196	3.05821602899554e-10	0.0194543358903489	7.62948729776958	2586	2.84138851253975e-06
"GO_ADP_RIBOSE_DIPHOSPHATASE_ACTIVITY"	-0.00606985538072422	1	0.0196718744872463	-0.308555007539288	2586	1
"GO_ADP_RIBOSYLATION_FACTOR_BINDING"	-0.042788801191639	1	0.0196542198662211	-2.17707960340763	2586	1
