""	"T_statistic"	"CI_low"	"CI_high"	"mean_No"	"mean_Yes"	"p.value"	"FDR"
"GO_3_BETA_HYDROXY_DELTA5_STEROID_DEHYDROGENASE_ACTIVITY"	-1.39090107511673	-0.00313057116619227	0.000531961821362358	-0.157601304697853	-0.156302000025438	0.164307642148608	1
"GO_3_CHLOROALLYL_ALDEHYDE_DEHYDROGENASE_ACTIVITY"	1.37333818261981	-0.00087413712355814	0.00496384501289979	-0.153774666964393	-0.155819520909063	0.169705730621958	1
"GO_3_HYDROXYACYL_COA_DEHYDRATASE_ACTIVITY"	0.328319207398796	-0.00318150316962722	0.00446153416063051	0.0600457600773149	0.0594057445818132	0.742682574546567	1
"GO_3_HYDROXYACYL_COA_DEHYDROGENASE_ACTIVITY"	0.353118625158016	-0.00159271023882475	0.00229255087116083	0.223110497539673	0.222760577223505	0.724012760954583	1
"GO_3_KETO_STEROL_REDUCTASE_ACTIVITY"	-4.58071097752483	-0.0104623525698572	-0.00419125352332237	-0.0992097138920766	-0.0918829108454868	4.72372201003368e-06	0.0377803286362494
"GO_3_OXO_ARACHIDOYL_COA_SYNTHASE_ACTIVITY"	7.82227071858849	0.00577439000580271	0.00963670912137827	0.20990968193629	0.2022041323727	6.21806979521251e-15	5.97059061736306e-11
"GO_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_BINDING"	1.63702067019754	-0.000375048320184541	0.00417234541879986	0.101790514717768	0.0998918661684602	0.101682445422108	1
"GO_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_BIOSYNTHETIC_PROCESS"	0.0763701129920039	-0.00136559134764706	0.00147630245555583	0.162084362638753	0.162029007084798	0.939127319838356	1
"GO_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_METABOLIC_PROCESS"	-4.02175085410348	-0.0037376106345122	-0.00128794391343653	0.071038804340715	0.0735515816146894	5.84962270500263e-05	0.439833131189148
"GO_3_UTR_MEDIATED_MRNA_DESTABILIZATION"	7.6806258929033	0.00529702084435528	0.00892763108459345	0.226669170725235	0.21955684476076	1.8338798076378e-14	1.7513552162941e-10
"GO_3_UTR_MEDIATED_MRNA_STABILIZATION"	2.72784528198332	0.000761089137683123	0.00464919305038365	0.101748742640998	0.0990436015469646	0.00639392082396242	1
"GO_3M_COMPLEX"	0.449259831350268	-0.00130312525153657	0.00207797670204123	0.140082482627145	0.139695056901893	0.653260772027439	1
"GO_4_HYDROXYPROLINE_METABOLIC_PROCESS"	-2.66706792288165	-0.00601592567612281	-0.000918729369501154	0.0920457933418737	0.0955131208646856	0.00767330107791989	1
"GO_4_IRON_4_SULFUR_CLUSTER_BINDING"	-3.30264435709104	-0.00405010421345276	-0.00103297382225552	0.0587067067360618	0.061248245753916	0.000962960936195604	1
"GO_5_3_DNA_HELICASE_ACTIVITY"	-1.52055697216066	-0.00557567500603143	0.000704466614584958	-0.0942935683400114	-0.0918579641442882	0.128423574331774	1
"GO_5_3_EXODEOXYRIBONUCLEASE_ACTIVITY"	-0.85699099926392	-0.00253050605017904	0.000991046393956552	0.187966417791853	0.188736147619964	0.391486585646778	1
"GO_5_3_EXONUCLEASE_ACTIVITY"	-3.55375684637822	-0.00453076686056159	-0.00130923131323785	0.0837041323107038	0.0866241313976035	0.000382765509130621	1
"GO_5_DEOXYRIBOSE_5_PHOSPHATE_LYASE_ACTIVITY"	0.858822361352799	-0.0032642830119777	0.0083542250084482	0.17488839094009	0.172343419941855	0.390474858461832	1
"GO_5_PHOSPHORIBOSE_1_DIPHOSPHATE_METABOLIC_PROCESS"	-2.77431801534154	-0.0106062844690939	-0.00182336163380996	-0.0508416067398313	-0.0446267836883793	0.00554902953025649	1
"GO_5S_CLASS_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_III"	1.60704931359346	-0.000509932812632033	0.00514837604413196	0.142182312581721	0.139863090965971	0.108100912766282	1
"GO_5S_RRNA_BINDING"	-8.04921080786608	-0.0110603825284724	-0.00672803729869921	0.171519754114151	0.180413964027737	1.00327676226376e-15	9.6926568002302e-12
"GO_7S_RNA_BINDING"	-1.21055878942576	-0.00494507229800203	0.0011693320614958	0.178747454893439	0.180635325011693	0.226113441173666	1
"GO_7SK_SNRNA_BINDING"	0.465425699053399	-0.00260270336441612	0.00422329814868727	0.0648128665364216	0.064002569144286	0.641644797395741	1
"GO_90S_PRERIBOSOME"	0.0838854712175899	-0.00170285305690464	0.00185510154312286	0.00327893575805434	0.00320281151494523	0.933150240399423	1
"GO_9PLUS0_NON_MOTILE_CILIUM"	1.98169121355254	6.32063518842113e-06	0.0011680316555154	0.0628269698293144	0.0622397936839625	0.047559368156538	1
"GO_9PLUS2_MOTILE_CILIUM"	0.0911915873882599	-0.000582948897098963	0.000639829243927649	0.0492672332214432	0.0492387930480289	0.927343559780384	1
"GO_A_BAND"	5.34058670279815	0.00146279840514135	0.003159495834482	0.209473842088657	0.207162694968846	9.60575007245401e-08	0.000820523171189022
"GO_ABSCISSION"	-1.70818114721046	-0.00720173906966371	0.000495056993224059	-0.180406326112836	-0.177052985074616	0.0876547414882499	1
"GO_ACETATE_ESTER_TRANSPORT"	5.79362875359242	0.0059661367554689	0.012068890163242	-0.028144033753253	-0.0371615472126085	7.33620659619406e-09	6.46539887322583e-05
"GO_ACETYL_COA_BIOSYNTHETIC_PROCESS"	-5.09954502586356	-0.00550000590087048	-0.00244558930405559	0.0201352817099152	0.0241080793123782	3.5062490409292e-07	0.00293624458494475
"GO_ACETYL_COA_BIOSYNTHETIC_PROCESS_FROM_PYRUVATE"	-5.36992078416364	-0.0058851412370961	-0.00273738435083526	0.0654693762192133	0.069780639013179	8.1693182435704e-08	0.000699048562102319
"GO_ACETYL_COA_C_ACYLTRANSFERASE_ACTIVITY"	-3.11222752475969	-0.00902796603499968	-0.00205002677154341	0.19421981092329	0.199758807326562	0.00186571431661051	1
"GO_ACETYL_COA_HYDROLASE_ACTIVITY"	-1.01843360468899	-0.0090132883702454	0.00285012435028676	-0.116564925794242	-0.113483343784262	0.308514373246924	1
"GO_ACETYL_COA_METABOLIC_PROCESS"	-5.10971766857256	-0.00450171715382238	-0.00200529497744824	-0.000166074237305592	0.00308743182832971	3.32344397372137e-07	0.00278604308317063
"GO_ACETYLCHOLINE_BINDING"	2.18892475425141	0.000136494449964328	0.00247813962650171	-0.00225063342422005	-0.00355795046245307	0.0286430349072943	1
"GO_ACETYLCHOLINE_GATED_CATION_SELECTIVE_CHANNEL_ACTIVITY"	2.648812145797	0.000498766400540844	0.00333949044399175	-0.0421531322949968	-0.0440722607172631	0.00810120636707522	1
"GO_ACETYLCHOLINE_GATED_CHANNEL_COMPLEX"	2.2957034022206	0.000230269547890701	0.00292288111334769	-0.0406576182727478	-0.0422341936033669	0.0217307183490396	1
"GO_ACETYLCHOLINE_METABOLIC_PROCESS"	2.12745629375049	9.21692829237657e-05	0.0022541754151142	0.18151785802233	0.180344685673311	0.0334182355755	1
"GO_ACETYLCHOLINE_RECEPTOR_ACTIVITY"	2.40320784282503	0.000226773906752883	0.00223456873965964	-0.00743563744693993	-0.0086663087701462	0.016283102489971	1
"GO_ACETYLCHOLINE_RECEPTOR_BINDING"	0.778384693857902	-0.000714625808145086	0.00165585027279176	0.110696574527403	0.110225962295079	0.436373286092245	1
"GO_ACETYLCHOLINE_RECEPTOR_INHIBITOR_ACTIVITY"	0.265826309195131	-0.00306470451898548	0.00402622612834817	0.235215396654482	0.234734635849801	0.790382784805362	1
"GO_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY"	4.59987906351253	0.000961347176658657	0.00238930634055229	0.0790328891474482	0.0773575623888427	4.31120524709786e-06	0.034541376439748
"GO_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY"	-0.228214764502115	-0.000906943271001512	0.000717800289454193	0.0632946851322488	0.0633892566230224	0.819487293482414	1
"GO_ACETYLTRANSFERASE_ACTIVITY"	-2.76552173816943	-0.00254121996186853	-0.00043297281694596	0.0365926524038818	0.038079748793289	0.00569932307518372	1
"GO_ACID_AMINO_ACID_LIGASE_ACTIVITY"	0.257160543915574	-0.00123470659451081	0.00160754898317978	0.0683025498553671	0.0681161286610326	0.797064310751055	1
"GO_ACID_PHOSPHATASE_ACTIVITY"	4.1643272332063	0.00307600312465642	0.00854843982245193	0.0988580619156705	0.0930458404421163	3.17541073849732e-05	0.24276015095812
"GO_ACID_SECRETION"	-3.47016082079705	-0.00168328584109318	-0.000467987305729408	0.00978565684498847	0.0108612934183998	0.000523861850904169	1
"GO_ACID_THIOL_LIGASE_ACTIVITY"	-2.23563094240081	-0.00228333772631716	-0.000149784187188228	-0.0616766409944594	-0.0604600800377067	0.0254142979970073	1
"GO_ACIDIC_AMINO_ACID_TRANSPORT"	4.34337484472719	0.000932078892100828	0.00246566285724242	0.0296429536491289	0.0279440827744573	1.42855215051066e-05	0.111784205777459
"GO_ACROSIN_BINDING"	0.997462691468864	-0.00106957204650095	0.00328546634298881	0.118383605426623	0.11727565827838	0.318581988877343	1
"GO_ACROSOMAL_MEMBRANE"	-2.63776287416083	-0.00403377638549048	-0.000594235881599041	-0.0461412914839111	-0.0438272853503663	0.00836849371175596	1
"GO_ACROSOMAL_VESICLE"	-2.81860730561615	-0.00191817241324508	-0.000344478438493885	-0.0103234627274843	-0.0091921373016148	0.00483933319088058	1
"GO_ACROSOMAL_VESICLE_EXOCYTOSIS"	0.451479693006819	-0.000878792865519225	0.00140469862345815	0.0831618596453606	0.0828989067663911	0.651659055119855	1
"GO_ACROSOME_ASSEMBLY"	-2.08446095660684	-0.00404383907029067	-0.000124046287282532	-0.0358163013628817	-0.0337323586840951	0.0371630495999397	1
"GO_ACROSOME_REACTION"	2.18088104070594	0.000101043863325938	0.00189761697497331	-0.00962280784229418	-0.0106221382614438	0.0292318318259722	1
"GO_ACTIN_BASED_CELL_PROJECTION"	-1.42424298888653	-0.00101896750951033	0.000161404240550679	0.0580085601542788	0.0584373417887586	0.154428753053826	1
"GO_ACTIN_BINDING"	-3.73400340828471	-0.00138824114723506	-0.000432401455345852	0.0733403846100246	0.0742507059113151	0.000190193198176192	1
"GO_ACTIN_CORTICAL_PATCH_LOCALIZATION"	2.85256110001121	0.0010905371718281	0.00588311002527842	0.126394729065778	0.122907905467225	0.00435303401833166	1
"GO_ACTIN_CROSSLINK_FORMATION"	-8.74065001441865	-0.0111102789004008	-0.00703960483312623	-0.0220425373281285	-0.012967595461365	2.97263034732233e-18	2.91496131858428e-14
"GO_ACTIN_CYTOSKELETON"	-3.03817465392175	-0.0012175282939244	-0.000262532071904718	0.0733787372816654	0.0741187674645799	0.0023903136528219	1
"GO_ACTIN_CYTOSKELETON_REORGANIZATION"	-2.38080936520887	-0.00183835554188976	-0.000178036276360767	0.0828039094219554	0.0838121053310806	0.0173076583997129	1
"GO_ACTIN_DEPENDENT_ATPASE_ACTIVITY"	1.42394939132371	-0.000733995118817836	0.00463068602415021	0.006899831632805	0.00495148618013881	0.154517160394654	1
"GO_ACTIN_FILAMENT"	-0.131192050608672	-0.000928559714819299	0.000812072432299127	0.062750673210992	0.0628089168522521	0.895627797718621	1
"GO_ACTIN_FILAMENT_BASED_MOVEMENT"	-1.31589071495071	-0.0010886697989661	0.000214157041282139	0.0334329541711255	0.0338702105499674	0.188263673083697	1
"GO_ACTIN_FILAMENT_BASED_PROCESS"	-4.15466034752752	-0.00123489579374083	-0.000443130776010578	0.064771829804471	0.0656108430893467	3.30157033615646e-05	0.252107910868907
"GO_ACTIN_FILAMENT_BASED_TRANSPORT"	-1.67281314696112	-0.00871584304300879	0.000689867713902094	-0.012554031818587	-0.00854104415403364	0.0944195054300881	1
"GO_ACTIN_FILAMENT_BINDING"	-3.85726877637215	-0.00209748521037903	-0.000683913001618293	0.0778976935248499	0.0792883926308486	0.000115848616218286	0.852182420901715
"GO_ACTIN_FILAMENT_BUNDLE"	-5.24514310705538	-0.00424343632678015	-0.00193444324730988	0.0880079257308377	0.0910968655178827	1.61811796869481e-07	0.00137329672003128
"GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION"	-3.53092382714475	-0.00158005393941039	-0.000451908304187527	0.0882426003209408	0.0892585814427397	0.000417297710719647	1
"GO_ACTIN_FILAMENT_DEPOLYMERIZATION"	-9.48447486630017	-0.00602352286444663	-0.00396000870150645	0.0691024934458984	0.074094259228875	3.43788668933974e-21	3.41175875050076e-17
"GO_ACTIN_FILAMENT_NETWORK_FORMATION"	-2.89918068376026	-0.00549590485553849	-0.00106176230316247	0.0173424052793756	0.0206212388587261	0.00375494023369132	1
"GO_ACTIN_FILAMENT_ORGANIZATION"	-3.40650562510015	-0.0013340102423388	-0.000359461778043841	0.0866711093719119	0.0875178453821032	0.000662264671298607	1
"GO_ACTIN_FILAMENT_POLYMERIZATION"	-1.47552759372892	-0.0013294222930472	0.000187588905096385	0.088182174615814	0.0887530913097894	0.140121836280037	1
"GO_ACTIN_FILAMENT_REORGANIZATION"	-1.14364420181258	-0.00438113939234275	0.00115276737802963	-0.0454558000166526	-0.043841614009496	0.252818664435226	1
"GO_ACTIN_FILAMENT_SEVERING"	-6.48748337395002	-0.0184643945349107	-0.00989485867162511	0.0878397247300855	0.102019351333353	9.45132503666699e-11	8.63662081850629e-07
"GO_ACTIN_MEDIATED_CELL_CONTRACTION"	-0.913436881916692	-0.000752332922620191	0.000274077035879679	0.0354756041783539	0.0357147321217241	0.361050928290473	1
"GO_ACTIN_MODIFICATION"	-2.42916540445813	-0.007980742711165	-0.000852347008851008	-0.192763173200999	-0.188346628340991	0.015162971625711	1
"GO_ACTIN_MONOMER_BINDING"	-0.769052180010348	-0.00123241496989103	0.000537915440041017	0.179176648493647	0.179523898258572	0.441893460032919	1
"GO_ACTIN_NUCLEATION"	0.47373045357317	-0.000938364238912228	0.00153639660624348	0.16092884094641	0.160629824762744	0.635710184955164	1
"GO_ACTIN_POLYMERIZATION_DEPENDENT_CELL_MOTILITY"	-0.938249260727521	-0.00430679574703023	0.00151869234044414	0.257914927202213	0.259308978905506	0.348156664579313	1
"GO_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION"	-3.39299580047325	-0.0019637704125022	-0.000525538177792584	0.0858509462472288	0.0870956005423762	0.000695692551453192	1
"GO_ACTININ_BINDING"	3.64330690125378	0.000760102298733951	0.00253093457895849	0.129014917690866	0.12736939925202	0.000271553750665635	1
"GO_ACTION_POTENTIAL"	-0.550047233742262	-0.000631526847242168	0.000354784734344189	0.0256800966975051	0.0258184677539541	0.582308189015839	1
"GO_ACTIVATED_T_CELL_PROLIFERATION"	2.52144240904066	0.000364162061878062	0.00290906538516394	0.0662876080611798	0.0646509943376588	0.0117156480296491	1
"GO_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING"	1.39880377264985	-0.000280919649533903	0.00168039480896112	0.056244755354048	0.0555450177743344	0.161925363808095	1
"GO_ACTIVATION_INDUCED_CELL_DEATH_OF_T_CELLS"	-1.38611217545034	-0.00353724699772599	0.000606993663064833	0.0700493539080504	0.0715144805753809	0.165765612610432	1
"GO_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY"	4.39157703052305	0.00152268723280025	0.00397834305380119	0.0337111559611691	0.0309606408178684	1.14648950872324e-05	0.0901140753856464
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY"	-2.45797633097572	-0.00542844892249819	-0.000611373332079476	0.0837576768252303	0.0867775879525192	0.014000720130184	1
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS"	6.1992228847949	0.00231257309977658	0.00445157824002461	0.103995931466437	0.100613855796537	6.05215476135118e-10	5.45299143997742e-06
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS_BY_CYTOCHROME_C"	7.5926346895627	0.0111116779952086	0.0188468062516062	0.178959613460378	0.163980371336971	3.64035286712594e-14	3.46670803536403e-10
"GO_ACTIVATION_OF_GTPASE_ACTIVITY"	0.894553483028356	-0.000492705707731363	0.00131976737994016	-0.03336831047913	-0.0337818413152344	0.371063459765901	1
"GO_ACTIVATION_OF_IMMUNE_RESPONSE"	8.25284397098134	0.0020692027669606	0.00335847436345771	0.0827833596201629	0.0800695210549538	1.87730356878166e-16	1.82135992243197e-12
"GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE"	3.70310975471505	0.00079957404448012	0.00259834311186362	0.103105517653666	0.101406559075494	0.000214742723141749	1
"GO_ACTIVATION_OF_JANUS_KINASE_ACTIVITY"	5.66449878781964	0.00341001010218813	0.00701937504948795	0.155003846105988	0.14978915353015	1.54130851543965e-08	0.00013483366893066
"GO_ACTIVATION_OF_JNKK_ACTIVITY"	-1.97877598289424	-0.00322983910297342	-1.5070720116055e-05	0.00633942403457893	0.00796187894612367	0.0478910444357093	1
"GO_ACTIVATION_OF_JUN_KINASE_ACTIVITY"	-0.236340677912845	-0.00175329937956343	0.0013760324252119	-0.0294331474703842	-0.0292445139932084	0.813176908875064	1
"GO_ACTIVATION_OF_MAPK_ACTIVITY"	0.504355011092271	-0.000521748489829955	0.000883209181502127	0.0380487743824602	0.0378680440366241	0.614031037668799	1
"GO_ACTIVATION_OF_MAPKK_ACTIVITY"	-1.08078397642953	-0.00184550339785692	0.000533781440903404	0.0410608988183029	0.0417167597967797	0.27984054171378	1
"GO_ACTIVATION_OF_MAPKKK_ACTIVITY"	0.156268648968106	-0.00292747121250058	0.00343461145396322	0.0119925184040675	0.0117389482833362	0.875826967543029	1
"GO_ACTIVATION_OF_NF_KAPPAB_INDUCING_KINASE_ACTIVITY"	0.296916431743465	-0.00119687042887769	0.00162413171014171	0.00935847259925407	0.00914484195862206	0.766541574048305	1
"GO_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY"	-2.28091308540779	-0.00306185632130417	-0.000231402163169073	-0.00611161967873384	-0.00446499043649721	0.022589815383859	1
"GO_ACTIVATION_OF_PHOSPHOLIPASE_D_ACTIVITY"	8.84470710847214	0.0138539541239929	0.0217438287087265	0.221135851194694	0.203336959778334	1.17159007848887e-18	1.15249316020951e-14
"GO_ACTIVATION_OF_PROTEIN_KINASE_A_ACTIVITY"	-0.606341288934266	-0.00223164962628737	0.00117727972004757	0.0710750988310697	0.0716022837841896	0.544312769117924	1
"GO_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY"	-1.44376000445573	-0.000873127596665088	0.000132502279202009	0.054995034161843	0.0553653468205745	0.148858057336885	1
"GO_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY"	-5.55745196416927	-0.00454323959371575	-0.00217382154703855	0.0424990452966897	0.0458575758670668	2.85852967219762e-08	0.000248120375546754
"GO_ACTIVATION_OF_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY"	1.94805707810611	-2.30848345192979e-05	0.00730533836970344	0.0186421812054624	0.0150010544378704	0.0514603957018685	1
"GO_ACTIVATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY"	0.531216405341464	-0.000898616294492534	0.00156666197059507	0.0853477838372615	0.0850137609992103	0.595287493072843	1
"GO_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	4.60850351562213	0.000553448184881476	0.00137287774154119	0.0617584057557722	0.0607952427925608	4.14558603388701e-06	0.0332517455778077
"GO_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	4.88008013902433	0.000525566065222273	0.00123134008182814	0.0429873986019696	0.0421089455284444	1.09047729149292e-06	0.00899316622294214
"GO_ACTIVIN_ACTIVATED_RECEPTOR_ACTIVITY"	-3.12899754793495	-0.00309789036222165	-0.000711384723427509	0.220929978729141	0.222834616271966	0.00176145183116886	1
"GO_ACTIVIN_BINDING"	3.4065249266717	0.00123631777726185	0.00458821973850901	0.124936132033274	0.122023863275389	0.000662559182066929	1
"GO_ACTIVIN_RECEPTOR_ACTIVITY_TYPE_I"	-3.93326915557791	-0.0045687914232116	-0.00152946938711806	0.134162816442529	0.137211946847694	8.46209758116128e-05	0.62907233418353
"GO_ACTIVIN_RECEPTOR_BINDING"	1.92955545683638	-9.92977021651597e-06	0.00125646394936544	-0.0126562930739751	-0.0132795601635495	0.053701572656299	1
"GO_ACTIVIN_RECEPTOR_COMPLEX"	-2.9573613166479	-0.00307009453142468	-0.000622462285596836	0.18767690848497	0.189523186893481	0.00311323600119596	1
"GO_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY"	1.99432350818933	1.99647098182735e-05	0.00232630678548562	0.0789435427889787	0.0777704070413268	0.046164647984132	1
"GO_ACTOMYOSIN"	-4.90205756206081	-0.00389383126441742	-0.00166914292770861	0.105794631430417	0.10857611852648	9.74716600387699e-07	0.00805115911920239
"GO_ACTOMYOSIN_CONTRACTILE_RING_ORGANIZATION"	-7.81043575022022	-0.0125522372571652	-0.00751549896750318	0.0870529380430336	0.0970868061553677	6.56859111468592e-15	6.30387689276408e-11
"GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION"	-4.09600374904715	-0.00161084968715988	-0.000568026399151542	0.0832957605737768	0.0843851986169325	4.26054269070478e-05	0.323375190224493
"GO_ACUTE_INFLAMMATORY_RESPONSE"	1.60421402544194	-0.000116681975976473	0.00116782049050956	0.0804468993586998	0.0799213301014332	0.108720473000199	1
"GO_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS"	-0.249971462685282	-0.0014587165736007	0.00112877917107588	0.115287740213661	0.115452708914923	0.802618250503902	1
"GO_ACUTE_PHASE_RESPONSE"	0.707817272168451	-0.000694959199401394	0.00148039994021122	0.0371647388913794	0.0367720185209745	0.479087170219436	1
"GO_ACYL_CARNITINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	1.2450229047799	-0.000857854182940954	0.0038438491078471	0.0853089552015744	0.0838159577391213	0.213176274484238	1
"GO_ACYL_CARNITINE_TRANSPORT"	1.2450229047799	-0.000857854182940954	0.0038438491078471	0.0853089552015744	0.0838159577391213	0.213176274484238	1
"GO_ACYL_COA_DEHYDROGENASE_ACTIVITY"	2.32696623621917	0.000467504464359579	0.00546787816992367	0.0503368150191404	0.0473691237019988	0.0200032434657767	1
"GO_ACYL_COA_LIGASE_ACTIVITY"	-0.454917341220592	-0.00148813245169999	0.000927558453752872	-0.0840806854485912	-0.0838003984496176	0.649186142030289	1
"GO_ACYL_COA_OXIDASE_ACTIVITY"	-0.290927100897627	-0.00194985642553195	0.00144591204114778	0.198009653881674	0.198261626073866	0.771117580629092	1
"GO_ACYLGLYCEROL_ACYL_CHAIN_REMODELING"	-1.56402024555669	-0.00350172583964437	0.000393812194209352	0.00125703763947836	0.00281099446219587	0.117868661235915	1
"GO_ACYLGLYCEROL_HOMEOSTASIS"	-3.67987828119821	-0.00376456550944835	-0.00114767014126679	-0.0858638080092221	-0.0834076901838645	0.000235506469024547	1
"GO_ACYLGLYCEROL_LIPASE_ACTIVITY"	2.30160149682465	0.000438014735998368	0.00547134773480847	0.108349693900479	0.105395012665075	0.0213954331965568	1
"GO_ACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY"	-1.39815325822325	-0.002189836927343	0.000366589900556222	0.00235340967989819	0.00326503319329158	0.16212281108926	1
"GO_ACYLGLYCEROL_TRANSPORT"	-0.751203063060645	-0.00251652535208565	0.00112219308033041	0.0486413486375089	0.0493385147733865	0.452561200598043	1
