""	"rho"	"Pval"	"SE"	"Tval"	"n"	"FDR"
"GO_ACETYLCHOLINE_GATED_CATION_SELECTIVE_CHANNEL_ACTIVITY"	-0.275881213007633	6.596466876288e-66	0.0153111147551138	-18.0183623086942	3943	5.27519456096751e-62
"GO_ACETYLCHOLINE_GATED_CHANNEL_COMPLEX"	-0.271425511093716	1.19374307043513e-63	0.015331308523484	-17.7040016302559	3943	9.43057025643754e-60
"GO_ACETYLCHOLINE_METABOLIC_PROCESS"	-0.400840001494838	4.03947551259981e-148	0.0145936005725473	-27.4668338017197	3943	4.0305886664721e-144
"GO_ACETYLCHOLINE_RECEPTOR_ACTIVITY"	-0.305326020011017	6.39923550729671e-82	0.0151686453064351	-20.1287599415016	3943	5.4975832243186e-78
"GO_ACETYLCHOLINE_RECEPTOR_BINDING"	-0.142303468164221	1.23268072156301e-15	0.0157671920399053	-9.0252892083806	3943	5.54089984342574e-12
"GO_ACETYLCHOLINE_RECEPTOR_INHIBITOR_ACTIVITY"	-0.159641731508183	3.20725303926649e-20	0.0157250103226538	-10.1520907288817	3943	1.61453117996675e-16
"GO_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY"	-0.24083115209136	2.77322010820967e-49	0.0154604566036022	-15.5772341183796	3943	1.98479363144566e-45
"GO_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY"	-0.137302255660694	2.04608035997677e-14	0.0157784400499918	-8.70189037862236	3943	8.8718044408593e-11
"GO_ACETYLTRANSFERASE_ACTIVITY"	0.214152080845293	2.55594163782849e-38	0.0155597487720622	13.7632094182528	3943	1.65701696380421e-34
"GO_ACID_AMINO_ACID_LIGASE_ACTIVITY"	0.0152768515757356	1	0.0159274444236367	0.95915271586598	3943	1
"GO_ACID_PHOSPHATASE_ACTIVITY"	0.105980872108203	8.45764183931526e-08	0.0158395921894324	6.69088388392408	3943	0.000282654390269916
"GO_ACID_SECRETION"	-0.248275158789557	1.33972448367507e-52	0.0154305496944908	-16.0898453849768	3943	9.83893660810968e-49
"GO_ACID_THIOL_LIGASE_ACTIVITY"	0.0638784092299754	0.118936878170329	0.0158967707469547	4.01832612716091	3943	1
"GO_ACIDIC_AMINO_ACID_TRANSPORT"	-0.045992141399785	1	0.0159124469762431	-2.89032488016771	3943	1
"GO_ACROSIN_BINDING"	-0.337490753090383	1.11734501834865e-101	0.0149947126905633	-22.5073170826925	3943	1.01544315267525e-97
"GO_ACROSOMAL_MEMBRANE"	0.0877546235008624	9.31852096694514e-05	0.0158678500217314	5.53034112250119	3943	0.255141104074958
"GO_ACROSOMAL_VESICLE"	0.182471966069391	4.10769482104041e-27	0.0156618671660118	11.6507159801085	3943	2.32577680767308e-23
"GO_ACROSOMAL_VESICLE_EXOCYTOSIS"	-0.354164738712823	6.70093917771541e-113	0.0148968144890598	-23.7745283713456	3943	6.23053324743979e-109
"GO_ACROSOME_ASSEMBLY"	0.073611481349113	0.00860587847318831	0.015886087055724	4.63370753860936	3943	1
"GO_ACROSOME_REACTION"	-0.285094416171222	1.03480587316783e-70	0.015268228309258	-18.6723967179842	3943	8.47816451886406e-67
"GO_ACTIN_BASED_CELL_PROJECTION"	0.101236092108291	5.98066897929939e-07	0.0158474654212514	6.38815668103832	3943	0.00190843147129444
"GO_ACTIN_BINDING"	0.191477664984512	4.21758045559915e-30	0.015634562976143	12.2470749759165	3943	2.49216829121354e-26
"GO_ACTIN_CORTICAL_PATCH_LOCALIZATION"	0.0930086406144882	1.41569452028326e-05	0.01586025461397	5.86425898437751	3943	0.0410562791158726
"GO_ACTIN_CROSSLINK_FORMATION"	-0.0735802127127171	0.00868437336761969	0.0158861238125816	-4.63172851859827	3943	1
"GO_ACTIN_CYTOSKELETON"	0.185314339522022	4.85721512551573e-28	0.0156533965658117	11.8386024875115	3943	2.78415570994562e-24
"GO_ACTIN_CYTOSKELETON_REORGANIZATION"	0.0378764768209298	1	0.0159178729306332	2.37949360357302	3943	1
"GO_ACTIN_DEPENDENT_ATPASE_ACTIVITY"	-0.0166617738904406	1	0.0159270920820471	-1.04612780566652	3943	1
"GO_ACTIN_FILAMENT"	0.252978065250418	9.40294758041743e-55	0.0154111551891292	16.4152564908869	3943	7.01647948450749e-51
"GO_ACTIN_FILAMENT_BASED_MOVEMENT"	0.00744799367780783	1	0.0159288615138424	0.467578531669411	3943	1
"GO_ACTIN_FILAMENT_BASED_PROCESS"	0.182207109648222	5.00598678654808e-27	0.0156626495690665	11.6332239219652	3943	2.83288792250756e-23
"GO_ACTIN_FILAMENT_BASED_TRANSPORT"	0.0428671896059745	1	0.0159146607985126	2.69356602372454	3943	1
"GO_ACTIN_FILAMENT_BINDING"	0.213884575922553	3.23925132684971e-38	0.0155606823717586	13.7451925829896	3943	2.09838700953324e-34
"GO_ACTIN_FILAMENT_BUNDLE"	0.0785670776834375	0.00193712429393616	0.0158800631471683	4.94752929854989	3943	1
"GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION"	0.0399881364220966	1	0.0159165623599254	2.51236011381317	3943	1
"GO_ACTIN_FILAMENT_DEPOLYMERIZATION"	0.0329444455137056	1	0.0159206566661205	2.06928936441499	3943	1
"GO_ACTIN_FILAMENT_NETWORK_FORMATION"	0.0236050981408465	1	0.0159248648124573	1.48227934232643	3943	1
"GO_ACTIN_FILAMENT_ORGANIZATION"	0.211278702796123	3.1960404817241e-37	0.0155697129995645	13.5698521098002	3943	2.05118886527983e-33
"GO_ACTIN_FILAMENT_POLYMERIZATION"	0.296123012552786	1.04467539458268e-76	0.0152148710744086	19.4627355765679	3943	8.80452422554284e-73
"GO_ACTIN_FILAMENT_REORGANIZATION"	-0.0550373620326021	0.922359377252682	0.0159051592265831	-3.46034649817371	3943	1
"GO_ACTIN_FILAMENT_SEVERING"	0.0557559888673995	0.790281368707453	0.0159045241130784	3.50566847967184	3943	1
"GO_ACTIN_MEDIATED_CELL_CONTRACTION"	-0.128581608235913	2.13742439881155e-12	0.0157970730960612	-8.13958430489082	3943	8.67366821037728e-09
"GO_ACTIN_MODIFICATION"	-0.0673683903320785	0.0488833711752829	0.0158931146609787	-4.23884126989179	3943	1
"GO_ACTIN_MONOMER_BINDING"	-0.103526291350305	2.3585484944372e-07	0.0158437106917845	-6.53422000466005	3943	0.000771481212530408
"GO_ACTIN_NUCLEATION"	0.243424383921624	1.99873652172976e-50	0.0154501479486349	15.7554726809676	3943	1.44368738964541e-46
"GO_ACTIN_POLYMERIZATION_DEPENDENT_CELL_MOTILITY"	0.129517113507457	1.32085931148934e-12	0.015795133792955	8.19981110671085	3943	5.41156059917184e-09
"GO_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION"	0.268879542231541	2.22529405029305e-62	0.0153426878175559	17.5249307962765	3943	1.74396294721466e-58
"GO_ACTININ_BINDING"	-0.163714452076894	2.22641125630502e-21	0.015714381498714	-10.4181289025146	3943	1.14548859136893e-17
"GO_ACTION_POTENTIAL"	-0.216743794177955	2.53608544279811e-39	0.0155506402603171	-13.9379337795533	3943	1.65936070522281e-35
"GO_ACTIVATED_T_CELL_PROLIFERATION"	0.142847264451884	9.02641224770011e-16	0.015765944262471	9.06049533562767	3943	4.07361984738706e-12
"GO_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING"	0.142935465818228	8.57687132121475e-16	0.0157657414205708	9.0662064031907	3943	3.87159971439634e-12
"GO_ACTIVATION_INDUCED_CELL_DEATH_OF_T_CELLS"	-0.0692088582175057	0.0298015583434619	0.015891107932682	-4.35519401861021	3943	1
"GO_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY"	-0.0128364924691426	1	0.0159279909061466	-0.805907822573467	3943	1
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY"	0.194138411539426	5.15424072125304e-31	0.0156262347569157	12.423876548604	3943	3.08068967909294e-27
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS"	0.336367402366076	6.01908736095284e-101	0.0150011161779209	22.4228249669282	3943	5.45931223638423e-97
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS_BY_CYTOCHROME_C"	0.254287583195882	2.31860873874382e-55	0.0154056856295465	16.5060867338604	3943	1.73710166706687e-51
"GO_ACTIVATION_OF_GTPASE_ACTIVITY"	0.132645914966544	2.55220113801809e-13	0.0157885438703021	8.40140269148239	3943	1.07090359751239e-09
"GO_ACTIVATION_OF_IMMUNE_RESPONSE"	0.442293867043459	1.49112702606956e-184	0.0142865172905882	30.9588304866181	3943	1.51975666497009e-180
"GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE"	0.366490756301992	1.21245925044289e-121	0.0148209693711146	24.7278532952282	3943	1.15026009089517e-117
"GO_ACTIVATION_OF_JANUS_KINASE_ACTIVITY"	-0.102108412804075	4.20205753879199e-07	0.0158460452790498	-6.44377893701168	3943	0.00135222211598326
"GO_ACTIVATION_OF_JNKK_ACTIVITY"	-0.225931038521129	5.5270299763149e-43	0.0155174240969501	-14.5598288162746	3943	3.75174794792255e-39
"GO_ACTIVATION_OF_JUN_KINASE_ACTIVITY"	0.080368018036055	0.00109254499861291	0.0158777761703887	5.06166714869916	3943	1
"GO_ACTIVATION_OF_MAPK_ACTIVITY"	0.148657735315674	2.98582777160773e-17	0.0157523082066342	9.43720332065782	3943	1.40274188710131e-13
"GO_ACTIVATION_OF_MAPKK_ACTIVITY"	-0.0873793979103987	0.000106331338504942	0.0158683754352734	-5.50651188376634	3943	0.290390885456998
"GO_ACTIVATION_OF_MAPKKK_ACTIVITY"	0.0223527661188361	1	0.0159253233352054	1.40359888765472	3943	1
"GO_ACTIVATION_OF_NF_KAPPAB_INDUCING_KINASE_ACTIVITY"	0.00579267932262609	1	0.0159290360827904	0.363655358209934	3943	1
"GO_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY"	-0.0897080819903217	4.67330417392374e-05	0.0158650780123	-5.65443686572306	3943	0.130431919494212
"GO_ACTIVATION_OF_PHOSPHOLIPASE_D_ACTIVITY"	0.0974380990714802	2.67120273756128e-06	0.0158535051387318	6.14615494925653	3943	0.00817655157967507
"GO_ACTIVATION_OF_PROTEIN_KINASE_A_ACTIVITY"	-0.0465916685187146	1	0.0159120044117979	-2.92808293115915	3943	1
"GO_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY"	0.143040857975999	8.07186013378467e-16	0.015765498876375	9.07303086934655	3943	3.64605922243053e-12
"GO_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY"	0.0432884714230102	1	0.0159143714463952	2.72008678249216	3943	1
"GO_ACTIVATION_OF_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY"	-0.0559023855757058	0.766504789947761	0.0159043937161733	-3.51490201848174	3943	1
"GO_ACTIVATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY"	-0.343517690489031	1.17747782309196e-105	0.0149599447966214	-22.962497198961	3943	1.07892292929916e-101
"GO_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	-0.0185173661610755	1	0.0159265720837254	-1.16267116763924	3943	1
"GO_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	0.0870747939012506	0.000117989205923665	0.0158688002918183	5.48716930706759	3943	0.32069466170052
"GO_ACTIVIN_ACTIVATED_RECEPTOR_ACTIVITY"	-0.346446732255371	1.27495856212182e-107	0.0149427959533421	-23.1848666967768	3943	1.17181441444617e-103
"GO_ACTIVIN_BINDING"	0.00772751757379702	1	0.0159288277274699	0.485127826479697	3943	1
"GO_ACTIVIN_RECEPTOR_ACTIVITY_TYPE_I"	-0.367200346139088	3.7038574969413e-122	0.0148165120603995	-24.7831841017776	3943	3.51903500784393e-118
"GO_ACTIVIN_RECEPTOR_BINDING"	-0.39916017618736	9.4629335803983e-147	0.0146052789251218	-27.3298564329904	3943	9.41561891249631e-143
"GO_ACTIVIN_RECEPTOR_COMPLEX"	-0.380463476987115	4.96112637536373e-132	0.0147313551595245	-25.8267805552924	3943	4.79790531761426e-128
"GO_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY"	0.00462000806804537	1	0.0159291333377723	0.290035118049398	3943	1
"GO_ACTOMYOSIN"	0.0807733528989335	0.000960235432635415	0.0158772542526651	5.08736281560618	3943	1
"GO_ACTOMYOSIN_CONTRACTILE_RING_ORGANIZATION"	0.117041498893179	6.20190895233121e-10	0.0158198216343681	7.39840824999632	3943	2.29594669415301e-06
"GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION"	0.0652848490553068	0.0836932880793644	0.0158953208584334	4.10717403170063	3943	1
"GO_ACUTE_INFLAMMATORY_RESPONSE"	-0.186344426445218	2.22491212529638e-28	0.0156502933192199	-11.9067689431974	3943	1.28310682265842e-24
"GO_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS"	-0.119258340671338	2.17902734745623e-10	0.0158156200045388	-7.54054160615348	3943	8.22147018195234e-07
"GO_ACUTE_PHASE_RESPONSE"	-0.183919501213714	1.39028879799074e-27	0.0156575702775534	-11.7463628106706	3943	7.91769470455724e-24
"GO_ACYL_CARNITINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	-0.184216024251309	1.11336196314947e-27	0.0156566857372276	-11.7659655014529	3943	6.35398813692461e-24
"GO_ACYL_CARNITINE_TRANSPORT"	-0.184216024251309	1.11336196314947e-27	0.0156566857372276	-11.7659655014529	3943	6.35398813692461e-24
"GO_ACYL_COA_DEHYDROGENASE_ACTIVITY"	0.142271232641588	1.2553534230492e-15	0.0157672658539832	9.02320249808223	3943	5.64030292976005e-12
"GO_ACYL_COA_LIGASE_ACTIVITY"	-0.0220842544008033	1	0.0159254183917866	-1.38672993434152	3943	1
"GO_ACYL_COA_OXIDASE_ACTIVITY"	-0.192177689598083	2.4366396553032e-30	0.0156323834470519	-12.2935629265367	3943	1.44614563542245e-26
"GO_ACYLGLYCEROL_ACYL_CHAIN_REMODELING"	-0.14050902033699	3.41321894308025e-15	0.0157712750683284	-8.90917314727184	3943	1.51239731367886e-11
"GO_ACYLGLYCEROL_HOMEOSTASIS"	-0.252130348312917	2.31834191875608e-54	0.0154146798243653	-16.3565089373044	3943	1.72623739270578e-50
"GO_ACYLGLYCEROL_LIPASE_ACTIVITY"	0.0409611854941825	1	0.0159159344883558	2.57359600997039	3943	1
"GO_ACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY"	-0.0333290282330461	1	0.0159204535544566	-2.09347228199515	3943	1
"GO_ACYLGLYCEROL_TRANSPORT"	-0.209214953240708	1.91307653753952e-36	0.0155767826967918	-13.4312044607131	3943	1.21614275491388e-32
"GO_ADA2_GCN5_ADA3_TRANSCRIPTION_ACTIVATOR_COMPLEX"	0.0573842983076996	0.553139366981078	0.0159030544520632	3.60838218096241	3943	1
"GO_ADAPTATION_OF_SIGNALING_PATHWAY"	-0.120601001191586	1.14573210797523e-10	0.0158130363426482	-7.62668209813201	3943	4.37440518824942e-07
"GO_ADAPTIVE_IMMUNE_RESPONSE"	0.208934089766333	2.43779988485383e-36	0.0155777392273412	13.4123499384059	3943	1.54824670687067e-32
"GO_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS"	0.126550945509139	6.03722337684442e-12	0.0158012334801825	8.00892826929339	3943	2.4136819060624e-08
"GO_ADAPTIVE_THERMOGENESIS"	-0.0640011612553707	0.115504388546987	0.015896645465668	-4.02607967785368	3943	1
"GO_ADENOHYPOPHYSIS_DEVELOPMENT"	-0.403954827722664	1.11040112141445e-150	0.0145717911206109	-27.7217003990193	3943	1.1137323247787e-146
"GO_ADENOSINE_DEAMINASE_ACTIVITY"	0.0492906569726272	1	0.0159099409025222	3.09810434084097	3943	1
"GO_ADENOSINE_METABOLIC_PROCESS"	-0.0728223120858429	0.0108102641194036	0.0158870099362708	-4.58376449551946	3943	1
"GO_ADENOSINE_RECEPTOR_BINDING"	-0.219918603634193	1.43775818466586e-40	0.0155393257235326	-14.1523903640909	3943	9.52802348978067e-37
"GO_ADENOSINE_RECEPTOR_SIGNALING_PATHWAY"	-0.0363503169189793	1	0.015918775804244	-2.28348695691086	3943	1
"GO_ADENOSINE_TO_INOSINE_EDITING"	-0.0714419397903894	0.0159815311349101	0.0158886001468182	-4.49642757261382	3943	1
"GO_ADENYL_NUCLEOTIDE_BINDING"	0.313095631852845	1.80043084678128e-86	0.0151284035204164	20.6958805289871	3943	1.57123599998602e-82
"GO_ADENYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY"	0.180700946541771	1.52254401295614e-26	0.0156670765289004	11.5338012301427	3943	8.53385919261917e-23
"GO_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_PROCESS"	0.0264359683389639	1	0.0159237361873213	1.66016115991752	3943	1
"GO_ADENYLATE_CYCLASE_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY"	0.126764264418188	5.41727739317261e-12	0.0158007996006507	8.02264870272566	3943	2.16907786822631e-08
"GO_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY"	-0.093059663014646	1.38994399339096e-05	0.0158601786709721	-5.86750407704847	3943	0.0403500741281395
"GO_ADENYLATE_CYCLASE_ACTIVATOR_ACTIVITY"	0.251702169389086	3.64545788083907e-54	0.0154164553033267	16.3268510456338	3943	2.70638793073492e-50
"GO_ADENYLATE_CYCLASE_ACTIVITY"	-0.267281383562909	1.37501654990235e-61	0.015349771791047	-17.4127268601351	3943	1.07333791885378e-57
"GO_ADENYLATE_CYCLASE_BINDING"	0.15658443508203	2.26385960044639e-19	0.0157328086292995	9.95273245683673	3943	1.11857302858056e-15
"GO_ADENYLATE_CYCLASE_INHIBITING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY"	0.0965862669823419	3.70058439685971e-06	0.0158548277445401	6.09191525373736	3943	0.0112016689692943
"GO_ADENYLATE_CYCLASE_INHIBITING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY"	-0.155588792552621	4.23833039491615e-19	0.0157353148644307	-9.88787284481518	3943	2.07974872478535e-15
