""	"T_statistic"	"CI_low"	"CI_high"	"mean_Yes"	"mean_No"	"p.value"	"FDR"
"GO_4_IRON_4_SULFUR_CLUSTER_BINDING"	13.7987861071506	0.00858611759730013	0.0114296804152654	0.0948682206531628	0.08486032164688	1.0646223532174e-42	9.87543694844462e-39
"GO_5_3_DNA_HELICASE_ACTIVITY"	7.44495643253887	0.0073112430452122	0.0125376849191464	-0.103271924227422	-0.113196388209601	1.09898470619328e-13	7.10383714083339e-10
"GO_5_3_EXODEOXYRIBONUCLEASE_ACTIVITY"	1.14524184929867	-0.000688549557868881	0.00262337074105838	0.216781962715262	0.215814552123667	0.252154949002548	1
"GO_5_3_EXONUCLEASE_ACTIVITY"	4.00133083398402	0.00179659459127098	0.00524797517001916	0.117737688990702	0.114215404110057	6.38074819319442e-05	0.244893115654802
"GO_5_DEOXYRIBOSE_5_PHOSPHATE_LYASE_ACTIVITY"	6.66389786882068	0.0110286491161075	0.0202221268843141	0.152367192587519	0.136741804587308	2.93735031328515e-11	1.74654849627935e-07
"GO_5_PHOSPHORIBOSE_1_DIPHOSPHATE_METABOLIC_PROCESS"	6.43079877201935	0.00946357473898678	0.0177635023258211	-0.0102479860325235	-0.0238615245649274	1.37018552854531e-10	7.91967235499188e-07
"GO_5S_CLASS_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_III"	6.69947005760488	0.00643770413062324	0.0117637677097518	0.172992105022864	0.163891369102677	2.2927576778e-11	1.3710690913244e-07
"GO_5S_RRNA_BINDING"	-4.31114474550228	-0.00795797423299919	-0.00298287675698108	0.20626871178453	0.21173913727952	1.65231990336607e-05	0.0677946856351099
"GO_7S_RNA_BINDING"	6.38374893328393	0.00674288527250021	0.0127196707292832	0.212010962452833	0.202279684451941	1.8695367984398e-10	1.07311412230444e-06
"GO_7SK_SNRNA_BINDING"	-4.12483122144374	-0.0125555971594918	-0.00446577156099724	0.0428887774412419	0.0513994618014864	3.76894011183129e-05	0.148194725197206
"GO_90S_PRERIBOSOME"	8.54667521483903	0.00558277219171586	0.00890606463566014	0.0369440268584351	0.0296996084447471	1.57487673665681e-17	1.12225716254164e-13
"GO_9PLUS0_NON_MOTILE_CILIUM"	-7.655829521642	-0.00263545105586503	-0.00156091962433332	0.102619142117353	0.104717327457452	2.23169497193403e-14	1.47113332549891e-10
"GO_9PLUS2_MOTILE_CILIUM"	-3.00111248200473	-0.00148979327868899	-0.00031249443835585	0.0564604273751209	0.0573615712336433	0.00270217596945862	1
"GO_A_BAND"	-2.03070395141205	-0.00168100767487373	-2.96160476940726e-05	0.248411839763974	0.249267151625258	0.0423323055994512	1
"GO_ABSCISSION"	7.00373039342847	0.00938365955491142	0.0166784600278028	-0.139176395091566	-0.152207454882923	2.75635097340244e-12	1.70618125253611e-08
"GO_ACETATE_ESTER_TRANSPORT"	6.80880245041777	0.00635443294311023	0.0114927865016349	0.00343722711599372	-0.00548638260637885	1.06686720396885e-11	6.46414838884727e-08
"GO_ACETYL_COA_BIOSYNTHETIC_PROCESS"	4.99848965150832	0.00247979496696396	0.00568001024503296	0.0587742168163756	0.0546943142103771	5.94680870280707e-07	0.00278013306856231
"GO_ACETYL_COA_BIOSYNTHETIC_PROCESS_FROM_PYRUVATE"	2.73985223480444	0.000635005017305658	0.00382904038272271	0.101556155753633	0.0993241330536191	0.006165383975845	1
"GO_ACETYL_COA_C_ACYLTRANSFERASE_ACTIVITY"	5.8332341857795	0.00755527601113324	0.0152041131843429	0.238156437903427	0.226776743305689	5.74815607967809e-09	3.08101165870746e-05
"GO_ACETYL_COA_HYDROLASE_ACTIVITY"	6.46538217187479	0.0105705124926614	0.0197701711853076	-0.00855606254381638	-0.0237264043828009	1.09467750160819e-10	6.35460289683556e-07
"GO_ACETYL_COA_METABOLIC_PROCESS"	3.46337424773014	0.000893333764265548	0.00322369172484698	0.0579985666125351	0.0559400538679788	0.000537291390577144	1
"GO_ACETYLCHOLINE_BINDING"	-4.89342965856173	-0.00346952023835848	-0.00148477541699685	-0.00493059606611931	-0.00245344823844164	1.01694345090753e-06	0.00465658406170557
"GO_ACETYLCHOLINE_GATED_CATION_SELECTIVE_CHANNEL_ACTIVITY"	-2.54648521274826	-0.002702140013921	-0.000351414925385607	-0.0474066296904465	-0.0458798522207932	0.0109065915935485	1
"GO_ACETYLCHOLINE_GATED_CHANNEL_COMPLEX"	-3.57060457343664	-0.00319364370467292	-0.00092976114979438	-0.0421282658651519	-0.0400665634379183	0.00035907331000911	1
"GO_ACETYLCHOLINE_METABOLIC_PROCESS"	-13.2846575332393	-0.00754203764985975	-0.00560240537430742	0.206567636103343	0.213139857615426	9.15468954712377e-40	8.36189343234285e-36
"GO_ACETYLCHOLINE_RECEPTOR_ACTIVITY"	-5.98605680767064	-0.00349671667154912	-0.00177146050555933	-0.00390784563325937	-0.00127375704470515	2.27183641251334e-09	1.24405761949231e-05
"GO_ACETYLCHOLINE_RECEPTOR_BINDING"	-2.67022322287967	-0.00298655901960227	-0.000457799009263595	0.115322783579151	0.117044962593584	0.00760312765090157	1
"GO_ACETYLCHOLINE_RECEPTOR_INHIBITOR_ACTIVITY"	0.744803404417314	-0.00225796092727123	0.00502483758869679	0.171212473957441	0.169829035626729	0.456424554308049	1
"GO_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY"	-6.73466175341587	-0.00272166236321527	-0.00149443622984464	0.0966183650811067	0.0987264143776367	1.78507068470732e-11	1.07193494616675e-07
"GO_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY"	-7.18364019400373	-0.00371704496351157	-0.00212323261101864	0.0943138250405927	0.0972339638278578	7.7372101485812e-13	4.8790847196953e-09
"GO_ACETYLTRANSFERASE_ACTIVITY"	9.64361841184123	0.00377113167748831	0.0056954802977746	0.0714300093520919	0.0666967033644605	7.33110733286521e-22	5.65228375363907e-18
"GO_ACID_AMINO_ACID_LIGASE_ACTIVITY"	1.3150576906173	-0.000447572043102641	0.00227166107376056	0.0996767868889165	0.0987647423735875	0.188546222166136	1
"GO_ACID_PHOSPHATASE_ACTIVITY"	12.9887006366328	0.0120912150434824	0.0163896952472729	0.0740228484662633	0.0597823933208856	4.09249175112381e-38	3.70043104136615e-34
"GO_ACID_SECRETION"	-15.0686365273817	-0.00494932126402146	-0.00380979804985142	0.0631202896883115	0.0674998493452479	2.20737577962826e-50	2.10870608227888e-46
"GO_ACID_THIOL_LIGASE_ACTIVITY"	1.41516746658581	-0.000310585852152007	0.00192281624700795	-0.0302826900547924	-0.0310888052522203	0.157078371748104	1
"GO_ACIDIC_AMINO_ACID_TRANSPORT"	2.36301089296306	0.000142661467561157	0.00153191534986284	0.0632447502796411	0.0624074618709291	0.0181612282961572	1
"GO_ACROSIN_BINDING"	-5.67081334979341	-0.00613929954524261	-0.00298500571182196	0.0492539586800649	0.0538161113085972	1.49674662535675e-08	7.85642303649761e-05
"GO_ACROSOMAL_MEMBRANE"	4.10850674377536	0.00182306608985353	0.005150617243236	-0.0262676555730114	-0.0297544972395562	4.04185507695887e-05	0.158117370610631
"GO_ACROSOMAL_VESICLE"	4.72490720214906	0.00104170113865309	0.00251909285523291	0.0173416320731352	0.0155612350761922	2.35855012457657e-06	0.0104837553037428
"GO_ACROSOMAL_VESICLE_EXOCYTOSIS"	-9.24665457611525	-0.00616592010729871	-0.00400879930900312	0.111694726192606	0.116782085900757	3.16468538474206e-20	2.37351403855654e-16
"GO_ACROSOME_ASSEMBLY"	-0.512952469976164	-0.00267285974955593	0.00156420581411837	-0.019233250546658	-0.0186789235789393	0.608005737104744	1
"GO_ACROSOME_REACTION"	-12.7934110487272	-0.00571462748704958	-0.00419599579285142	0.0413805053877158	0.0463358170276663	5.55942498579362e-37	4.98958392474977e-33
"GO_ACTIN_BASED_CELL_PROJECTION"	1.32581501029387	-0.000168765712323267	0.000873933575612658	0.090134000862825	0.0897814169311803	0.18495939370777	1
"GO_ACTIN_BINDING"	8.72582676866946	0.00147041856079034	0.00232256833125582	0.105330654842413	0.10343416139639	3.43047163419352e-18	2.47885880286823e-14
"GO_ACTIN_CORTICAL_PATCH_LOCALIZATION"	5.28895955110582	0.00393525719305912	0.00857071669582312	0.155819956700643	0.149566969756202	1.2786534858908e-07	0.000627818861572383
"GO_ACTIN_CROSSLINK_FORMATION"	1.20280968465192	-0.00071565094807848	0.002987926792429	0.0363032489364235	0.0351671110142482	0.22910914707322	1
"GO_ACTIN_CYTOSKELETON"	4.89507150164927	0.00063229136586882	0.00147704531252651	0.10154941192444	0.100494743585242	1.01067657333343e-06	0.00462889870586713
"GO_ACTIN_CYTOSKELETON_REORGANIZATION"	-1.82708945189225	-0.00146072159049685	5.14240743407569e-05	0.114029262868534	0.114733911626612	0.067744495233661	1
"GO_ACTIN_DEPENDENT_ATPASE_ACTIVITY"	2.11898477626707	0.000209093739485439	0.00537930246001336	0.0384738852011047	0.0356796871013553	0.0341388114120723	1
"GO_ACTIN_FILAMENT"	8.0568654301719	0.00247279733038601	0.00406311930958319	0.0878990257635139	0.0846310674435293	9.54038165447929e-16	6.51226451734756e-12
"GO_ACTIN_FILAMENT_BASED_MOVEMENT"	0.574204528822766	-0.000403732803022371	0.000738211968919472	0.0907217707032567	0.0905545311203081	0.56585263333745	1
"GO_ACTIN_FILAMENT_BASED_PROCESS"	1.14482253036998	-0.000139734002790156	0.000532029789195361	0.0990592415912787	0.0988630936980761	0.252331162605664	1
"GO_ACTIN_FILAMENT_BASED_TRANSPORT"	1.83775066584056	-0.000277477151070109	0.00859364292992946	0.0262535012077642	0.0220954183183345	0.0661520655238954	1
"GO_ACTIN_FILAMENT_BINDING"	8.70736630006342	0.00219219542057964	0.00346610637811164	0.105004491328655	0.102175340429309	4.01349734823212e-18	2.89573833674947e-14
"GO_ACTIN_FILAMENT_BUNDLE"	-1.26206565631024	-0.00163834785865782	0.000355047437975677	0.125896200546866	0.126537850757207	0.20698056145598	1
"GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION"	-5.48134401823237	-0.00199404540184064	-0.000943447868484639	0.107394811258631	0.108863557893794	4.41482568389586e-08	0.000225023665108172
"GO_ACTIN_FILAMENT_DEPOLYMERIZATION"	-1.76586902242544	-0.00185041846055211	9.65955232841343e-05	0.0992538724407987	0.100130783909433	0.0774722162739387	1
"GO_ACTIN_FILAMENT_NETWORK_FORMATION"	-0.164293517936543	-0.00216903951971138	0.00183360422317123	0.0563435045807459	0.0565112222290159	0.869507064434757	1
"GO_ACTIN_FILAMENT_ORGANIZATION"	1.60245839713963	-8.10673410593682e-05	0.000806921315670398	0.109069604238577	0.108706677251271	0.109112453880673	1
"GO_ACTIN_FILAMENT_POLYMERIZATION"	8.29567731058508	0.002275085702309	0.00368308277251067	0.109898090839825	0.106919006602416	1.33620336261782e-16	9.31734604753404e-13
"GO_ACTIN_FILAMENT_REORGANIZATION"	-5.47571121407499	-0.010470055221631	-0.00494944078793967	-0.0148544443356189	-0.00714469633083358	4.57995572307343e-08	0.000233119746304438
"GO_ACTIN_FILAMENT_SEVERING"	0.0163676483271172	-0.0041273737419569	0.004196873519372	0.125232898432861	0.125198148544153	0.986941708754168	1
"GO_ACTIN_MEDIATED_CELL_CONTRACTION"	-2.47785569483376	-0.00106225550454891	-0.000123851923099418	0.09819008387107	0.0987831375848942	0.0132466256219736	1
"GO_ACTIN_MODIFICATION"	1.94030481165395	-3.55363074584292e-05	0.00690074192135096	-0.153639580458024	-0.15707218326497	0.0523932963815002	1
"GO_ACTIN_MONOMER_BINDING"	2.63947812943159	0.000298748686911743	0.00202367864569621	0.221118562139958	0.219957348473654	0.00832772036459177	1
"GO_ACTIN_NUCLEATION"	11.5510867548103	0.00589534408571199	0.00830547344580371	0.190555601712436	0.183455192946678	1.7219986605585e-30	1.47230885477752e-26
"GO_ACTIN_POLYMERIZATION_DEPENDENT_CELL_MOTILITY"	5.94618113286812	0.00490440284242587	0.0097289446989859	0.299785607327177	0.292468933556471	2.9261410198422e-09	1.5909428724882e-05
"GO_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION"	7.64113118080043	0.00192754057418757	0.0032578960704635	0.110007078257869	0.107414359935543	2.50940712997874e-14	1.652695535804e-10
"GO_ACTININ_BINDING"	-2.30350933331705	-0.00179057586338033	-0.000144093795591822	0.158166106664775	0.159133441494261	0.0212859546105348	1
"GO_ACTION_POTENTIAL"	-6.51484403841613	-0.00195309660138804	-0.00104956757288182	0.0778314262297865	0.0793327583169215	7.89399510509612e-11	4.61088254088664e-07
"GO_ACTIVATED_T_CELL_PROLIFERATION"	3.45504503466592	0.000887448182228451	0.00321541594533635	0.0804762916165175	0.0784248595527351	0.00055435110622264	1
"GO_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING"	0.698214490709687	-0.000558519274919519	0.00117644435373435	0.0875539955783931	0.0872450330389857	0.485072502302196	1
"GO_ACTIVATION_INDUCED_CELL_DEATH_OF_T_CELLS"	0.746140795920083	-0.00118748619590235	0.00264691828599646	0.102161483859091	0.101431767814043	0.455611302395548	1
"GO_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY"	2.19296655482368	0.000130228776306684	0.00232593368025967	0.0690881943344791	0.0678601131061959	0.0283537974044154	1
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY"	6.72548846546753	0.00566328742358558	0.0103230820983552	0.119597751099929	0.111604566338958	1.92180610591283e-11	1.15250712171593e-07
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS"	13.6118042055657	0.00581271510805603	0.00776871028305177	0.134730526049653	0.127939813354099	1.45977909341094e-41	1.34766805903698e-37
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS_BY_CYTOCHROME_C"	12.3458364065558	0.0191164763760304	0.0263333874974523	0.206003954086646	0.183279022149905	1.39879272038087e-34	1.23681252336077e-30
"GO_ACTIVATION_OF_GTPASE_ACTIVITY"	2.66568918986518	0.000299640717841041	0.00196533061367158	0.00229391027361561	0.0011614246078593	0.0077048873396043	1
"GO_ACTIVATION_OF_IMMUNE_RESPONSE"	20.332349214333	0.00506217493687023	0.00614245719116829	0.113068866713944	0.107466550649925	3.29461375263719e-89	3.32755989016356e-85
"GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE"	18.0831562907815	0.00632703578055772	0.00786559857673779	0.133241482075948	0.1261451648973	2.10189526117432e-71	2.09600995444303e-67
"GO_ACTIVATION_OF_JANUS_KINASE_ACTIVITY"	-5.53051048121128	-0.00691174042656921	-0.00329402029986027	0.148689373474346	0.15379225383756	3.35783204189824e-08	0.000172323940390218
"GO_ACTIVATION_OF_JNKK_ACTIVITY"	-8.43325657068126	-0.00736853861450013	-0.0045888956227313	0.0439419340995996	0.0499206512182154	4.27701351551706e-17	3.01786073654884e-13
"GO_ACTIVATION_OF_JUN_KINASE_ACTIVITY"	0.181731862770486	-0.00127688821417575	0.00153781566931126	-0.000307295929202158	-0.000437759656769912	0.855799880041545	1
"GO_ACTIVATION_OF_MAPK_ACTIVITY"	2.24061049140861	8.92623349751771e-05	0.00133825196020919	0.0658482673168731	0.0651345101692809	0.0250915157330571	1
"GO_ACTIVATION_OF_MAPKK_ACTIVITY"	-6.72168484016781	-0.00442941722617412	-0.00242910747513642	0.0738053571841376	0.0772346195347928	1.98002727159149e-11	1.18643234113762e-07
"GO_ACTIVATION_OF_MAPKKK_ACTIVITY"	-4.852859531173	-0.0103639516259314	-0.00439986110770261	0.0411138581197353	0.0484957644865523	1.25045374571186e-06	0.00567831045927756
"GO_ACTIVATION_OF_NF_KAPPAB_INDUCING_KINASE_ACTIVITY"	0.356777959559431	-0.00104656255843965	0.00151224800477285	0.0408940330932143	0.0406611903700477	0.721271697363598	1
"GO_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY"	-4.65585646982848	-0.00408773027101267	-0.00166531802890897	0.0297431861509009	0.0326197103008617	3.30697316445362e-06	0.0144822309587033
"GO_ACTIVATION_OF_PHOSPHOLIPASE_D_ACTIVITY"	7.47178741093513	0.0106637607292302	0.0182500916563926	0.247884469030692	0.233427542837881	9.24507357298669e-14	5.99358119736727e-10
"GO_ACTIVATION_OF_PROTEIN_KINASE_A_ACTIVITY"	-2.33205577665958	-0.00339334762635024	-0.000293791823852115	0.11020623939409	0.112049809119191	0.019735603957666	1
"GO_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY"	-1.72877495753717	-0.000827388083445759	5.19450800716096e-05	0.0846919745661472	0.0850796960678343	0.0839045344944684	1
"GO_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY"	2.70411488271635	0.000402463841263275	0.00252418694525655	0.0735937202183572	0.0721303948250973	0.00686957151217694	1
"GO_ACTIVATION_OF_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY"	2.50650460500399	0.000813624790311022	0.00665478003420372	-0.0414971280009016	-0.045231330413159	0.0122204977579995	1
"GO_ACTIVATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY"	-13.6304616219222	-0.00897762401806888	-0.00671997052715208	0.161370066586769	0.16921886385938	1.07991540266325e-41	9.97625848980306e-38
"GO_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	2.21414594645887	5.76055441294499e-05	0.000947759623831953	0.0875049834885252	0.0870023009045445	0.0268612766862326	1
"GO_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	4.44255341301424	0.000469387403343721	0.00121084167305573	0.0730193754539699	0.0721792609157701	9.07302961141547e-06	0.0383516961674532
"GO_ACTIVIN_ACTIVATED_RECEPTOR_ACTIVITY"	-14.6383991368784	-0.00873827428510547	-0.00667425733829187	0.210900538154849	0.218606803966548	9.9256425367393e-48	9.38767271124803e-44
"GO_ACTIVIN_BINDING"	3.59036402846714	0.00130554572111742	0.00444612633466739	0.138459108148943	0.135583272121051	0.000333418243477228	1
"GO_ACTIVIN_RECEPTOR_ACTIVITY_TYPE_I"	-10.8804297937675	-0.00858761054349346	-0.00596547238592915	0.114862181978429	0.122138723443141	2.75909936084802e-27	2.28177517142131e-23
"GO_ACTIVIN_RECEPTOR_BINDING"	-15.1356253289622	-0.00559533220859058	-0.00431216348693738	0.101936142168368	0.106889890016132	5.58662172204487e-51	5.35086628537458e-47
"GO_ACTIVIN_RECEPTOR_COMPLEX"	-13.5860304812652	-0.00935053218141791	-0.00699237237026084	0.214030088522692	0.222201540798531	2.0047774555572e-41	1.8490062472604e-37
"GO_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY"	-0.155460901485193	-0.00120677048079955	0.00102944127428385	0.106068655783849	0.106157320387107	0.876464286645877	1
"GO_ACTOMYOSIN"	-0.866578248768569	-0.00138807246108968	0.000537080139226039	0.137173065232809	0.137598561393741	0.386212372126782	1
"GO_ACTOMYOSIN_CONTRACTILE_RING_ORGANIZATION"	8.13556799976083	0.00712764168299958	0.0116528934377946	0.125369108581607	0.11597884102121	4.80686662024893e-16	3.30279805477304e-12
"GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION"	-4.09603719644097	-0.00147101253361503	-0.000518712928998831	0.107917279860688	0.108912142591995	4.2636125180412e-05	0.16657934107987
"GO_ACUTE_INFLAMMATORY_RESPONSE"	-9.42806326195435	-0.00371170152072514	-0.00243384375330661	0.121182480826861	0.124255253463877	6.02775235590629e-21	4.57928346478201e-17
"GO_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS"	-9.01591818868025	-0.00775706301321101	-0.00498614325442508	0.15403245727777	0.160404060411588	2.74572196474374e-19	2.02744109876677e-15
"GO_ACUTE_PHASE_RESPONSE"	-8.61608134045881	-0.00568701363714912	-0.00357878242519697	0.0843301137505484	0.0889630117817214	8.97862086520983e-18	6.43228398783632e-14
"GO_ACYL_CARNITINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	-1.69873654936545	-0.00420782912922586	0.000300911920232668	0.113901600412224	0.115855059016721	0.0894274266158204	1
"GO_ACYL_CARNITINE_TRANSPORT"	-1.69873654936545	-0.00420782912922586	0.000300911920232668	0.113901600412224	0.115855059016721	0.0894274266158204	1
"GO_ACYL_COA_DEHYDROGENASE_ACTIVITY"	8.30814328194323	0.00795825171159104	0.0128737433785157	0.087471056857001	0.0770550593119477	1.20253627054898e-16	8.39250063216132e-13
"GO_ACYL_COA_LIGASE_ACTIVITY"	-0.546889134025833	-0.00161790357356569	0.00091211705259337	-0.0553219039553429	-0.0549690106948568	0.584478555319898	1
