""	"rho"	"Pval"	"SE"	"Tval"	"n"	"FDR"
"GO_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY"	-0.0871159227982797	1.52819146582699e-05	0.0147314380493174	-5.91360616028362	4575	0.0650398287855965
"GO_ACETYLTRANSFERASE_ACTIVITY"	0.077692720258734	0.000545081841324829	0.0147429601684496	5.26981822992364	4575	1
"GO_ACID_AMINO_ACID_LIGASE_ACTIVITY"	-0.0263932487551777	1	0.0147825065823506	-1.78543798429217	4575	1
"GO_ACID_PHOSPHATASE_ACTIVITY"	0.094269658853608	7.65054635378431e-07	0.0147218041663975	6.40340394343637	4575	0.00350012495685632
"GO_ACID_SECRETION"	-0.152193884262509	2.72030587482367e-21	0.014615391549643	-10.4132608247657	4575	1.80084248913327e-17
"GO_ACID_THIOL_LIGASE_ACTIVITY"	0.0324878474217041	1	0.0147798520946612	2.19811722158162	4575	1
"GO_ACIDIC_AMINO_ACID_TRANSPORT"	0.0825995297968036	8.92377704371008e-05	0.0147371259622207	5.6048601340961	4575	0.360877543647636
"GO_ACROSIN_BINDING"	-0.264797444415854	2.61015176100032e-70	0.01425979864162	-18.5695079622647	4575	2.37184490522099e-66
"GO_ACROSOMAL_MEMBRANE"	0.0303748258424321	1	0.0147808347043828	2.05501424310127	4575	1
"GO_ACROSOMAL_VESICLE"	0.0581527967079534	0.241459949023677	0.0147626328074507	3.93918872510354	4575	1
"GO_ACROSOMAL_VESICLE_EXOCYTOSIS"	-0.286671356405228	2.71334647098487e-83	0.0141670050089739	-20.2351418823979	4575	2.564926419022e-79
"GO_ACROSOME_ASSEMBLY"	-0.0633867190832101	0.0563410234209855	0.0147579206577175	-4.29509824272314	4575	1
"GO_ACROSOME_REACTION"	-0.228806270476634	1.74353051305946e-51	0.0143953707190611	-15.8944340470279	4575	1.47589857930483e-47
"GO_ACTIN_BASED_CELL_PROJECTION"	0.0391212294862838	1	0.0147763376764571	2.64755924931351	4575	1
"GO_ACTIN_BINDING"	0.129054337254704	1.11552351930818e-14	0.0146639966046624	8.80076153411491	4575	6.56597143464793e-11
"GO_ACTIN_CORTICAL_PATCH_LOCALIZATION"	0.0661606165880958	0.0248270555250916	0.0147552580835999	4.48386712135055	4575	1
"GO_ACTIN_CROSSLINK_FORMATION"	-0.116517971910424	1.45112299915485e-11	0.0146869331480985	-7.93344469777946	4575	7.91732708338888e-08
"GO_ACTIN_CYTOSKELETON"	0.0969485606431985	2.33581267000958e-07	0.014717999207621	6.58707472908398	4575	0.00109292674829748
"GO_ACTIN_CYTOSKELETON_REORGANIZATION"	-0.0204114759182256	1	0.0147845772477052	-1.38059246309487	4575	1
"GO_ACTIN_DEPENDENT_ATPASE_ACTIVITY"	-0.0317548302463371	1	0.0147802004571478	-2.14847087753673	4575	1
"GO_ACTIN_FILAMENT"	0.168828194951414	9.51565843381082e-27	0.0145753885268416	11.5831008305888	4575	6.77229410734316e-23
"GO_ACTIN_FILAMENT_BASED_MOVEMENT"	0.019006894667767	1	0.0147849866963268	1.28555372136311	4575	1
"GO_ACTIN_FILAMENT_BASED_PROCESS"	0.0655537538665384	0.0298007658945601	0.0147558503770053	4.44256021792506	4575	1
"GO_ACTIN_FILAMENT_BASED_TRANSPORT"	-0.0265681091769029	1	0.0147824380852227	-1.7972751872008	4575	1
"GO_ACTIN_FILAMENT_BINDING"	0.133733509242082	6.33080589179629e-16	0.0146548253961785	9.12556141930944	4575	3.82697216159086e-12
"GO_ACTIN_FILAMENT_BUNDLE"	0.00150308453474209	1	0.0147876413427912	0.101644643652034	4575	1
"GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION"	-0.0415847224997633	1	0.0147748664466454	-2.81455826690095	4575	1
"GO_ACTIN_FILAMENT_DEPOLYMERIZATION"	-0.0784575821508227	0.000413564406569662	0.014742074394282	-5.32201778748682	4575	1
"GO_ACTIN_FILAMENT_NETWORK_FORMATION"	-0.0110989390491753	1	0.0147867471998193	-0.750600446412644	4575	1
"GO_ACTIN_FILAMENT_ORGANIZATION"	0.0908520452533519	3.2931950258603e-06	0.0147265022287267	6.16928879935445	4575	0.0145526288192767
"GO_ACTIN_FILAMENT_POLYMERIZATION"	0.183900124082225	3.29589064217135e-32	0.014535453571593	12.6518325125833	4575	2.48543113326141e-28
"GO_ACTIN_FILAMENT_REORGANIZATION"	-0.128241372882139	1.81425026488844e-14	0.0146655561478894	-8.7443920700269	4575	1.06133640495974e-10
"GO_ACTIN_FILAMENT_SEVERING"	-0.050634134914775	1	0.0147686894672856	-3.42847854083028	4575	1
"GO_ACTIN_MEDIATED_CELL_CONTRACTION"	-0.0172241828631061	1	0.0147854643391321	-1.16494027296251	4575	1
"GO_ACTIN_MODIFICATION"	-0.165978751039061	9.01661833046755e-26	0.0145825433129397	-11.3820166672696	4575	6.33868268631869e-22
"GO_ACTIN_MONOMER_BINDING"	0.035107355366994	1	0.014778542148168	2.37556282717278	4575	1
"GO_ACTIN_NUCLEATION"	0.187585444617643	1.27604876731294e-33	0.0145251518133052	12.9145255780261	4575	9.72221555815731e-30
"GO_ACTIN_POLYMERIZATION_DEPENDENT_CELL_MOTILITY"	0.100423844500159	4.76740643207896e-08	0.0147129027086171	6.82556301016951	4575	0.000229502945640281
"GO_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION"	0.157532249553697	5.59645479393425e-23	0.0146030170291151	10.7876508833492	4575	3.79327705932864e-19
"GO_ACTININ_BINDING"	0.000286346332552435	1	0.0147876574411546	0.0193638738043473	4575	1
"GO_ACTION_POTENTIAL"	-0.0744787398897046	0.00168543350408519	0.0147465868308106	-5.05057480379755	4575	1
"GO_ACTIVATED_T_CELL_PROLIFERATION"	0.0997887709147948	6.40574111647161e-08	0.0147138475784495	6.78196307136887	4575	0.000307027171712484
"GO_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING"	0.0645841127474046	0.0396986498459808	0.0147567853638667	4.37657058464403	4575	1
"GO_ACTIVATION_INDUCED_CELL_DEATH_OF_T_CELLS"	-0.171675814797308	9.63817520854834e-28	0.01456811305257	-11.7843549248832	4575	6.92792033990455e-24
"GO_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY"	0.0630560597520461	0.0619782182014949	0.0147582304095532	4.27260301555049	4575	1
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY"	0.0880679882681209	1.04029939728629e-05	0.0147302000997866	5.97873672261906	4575	0.0447224710893376
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS"	0.264053305595266	6.87819176223214e-70	0.0142628157892	18.513406433757	4575	6.24195902422566e-66
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS_BY_CYTOCHROME_C"	0.217847824679418	2.33676121395353e-46	0.0144324991443249	15.0942551598958	4575	1.93437093291073e-42
"GO_ACTIVATION_OF_GTPASE_ACTIVITY"	0.0521190801549007	1	0.0147675598032252	3.52929535071311	4575	1
"GO_ACTIVATION_OF_IMMUNE_RESPONSE"	0.416967341699255	6.32102159353442e-188	0.01344081986858	31.0224633449617	4575	6.44554571892704e-184
"GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE"	0.311536965218522	1.55550592100782e-99	0.0140517359592584	22.1707101614913	4575	1.53839535587673e-95
"GO_ACTIVATION_OF_JANUS_KINASE_ACTIVITY"	-0.0321341300143185	1	0.0147800211904948	-2.17415994200227	4575	1
"GO_ACTIVATION_OF_JNKK_ACTIVITY"	-0.245764460102154	5.71203498726668e-60	0.0143341143298569	-17.145423459491	4575	5.00888348033415e-56
"GO_ACTIVATION_OF_JUN_KINASE_ACTIVITY"	-0.00884842689752696	1	0.0147870791387554	-0.598389094593818	4575	1
"GO_ACTIVATION_OF_MAPK_ACTIVITY"	0.0532843530858275	0.835680588882942	0.0147666504013359	3.60842517684356	4575	1
"GO_ACTIVATION_OF_MAPKK_ACTIVITY"	-0.0572133021662646	0.310300040940118	0.0147634355303392	-3.87533796240652	4575	1
"GO_ACTIVATION_OF_MAPKKK_ACTIVITY"	0.00148305437023049	1	0.0147876417850377	0.100290120073849	4575	1
"GO_ACTIVATION_OF_NF_KAPPAB_INDUCING_KINASE_ACTIVITY"	-0.0276119690175102	1	0.0147820197632311	-1.86794291035873	4575	1
"GO_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY"	-0.0712259346645785	0.00499743235832709	0.0147501004694837	-4.82884403478721	4575	1
"GO_ACTIVATION_OF_PHOSPHOLIPASE_D_ACTIVITY"	0.116434547212835	1.51764936270654e-11	0.0146870778244667	7.9276864059963	4575	8.27270667611337e-08
"GO_ACTIVATION_OF_PROTEIN_KINASE_A_ACTIVITY"	-0.0559002449432893	0.437049883835743	0.0147645354563386	-3.78611606904915	4575	1
"GO_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY"	0.0142353054113816	1	0.0147861596569937	0.962745279478195	4575	1
"GO_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY"	0.00038130782277508	1	0.0147876569723752	0.0257855469252094	4575	1
"GO_ACTIVATION_OF_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY"	-0.107675025960005	1.4460879777461e-09	0.0147016847319215	-7.32399231267776	4575	7.38950956628258e-06
"GO_ACTIVATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY"	-0.244460581814619	2.71110127392818e-59	0.014338989128063	-17.0486621916871	4575	2.3705869539228e-55
"GO_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	0.109323761735168	6.31036858484297e-10	0.0146990237043613	7.43748455230608	4575	3.26750885323169e-06
"GO_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	0.155074791608403	3.40059187932518e-22	0.0146087677932557	10.6151862910707	4575	2.27839655914787e-18
"GO_ACTIVIN_ACTIVATED_RECEPTOR_ACTIVITY"	-0.267507456757846	7.46308930827654e-72	0.0142487335331648	-18.7741216533529	4575	6.81827839204145e-68
"GO_ACTIVIN_BINDING"	0.0844929875668426	4.30006736918391e-05	0.01473477847507	5.73425570732518	4575	0.177377778978836
"GO_ACTIVIN_RECEPTOR_ACTIVITY_TYPE_I"	-0.309636963783239	3.09720813201614e-98	0.0140609164125464	-22.0211083473161	4575	3.05849303036594e-94
"GO_ACTIVIN_RECEPTOR_BINDING"	-0.297057554720969	7.03031127235124e-90	0.0141201368877918	-21.0378664939008	4575	6.80112312487259e-86
"GO_ACTIVIN_RECEPTOR_COMPLEX"	-0.317742461365028	7.61097749526334e-104	0.0140213180625494	-22.6613831843463	4575	7.5607450437946e-100
"GO_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY"	0.0685661830988543	0.0117670232134864	0.0147528563286046	4.64765477081952	4575	1
"GO_ACTOMYOSIN"	0.0126991375409917	1	0.0147864656106123	0.858835226443668	4575	1
"GO_ACTOMYOSIN_CONTRACTILE_RING_ORGANIZATION"	-0.121742723506397	8.01873513511497e-13	0.0146776628687656	-8.29442157071666	4575	4.52737785728591e-09
"GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION"	-0.0430041971574913	1	0.0147739778607394	-2.91080693113609	4575	1
"GO_ACUTE_INFLAMMATORY_RESPONSE"	-0.0705346931749799	0.00625012641614574	0.0147508268238588	-4.78174505180233	4575	1
"GO_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS"	-0.098477392633974	1.16925913208289e-07	0.0147157795050811	-6.69195896826069	4575	0.000554111902694083
"GO_ACUTE_PHASE_RESPONSE"	-0.0860475263280236	2.33786179058395e-05	0.0147328111174643	-5.84053685627061	4575	0.0982369524403374
"GO_ACYL_CARNITINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	-0.158752929993765	2.25786112482559e-23	0.0146001260162072	-10.8733945047829	4575	1.53850657045615e-19
"GO_ACYL_CARNITINE_TRANSPORT"	-0.158752929993765	2.25786112482559e-23	0.0146001260162072	-10.8733945047829	4575	1.53850657045615e-19
"GO_ACYL_COA_DEHYDROGENASE_ACTIVITY"	0.0917205712485401	2.28612187848606e-06	0.014725324880274	6.22876384692934	4575	0.0102006758218048
"GO_ACYL_COA_LIGASE_ACTIVITY"	-0.0505468819866944	1	0.0147687548262155	-3.42255542741967	4575	1
"GO_ACYL_COA_OXIDASE_ACTIVITY"	-0.135621825631256	1.92989757212939e-16	0.0146510301081652	-9.25681161187927	4575	1.17858844729942e-12
"GO_ACYLGLYCEROL_ACYL_CHAIN_REMODELING"	-0.188962736689877	3.71878677137437e-34	0.0145212474241459	-13.0128446386549	4575	2.84375624406998e-30
"GO_ACYLGLYCEROL_HOMEOSTASIS"	-0.261360434234164	2.23272639249478e-68	0.0142736579420547	-18.3106835889708	4575	2.01592865978353e-64
"GO_ACYLGLYCEROL_LIPASE_ACTIVITY"	-0.0238362276163556	1	0.0147834565301412	-1.61235821729223	4575	1
"GO_ACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY"	-0.0688753886301238	0.0106594020929619	0.0147525413633168	-4.66871347342142	4575	1
"GO_ACYLGLYCEROL_TRANSPORT"	-0.204793362458998	1.30463183522243e-40	0.0144742370394053	-14.1488191675637	4575	1.04357500499442e-36
"GO_ADA2_GCN5_ADA3_TRANSCRIPTION_ACTIVATOR_COMPLEX"	-0.0693827929595314	0.00907195273243958	0.0147520214216473	-4.70327360409865	4575	1
"GO_ADAPTATION_OF_SIGNALING_PATHWAY"	-0.111977777936436	1.6167555732209e-10	0.0146946541929992	-7.62030711752199	4575	8.55011601639864e-07
"GO_ADAPTIVE_IMMUNE_RESPONSE"	0.381801200659774	1.09404784819145e-154	0.0136674111973588	27.9351513718673	4575	1.11002094677504e-150
"GO_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS"	0.181938851500805	1.80363441332389e-31	0.0145408497653712	12.5122571539175	4575	1.34893817772494e-27
"GO_ADAPTIVE_THERMOGENESIS"	-0.0700915501861954	0.00722548823616155	0.0147512887322977	-4.75155435285673	4575	1
"GO_ADENOHYPOPHYSIS_DEVELOPMENT"	-0.297403188565324	4.20003345379793e-90	0.0141185458012317	-21.064718190692	4575	4.06857240669405e-86
"GO_ADENOSINE_DEAMINASE_ACTIVITY"	-0.0143962378889308	1	0.0147861255846218	-0.973631517366761	4575	1
"GO_ADENOSINE_METABOLIC_PROCESS"	-0.160904060014	4.48074430195315e-24	0.0145949756314529	-11.0246199841021	4575	3.08230400531357e-20
"GO_ADENOSINE_RECEPTOR_BINDING"	-0.1699865525084	3.7663014759907e-27	0.0145724441223404	-11.6649308160874	4575	2.69064577444775e-23
"GO_ADENOSINE_RECEPTOR_SIGNALING_PATHWAY"	0.0110578956724351	1	0.0147867539241158	0.747824419692325	4575	1
"GO_ADENOSINE_TO_INOSINE_EDITING"	-0.0677728020842213	0.015110437289459	0.014753657974829	-4.59362703133334	4575	1
"GO_ADENYL_NUCLEOTIDE_BINDING"	0.123068747340558	3.76324786146822e-13	0.0146752444540953	8.38614632454823	4575	2.14091170838927e-09
"GO_ADENYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY"	-0.0545411085664599	0.614462766034588	0.0147656470023	-3.69378385911325	4575	1
"GO_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_PROCESS"	0.0233948074778203	1	0.014783610725093	1.58248265006809	4575	1
"GO_ADENYLATE_CYCLASE_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY"	0.0238692724559142	1	0.0147834448710396	1.61459474866196	4575	1
"GO_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY"	-0.00760271208365802	1	0.0147872306688104	-0.514140358931023	4575	1
"GO_ADENYLATE_CYCLASE_ACTIVATOR_ACTIVITY"	0.127882215042137	2.25026638819329e-14	0.014666241944035	8.71949443696101	4575	1.31483065062134e-10
"GO_ADENYLATE_CYCLASE_ACTIVITY"	-0.218180066366502	1.64967004397087e-46	0.0144314016250162	-15.1184252254678	4575	1.36708156543866e-42
"GO_ADENYLATE_CYCLASE_BINDING"	0.1069002989719	2.12857954103174e-09	0.0147029209978552	7.27068444341733	4575	1.08238269661464e-05
"GO_ADENYLATE_CYCLASE_INHIBITING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY"	0.101100434176157	3.47967837419399e-08	0.0147118894083962	6.87202244182577	4575	0.000168660010797183
"GO_ADENYLATE_CYCLASE_INHIBITING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY"	-0.188860029661693	4.07778403027745e-34	0.0145215396030092	-13.0055100784601	4575	3.11705811274408e-30
"GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY"	-0.296430822814365	1.78802405745536e-89	0.0141230168025456	-20.9891998967908	4575	1.72758884431336e-85
"GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY"	-0.297536761039395	3.44013241151139e-90	0.0141179303715983	-21.0750976388128	4575	3.33314429351339e-86
