""	"Hyperexpanded"	"Large"	"Medium"	"Small"	"Single"	"AveExpr"	"F"	"P.Value"	"adj.P.Val"
"GO_4_HYDROXYPROLINE_METABOLIC_PROCESS"	0.0952577943460425	0.093651674809241	0.0932055506002786	0.0937120640739014	0.0949672186402254	0.0941796107614715	3378.09821224225	0	0
"GO_4_IRON_4_SULFUR_CLUSTER_BINDING"	0.0727476695538472	0.0568687031868315	0.0578715894969564	0.0581329718808396	0.0620384697619912	0.0605020344464315	3977.90515959541	0	0
"GO_5_3_DNA_HELICASE_ACTIVITY"	-0.0761501257229841	-0.0947661707189977	-0.0959885812492407	-0.0969851465350633	-0.0932739560807072	-0.0932706041918132	2193.42470521477	0	0
"GO_5_3_EXODEOXYRIBONUCLEASE_ACTIVITY"	0.184966423959381	0.191237212410686	0.190957176704617	0.18676594795445	0.185971915887604	0.187966537136596	29220.8696616653	0	0
"GO_5_3_EXONUCLEASE_ACTIVITY"	0.087671109024668	0.0845499917314254	0.0848546357689645	0.0812424478457754	0.0842764281430328	0.0841879649621875	7118.09563010722	0	0
"GO_5_DEOXYRIBOSE_5_PHOSPHATE_LYASE_ACTIVITY"	0.207885377645816	0.165389239433641	0.173645030271751	0.16730253891477	0.179637167498513	0.176101817199094	2351.83936422422	0	0
"GO_5S_CLASS_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_III"	0.161153354724886	0.142763877593823	0.140593212962891	0.138945068349087	0.134257314539996	0.140214388911293	6404.65285078167	0	0
"GO_5S_RRNA_BINDING"	0.174925367974813	0.172832070035409	0.170495762262432	0.173107045817613	0.18215969368449	0.175909213016325	18349.7354484328	0	0
"GO_7S_RNA_BINDING"	0.197566560975429	0.178234999551119	0.178614127536032	0.174817563905427	0.182766828528087	0.180973929382825	9009.05288663442	0	0
"GO_7SK_SNRNA_BINDING"	0.0603253733918038	0.0574067778411802	0.0577691712363223	0.0634204466208231	0.0753915187001707	0.0651967925247232	946.582103098166	0	0
"GO_9PLUS0_NON_MOTILE_CILIUM"	0.059235825515734	0.0632775998245741	0.063941186776204	0.0633087902925379	0.0606559361975729	0.0621353329117106	29437.2935281538	0	0
"GO_9PLUS2_MOTILE_CILIUM"	0.0460411753815923	0.0508123695444986	0.0506945909546755	0.050363371850477	0.049075034461308	0.0496793866020282	16808.2068250962	0	0
"GO_A_BAND"	0.208380836477043	0.210113131078942	0.209248027820623	0.208766539627127	0.2074066101505	0.208588641977335	147371.695111942	0	0
"GO_ABSCISSION"	-0.148781089117491	-0.184180112959077	-0.183486616474798	-0.181938918378504	-0.178493804131446	-0.178563130147843	5370.13814391964	0	0
"GO_ACETATE_ESTER_TRANSPORT"	-0.013752224787434	-0.0334320274212734	-0.0313587101273363	-0.0373576468870985	-0.038121154161529	-0.033691020550086	355.541029528271	0	0
"GO_ACETYL_COA_BIOSYNTHETIC_PROCESS"	0.0266387912383784	0.0207466941443302	0.0186978287856581	0.021427877347228	0.023534377669818	0.0219606454288705	519.44107191159	0	0
"GO_ACETYL_COA_BIOSYNTHETIC_PROCESS_FROM_PYRUVATE"	0.0713318362459842	0.0670139338535962	0.0661178693889002	0.0669715972494058	0.0678512662340341	0.0674984712975522	4503.05418539537	0	0
"GO_ACETYL_COA_C_ACYLTRANSFERASE_ACTIVITY"	0.210321214647951	0.198801357437399	0.196558857432397	0.191941962618323	0.197223753907622	0.197556825844507	7967.96036579779	0	0
"GO_ACETYL_COA_HYDROLASE_ACTIVITY"	-0.0880355217938659	-0.11334236615721	-0.113716472960686	-0.121628525430689	-0.117387713300344	-0.114157515860252	928.236576688675	0	0
"GO_ACETYLCHOLINE_GATED_CATION_SELECTIVE_CHANNEL_ACTIVITY"	-0.0456401980555418	-0.0415805908211841	-0.0429555916146098	-0.043329796028278	-0.0453606891163965	-0.0438609219603159	2526.0007880596	0	0
"GO_ACETYLCHOLINE_GATED_CHANNEL_COMPLEX"	-0.0452840589638051	-0.0401781334568965	-0.0411356395360413	-0.0412599627132467	-0.0433958545564313	-0.0421462035370526	2577.08613181096	0	0
"GO_ACETYLCHOLINE_METABOLIC_PROCESS"	0.166864532823343	0.18193086108393	0.18310808875344	0.182835795677888	0.179105731116546	0.180023376213978	72350.080008489	0	0
"GO_ACETYLCHOLINE_RECEPTOR_BINDING"	0.103185798315995	0.109291635859513	0.109874765678789	0.112373650230153	0.112209948357761	0.11047047964735	20928.4387000269	0	0
"GO_ACETYLCHOLINE_RECEPTOR_INHIBITOR_ACTIVITY"	0.22935247000938	0.234517416239234	0.238771023248876	0.237824917947982	0.238217504950732	0.236824839552901	11633.017996774	0	0
"GO_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY"	0.0758782681994337	0.0788369838294056	0.0789197942440414	0.0784380109140265	0.0758701844707686	0.0774729779713263	30126.6744722279	0	0
"GO_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY"	0.0577177658157357	0.0622034529709927	0.0628716585132656	0.0637792667144763	0.0656911648848238	0.0634702924267111	15029.3254055645	0	0
"GO_ACETYLTRANSFERASE_ACTIVITY"	0.0446416814930465	0.0359278974062569	0.0341193118267822	0.0353810832174868	0.0405072750498097	0.0378483889448252	3250.90646801217	0	0
"GO_ACID_AMINO_ACID_LIGASE_ACTIVITY"	0.0701376357507368	0.0664498837091596	0.067043192037443	0.0685044435734254	0.0685225061687256	0.0679916205822813	5791.63552298727	0	0
"GO_ACID_PHOSPHATASE_ACTIVITY"	0.117660755733178	0.0935943808615336	0.0917918312723703	0.0903817636711561	0.0903376777844206	0.0935809649044266	3399.06171408073	0	0
"GO_ACID_SECRETION"	0.00366702792933859	0.010849369804275	0.0111643422187247	0.0113755744569351	0.010917652731127	0.010410486885326	772.844128501046	0	0
"GO_ACID_THIOL_LIGASE_ACTIVITY"	-0.0569995642950998	-0.0631787651388099	-0.063166917616218	-0.0613170290627838	-0.0608468291125336	-0.0614799961635327	8606.67287337203	0	0
"GO_ACIDIC_AMINO_ACID_TRANSPORT"	0.030508697233526	0.0276400050536772	0.0296213438608648	0.0287007989538667	0.0283670724504756	0.0287303543354885	3684.98334718989	0	0
"GO_ACROSIN_BINDING"	0.104834073113998	0.117788709055905	0.11865172541748	0.121157266245006	0.11720860107622	0.117241315674348	7265.79424272208	0	0
"GO_ACROSOMAL_MEMBRANE"	-0.043915548843456	-0.0447809630573	-0.043930679877326	-0.0433423760780443	-0.0446218051097465	-0.0442219847480615	1661.44299000646	0	0
"GO_ACROSOMAL_VESICLE"	-0.00696604204197859	-0.00909334501421669	-0.00869305270825688	-0.0099659034611537	-0.00995853261238435	-0.00929416387910749	353.33091858422	0	0
"GO_ACROSOMAL_VESICLE_EXOCYTOSIS"	0.0725322901609127	0.0845329220732093	0.0855572178085351	0.0846909970559543	0.0813442102548909	0.082596426690804	12851.8693463044	0	0
"GO_ACROSOME_ASSEMBLY"	-0.0358985358511719	-0.033369406527052	-0.0368339969955786	-0.0337528454644687	-0.0321613736005526	-0.033916352822836	748.839341471881	0	0
"GO_ACROSOME_REACTION"	-0.0185262348338161	-0.00890870727250066	-0.00882936227182509	-0.00813667495892483	-0.0116001957284818	-0.0105401546247951	384.192950585527	0	0
"GO_ACTIN_BASED_CELL_PROJECTION"	0.0602049072368782	0.0594861416447035	0.0585205091094786	0.0590344233833398	0.057759435977883	0.0586621800414875	25196.627998791	0	0
"GO_ACTIN_BINDING"	0.0738502117543016	0.0741233116829506	0.0743147520706134	0.0748928665061184	0.0752232952575961	0.0746666633555071	66018.202490992	0	0
"GO_ACTIN_CORTICAL_PATCH_LOCALIZATION"	0.134386335028522	0.125007819673858	0.126385397703525	0.124309720978486	0.124236370966891	0.125692136400681	6979.45138589797	0	0
"GO_ACTIN_CYTOSKELETON"	0.0738537768599462	0.0747526081432264	0.074194896314671	0.075057459460879	0.0747787402047699	0.0746282875452963	67915.1373025267	0	0
"GO_ACTIN_CYTOSKELETON_REORGANIZATION"	0.0807842172167017	0.0850196605943917	0.0847714064238227	0.0847688091883876	0.0841615997017469	0.0842547934768552	27650.0837265004	0	0
"GO_ACTIN_FILAMENT"	0.0680275675022507	0.0627725185385074	0.0624207984856682	0.0639218524591602	0.0653049880547098	0.0642622555886905	14914.7380587638	0	0
"GO_ACTIN_FILAMENT_BASED_MOVEMENT"	0.033367747196507	0.0338485950410934	0.0340540946783638	0.0350402615797636	0.0344144369792679	0.0342631289061241	7125.84497533234	0	0
"GO_ACTIN_FILAMENT_BASED_PROCESS"	0.0651794875022076	0.0655197581868146	0.0652563615081639	0.0660651396517342	0.0665302293733169	0.0658948394830006	76933.4487325617	0	0
"GO_ACTIN_FILAMENT_BINDING"	0.0792766178829612	0.0792719126692988	0.0788042309904265	0.0798333597051609	0.0810062847385521	0.0798960583324818	33791.692214531	0	0
"GO_ACTIN_FILAMENT_BUNDLE"	0.0820497344793694	0.0918088698598886	0.0897880272334243	0.0930953356356019	0.0949135205810123	0.0918979431261633	17060.2960034193	0	0
"GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION"	0.0874575081156631	0.08974102097757	0.0896029751360452	0.089650643041952	0.0903202205986518	0.0897057000552493	66455.1459198829	0	0
"GO_ACTIN_FILAMENT_DEPOLYMERIZATION"	0.0658280714281877	0.0736981649684047	0.0730842205293813	0.0732477722010586	0.0732978851532602	0.072673308386021	12492.2345922934	0	0
"GO_ACTIN_FILAMENT_ORGANIZATION"	0.0876182469784288	0.087538761461407	0.0870039372774283	0.0879882551066618	0.0890413528403469	0.0880536105906355	90125.2379984794	0	0
"GO_ACTIN_FILAMENT_POLYMERIZATION"	0.0933655536215269	0.0872391600461264	0.086513565253308	0.0883058738194508	0.0918843644147977	0.0894649749620558	37383.9770722492	0	0
"GO_ACTIN_FILAMENT_REORGANIZATION"	-0.0553751303918422	-0.0440200175664128	-0.0472056591102448	-0.0453673431129373	-0.040416170267133	-0.0445968308462079	653.919673425079	0	0
"GO_ACTIN_FILAMENT_SEVERING"	0.0766017162630247	0.0980222206808726	0.0944784127339552	0.100876496601549	0.1097793950286	0.100154931409341	1433.44823620879	0	0
"GO_ACTIN_MEDIATED_CELL_CONTRACTION"	0.0338928506991456	0.0365184667909801	0.0362075419718741	0.0363081775688485	0.0352212888058584	0.0357316178452875	12045.3707347646	0	0
"GO_ACTIN_MODIFICATION"	-0.191835923155518	-0.191105267466715	-0.191467006767521	-0.191566830820045	-0.186895209132557	-0.189828830771622	6815.20717296179	0	0
"GO_ACTIN_MONOMER_BINDING"	0.177364893860459	0.180997863386499	0.180151753354511	0.180949031355632	0.177921004151141	0.179414987289959	106156.274005215	0	0
"GO_ACTIN_NUCLEATION"	0.166456502727187	0.160699734385608	0.16002602726433	0.16196799034489	0.163654948045224	0.162340291450455	48118.4611000754	0	0
"GO_ACTIN_POLYMERIZATION_DEPENDENT_CELL_MOTILITY"	0.268811249053121	0.261349466118321	0.26148184490254	0.259250268473699	0.260012749674729	0.261168124740596	21151.7164591464	0	0
"GO_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION"	0.0902439118819583	0.0860290772919864	0.0853032118854645	0.0867798587116741	0.0893321279019406	0.0875564682450048	39888.3358085718	0	0
"GO_ACTININ_BINDING"	0.125214365218122	0.128766341968	0.128935421132541	0.128459199647414	0.127479304799305	0.127981021550842	51974.1397613107	0	0
"GO_ACTION_POTENTIAL"	0.0233511717863666	0.0260728825217928	0.0257594005684319	0.0264499640486742	0.025000653035153	0.0254627437073558	6900.25577032755	0	0
"GO_ACTIVATED_T_CELL_PROLIFERATION"	0.0709533907444843	0.0658309325657604	0.0653821999759877	0.0646792994847253	0.0654080673357311	0.0658269402610319	7072.07923350037	0	0
"GO_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING"	0.0583930885962252	0.0526337022657576	0.0542470516519298	0.0542690910340125	0.0595214561769832	0.0561908566613767	8673.17682238948	0	0
"GO_ACTIVATION_INDUCED_CELL_DEATH_OF_T_CELLS"	0.081469790553573	0.0714325076177259	0.069186346225654	0.0695575419875904	0.0744978500075245	0.0726040046798251	3107.05549246258	0	0
"GO_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY"	0.0345914555705777	0.0331052036950632	0.0317655279284163	0.0319073808117529	0.0307267648180992	0.0319076480598247	1734.90622207765	0	0
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY"	0.103441812285022	0.0860979847112491	0.0851254353215399	0.0799005722547064	0.0850677245541864	0.0859221805272572	3248.55126955526	0	0
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS"	0.115970557273801	0.101093964965226	0.100783213324033	0.0995091839466935	0.100720818063819	0.101899609226268	23333.7511896843	0	0
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS_BY_CYTOCHROME_C"	0.219511857939708	0.171589358281772	0.168177406380395	0.163849716036385	0.161025144437532	0.169908357600921	5123.28073604286	0	0
"GO_ACTIVATION_OF_GTPASE_ACTIVITY"	-0.0299771916775374	-0.0355125881335668	-0.0351181153410341	-0.0337887765855723	-0.0300787624577206	-0.0327171385368926	3388.4549964014	0	0
"GO_ACTIVATION_OF_IMMUNE_RESPONSE"	0.0913771370963056	0.0810591258570904	0.0803724408865186	0.080873164801729	0.0811360268030744	0.0818077424490651	46440.8940093211	0	0
"GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE"	0.115522357098153	0.101308650240268	0.100429474935771	0.101130178367827	0.101779460450152	0.102496681751715	36108.486481825	0	0
"GO_ACTIVATION_OF_JANUS_KINASE_ACTIVITY"	0.148001356774799	0.155782971973062	0.157138427171648	0.158646149917694	0.144672868191244	0.151951461170176	17067.4836129113	0	0
"GO_ACTIVATION_OF_JUN_KINASE_ACTIVITY"	-0.0311558488537655	-0.0337757120576857	-0.0298238604096395	-0.0303434163043522	-0.0239960186036594	-0.0286753039492152	884.77952703282	0	0
"GO_ACTIVATION_OF_MAPK_ACTIVITY"	0.0404362649138339	0.037193306416314	0.0374355689980247	0.0374186935022003	0.0394500466270705	0.0383631689716318	7784.94377354254	0	0
"GO_ACTIVATION_OF_MAPKK_ACTIVITY"	0.0377746967028939	0.039593849005604	0.0400911956513402	0.0408291802337072	0.0449785114526889	0.0416691708464732	3133.18921672998	0	0
"GO_ACTIVATION_OF_PHOSPHOLIPASE_D_ACTIVITY"	0.238736099211423	0.227491869202002	0.221826145321631	0.222822677945875	0.179969248011659	0.209628266626353	6868.19896850583	0	0
"GO_ACTIVATION_OF_PROTEIN_KINASE_A_ACTIVITY"	0.0693907942076639	0.0729287914307672	0.0724079307846438	0.069634456697168	0.071131995938245	0.0712892584137327	4392.30763660088	0	0
"GO_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY"	0.0564110174315054	0.054696812597398	0.0548776629403841	0.054948422310843	0.0565282009193811	0.0555761600324473	30491.7088237056	0	0
"GO_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY"	0.0429956026209007	0.0454075705596832	0.0450767625600776	0.0438546639350541	0.0442729939687045	0.0444514069689353	3469.36822607714	0	0
"GO_ACTIVATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY"	0.0714147374070239	0.0874692206344476	0.0870660869637178	0.088683438638435	0.083812525156003	0.0849228626015928	12125.9483759962	0	0
"GO_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	0.0627404284605668	0.0612486206408327	0.0614955095860892	0.0609292300355223	0.0602281246854525	0.0610068190268737	56938.3067684938	0	0
"GO_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	0.0451977575953695	0.0423157582800018	0.0424271564820685	0.0419571178554934	0.0418619252495947	0.0423612014558613	37786.9220036327	0	0
"GO_ACTIVIN_ACTIVATED_RECEPTOR_ACTIVITY"	0.205116926036366	0.222863552655459	0.223511667634938	0.224365472569714	0.224600156943369	0.222346121688082	80531.6936714976	0	0
"GO_ACTIVIN_BINDING"	0.125962426412181	0.123983768273459	0.123407970356867	0.124052525746012	0.123301328594843	0.123810396966415	13651.7972648806	0	0
"GO_ACTIVIN_RECEPTOR_ACTIVITY_TYPE_I"	0.118163224717152	0.138515134586796	0.138897691294466	0.138284921568039	0.136288487987637	0.136001465101636	17368.1086502087	0	0
"GO_ACTIVIN_RECEPTOR_BINDING"	-0.0213356330883784	-0.0110605768223123	-0.0110984768127672	-0.0114787951367665	-0.015145312053386	-0.0134807996627858	1218.45636667821	0	0
"GO_ACTIVIN_RECEPTOR_COMPLEX"	0.171844457198308	0.191091704245097	0.191542658746311	0.191266293109246	0.188215524452951	0.188529295381932	53775.4136108493	0	0
"GO_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY"	0.0813944373981208	0.0772935215904109	0.0773806019367074	0.0774407016585513	0.080617414541681	0.0788713969939663	11636.5852885679	0	0
"GO_ACTOMYOSIN"	0.100439659766165	0.109274081431298	0.107472387742327	0.110808837142974	0.112458806056825	0.109559656408929	26234.689122701	0	0
"GO_ACTOMYOSIN_CONTRACTILE_RING_ORGANIZATION"	0.10718481592768	0.0895064782351931	0.0898934193023125	0.0897953651457192	0.0925988321503834	0.0922599602424687	3131.46309633954	0	0
"GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION"	0.0826578164949713	0.0852130629920567	0.0850279406961767	0.0847645561257803	0.0846470027638537	0.0846739566992689	69069.9354856615	0	0
"GO_ACUTE_INFLAMMATORY_RESPONSE"	0.0778550638075645	0.0799808224986164	0.0796596972882041	0.0797621842564598	0.0811841801613265	0.0801212379729237	39323.4296815369	0	0
"GO_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS"	0.109108001559935	0.111143546706551	0.112026247410697	0.114269312339102	0.124023255899822	0.116277354852381	20936.1772279199	0	0
"GO_ACUTE_PHASE_RESPONSE"	0.0319762646894323	0.0371158137126648	0.0367724201679687	0.0368163605698497	0.03804023793472	0.0368779417192331	2903.71743648341	0	0
"GO_ACYL_CARNITINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	0.0822994577175949	0.0836023628217161	0.084840799027169	0.0831263560432357	0.0852279769028104	0.0842272878200692	3247.92965326831	0	0
"GO_ACYL_CARNITINE_TRANSPORT"	0.0822994577175949	0.0836023628217161	0.084840799027169	0.0831263560432357	0.0852279769028104	0.0842272878200692	3247.92965326831	0	0
"GO_ACYL_COA_DEHYDROGENASE_ACTIVITY"	0.0681606573760827	0.0483622286866483	0.0453667767450287	0.0457013105091763	0.0465402977169522	0.0483517274864472	994.075143723557	0	0
"GO_ACYL_COA_LIGASE_ACTIVITY"	-0.0800627040980473	-0.0836826553619445	-0.0848094981029608	-0.0826676158673045	-0.0856946545984265	-0.0841254619745372	12502.1559313639	0	0
"GO_ACYL_COA_OXIDASE_ACTIVITY"	0.194432064129571	0.199456931073446	0.199258829554086	0.200047517877106	0.195559634116215	0.197706375698354	33897.7217964092	0	0
"GO_ACYLGLYCEROL_HOMEOSTASIS"	-0.0999270277474446	-0.0835283808780143	-0.0831087911966061	-0.0822637416796463	-0.0833920700532268	-0.084585530069919	11078.6837685883	0	0
"GO_ACYLGLYCEROL_LIPASE_ACTIVITY"	0.119091707335087	0.106894907214418	0.105471119777872	0.105641935529845	0.103379713273045	0.1061923101343	4655.268154899	0	0
"GO_ACYLGLYCEROL_TRANSPORT"	0.0448222222702622	0.0513877400634522	0.0509006169152889	0.0497902941463104	0.0461996044557706	0.0485948540324059	1797.79674591177	0	0
"GO_ADA2_GCN5_ADA3_TRANSCRIPTION_ACTIVATOR_COMPLEX"	0.0686705802555941	0.065200729264504	0.0691345036840659	0.0693865719387351	0.0757074816925502	0.0707646102925406	5157.61443547919	0	0
"GO_ADAPTATION_OF_SIGNALING_PATHWAY"	0.0154368579867554	0.021162306709258	0.0239854734689305	0.0244226739851278	0.0259028521637304	0.0234979752971838	507.329306879554	0	0
"GO_ADAPTIVE_IMMUNE_RESPONSE"	0.0593564563758888	0.0570258842846597	0.0565399563970184	0.0566323274429972	0.0544489720219748	0.0561451102168402	67113.6138970008	0	0
"GO_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS"	0.0545994374005889	0.0537724533296356	0.0537632760312838	0.0546255182633011	0.0532641108862548	0.0538150786695783	42147.2443652222	0	0
"GO_ADAPTIVE_THERMOGENESIS"	0.104559926106731	0.106216822636177	0.103937907142168	0.105539499996879	0.106647486939019	0.105651966757858	97464.4261041233	0	0
"GO_ADENOHYPOPHYSIS_DEVELOPMENT"	0.21119283905177	0.226925215941715	0.227631393364032	0.226980556243132	0.221330205756905	0.223730545377469	138516.439101521	0	0
"GO_ADENOSINE_DEAMINASE_ACTIVITY"	-0.134223622444307	-0.145120329763414	-0.146164595507396	-0.147212567852904	-0.143726900824348	-0.144268381387238	9366.60190258568	0	0
"GO_ADENOSINE_METABOLIC_PROCESS"	-0.0847674861049571	-0.0788925445190402	-0.0815898975211617	-0.0805916224882776	-0.0813917437298708	-0.0811286923806119	1877.52065101963	0	0
"GO_ADENOSINE_RECEPTOR_BINDING"	0.027549886544663	0.0334428411580694	0.034723375504482	0.0343305712388429	0.032707888067838	0.0330870741977223	2224.76817546013	0	0
"GO_ADENYL_NUCLEOTIDE_BINDING"	0.0565772265861153	0.0504121138544932	0.0497905203652474	0.0503531985927047	0.053615393491094	0.0519475931835555	29209.2540497017	0	0
"GO_ADENYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY"	0.146940874038268	0.15104745808667	0.138208555668991	0.137440131807789	0.143231908730327	0.142919715527602	6124.35985200939	0	0
"GO_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_PROCESS"	0.205798478286255	0.190087353529877	0.190909143316806	0.191866237209898	0.188246451324354	0.191274200420927	6668.14876234719	0	0
