""	"X0"	"X1"	"X2"	"X3"	"X4"	"X5"	"X6"	"X7"	"X8"	"X9"	"X10"	"X11"	"X12"	"X13"	"X14"	"X15"	"X16"	"AveExpr"	"F"	"P.Value"	"adj.P.Val"
"GO_3_5_CYCLIC_GMP_PHOSPHODIESTERASE_ACTIVITY"	0.0822900080683499	0.0818828342383687	0.0808777482748285	0.0839873900350279	0.0827606045830721	0.0805977327560281	0.0844296479120895	0.0813946424200458	0.0855514382560419	0.0891283085011317	0.0844456954245322	0.0859209435992595	0.0961776937685921	0.0758895189019496	0.0760520348188119	0.0972953536932097	0.0856411347909422	0.083019773533203	6299.69715806061	0	0
"GO_3_5_DNA_HELICASE_ACTIVITY"	0.0143820598777664	0.0183314872018235	0.0285646906210977	0.0162148745002011	0.0176641981534947	0.0243094875655751	0.029164896350503	0.0298767343647436	0.0209070986738669	0.0166239346438103	0.0255200910747559	0.0315423119117213	0.0563412632002939	0.0350719767006544	0.0153161828777227	0.0110277522121392	0.049812106658402	0.0223455939683125	326.250157009573	0	0
"GO_3_5_EXODEOXYRIBONUCLEASE_ACTIVITY"	0.0147351749630173	0.0263531543004719	0.0527318866144602	0.0190915048852786	0.0115575107393479	0.0370123697013705	0.0676392084014296	0.0330592689993262	0.0323016809211405	0.022317729536935	0.01099888557097	0.0161965614212692	0.0896615942950447	0.0612803505288423	0.0284911942367122	0.0121448144366445	0.0696578477894171	0.0313097138507357	422.896672340362	0	0
"GO_3_5_EXONUCLEASE_ACTIVITY"	0.0944326355550127	0.0964402706400573	0.110797720241019	0.0971567501999005	0.0868058858260918	0.100573240342184	0.120936020584852	0.100890193517377	0.101045895459944	0.103772016628835	0.0898613206777014	0.0881263507149893	0.132713161902986	0.118288402867979	0.0979926922715964	0.0934679118386185	0.107971168795203	0.100721811035109	11494.8719607418	0	0
"GO_3_BETA_HYDROXY_DELTA5_STEROID_DEHYDROGENASE_ACTIVITY"	0.0548320072296077	0.0580617237149871	0.054648920768548	0.0514690815498953	0.0667596841263533	0.0653804621221617	0.0459273595540085	0.0678637894965241	0.0495424780627803	0.0465797312262999	0.0730710751998958	0.070062328888678	0.0398811022332115	0.0466369599763111	0.0569533115144256	0.0729704976507035	0.0822244814915059	0.0571407090272591	1906.3536717829	0	0
"GO_3_CHLOROALLYL_ALDEHYDE_DEHYDROGENASE_ACTIVITY"	-0.0818216760436958	-0.0802324662908508	-0.0727176608081137	-0.0751420873797161	-0.0917093640163575	-0.0962515586962574	-0.090871554153551	-0.104529823553048	-0.0645692627403325	-0.0531738124080056	-0.0893042627223826	-0.100024916863508	-0.11635045419687	-0.126916176358155	-0.0841874569156672	-0.0956652569302461	-0.113244334305247	-0.0835810087495871	956.305818295572	0	0
"GO_3_HYDROXYACYL_COA_DEHYDROGENASE_ACTIVITY"	0.270067291190882	0.273919980059459	0.298512560618064	0.279786027284845	0.260658385391599	0.300430881233948	0.303661155200529	0.268764682971469	0.281791746191404	0.286119952029265	0.278215064346036	0.246400109387246	0.290594629096731	0.262231401173024	0.265320496291342	0.301553601101912	0.270337375201284	0.280452082208344	19150.2016213105	0	0
"GO_3_KETO_STEROL_REDUCTASE_ACTIVITY"	0.0495179140802047	0.0562091935740652	0.0504707469528311	0.0553811713677023	0.0502272090137747	0.04949173489269	0.0510554520624953	0.0428138387669204	0.0494626966873571	0.0445270421189925	0.042381502993861	0.0323837232984946	0.0545207956722664	0.048201024788697	0.0500151421782762	0.0520501700934085	0.0451227038848489	0.0499963791373597	408.448165177425	0	0
"GO_3_OXO_ARACHIDOYL_COA_SYNTHASE_ACTIVITY"	0.225082271291646	0.222435733429099	0.218139371463081	0.220973509403847	0.231208763161919	0.226252566928232	0.233616911678686	0.23041737926792	0.217887201882709	0.219637210362936	0.231498103060162	0.226857249668364	0.244738153457597	0.215140907023862	0.220029120945211	0.232133482424395	0.240966071974404	0.224863273482077	38553.5083876969	0	0
"GO_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_BINDING"	0.130551673832254	0.140316443671853	0.152224331480177	0.139830264611114	0.134307742012096	0.142454982370817	0.104763658061054	0.138794808408472	0.157176464354375	0.145924830750463	0.135580921204803	0.136497313288231	0.129800854351285	0.125264154111339	0.140135022425777	0.134336094953682	0.100099088381076	0.137908863247127	3082.33762904083	0	0
"GO_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_BIOSYNTHETIC_PROCESS"	0.195767711037247	0.206732128637905	0.212208840768043	0.195969401914242	0.200162741704018	0.209630680878594	0.202305359101484	0.205605928875104	0.234574712178121	0.220896233210393	0.210601723533624	0.215488856522745	0.196534210699275	0.18766431898743	0.195495460479156	0.213507148259282	0.21118547438743	0.206123619736412	14552.9006422678	0	0
"GO_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_METABOLIC_PROCESS"	0.116890548813381	0.111420533428434	0.104599467897632	0.112939661567361	0.116419617596481	0.110151877368995	0.0962994301699314	0.10736142713257	0.121509587976914	0.121159803508585	0.110054744618685	0.10462869331545	0.097476853889363	0.0965459658429299	0.111211290437105	0.118699991857202	0.0870756856487591	0.110727073277461	10695.177386261	0	0
"GO_3_UTR_MEDIATED_MRNA_DESTABILIZATION"	0.279861166026495	0.278504943303973	0.287623719689781	0.27732127457698	0.265902596221924	0.228838081627432	0.283147390221637	0.257620557824891	0.275483948659848	0.264940716309651	0.235790858830256	0.292040753808729	0.286676263764212	0.248521299067596	0.276777149309723	0.257697164826138	0.283906275102593	0.271425371890567	25255.3646341321	0	0
"GO_3_UTR_MEDIATED_MRNA_STABILIZATION"	0.148669733392643	0.141609410800044	0.150722349927805	0.148995569798564	0.119843543018801	0.101923195653713	0.162634635520435	0.120291313963178	0.153198937832303	0.15488390684045	0.0976346599816615	0.128999748504709	0.182563092691248	0.157063911408864	0.144090977445978	0.129671749270319	0.148455296484683	0.139893927758062	6030.20468152694	0	0
"GO_3M_COMPLEX"	0.0586788811585605	0.0620037815686071	0.0524950745697042	0.0570876226472454	0.0691668657536318	0.0774798442763416	0.0461604982392212	0.0678632926747001	0.0563655907439621	0.0540635722958913	0.0756167682603313	0.075560552739833	0.0472573088371653	0.063505313235409	0.0555193029830431	0.0667416240329978	0.0664952910139486	0.0607194097860237	2717.10333494198	0	0
"GO_4_HYDROXYPROLINE_METABOLIC_PROCESS"	0.0632144721083012	0.0609395617365333	0.0840474429174782	0.0657449050980716	0.054559028796805	0.0860174638790969	0.0783065422182714	0.0645450819548415	0.0654091957081554	0.0590383488971243	0.061910865383677	0.0602929999236105	0.120101573052804	0.0672053256499124	0.0541030772073422	0.0606367707172463	0.087050179872507	0.0687145106051833	1081.98762903651	0	0
"GO_4_IRON_4_SULFUR_CLUSTER_BINDING"	0.0935135202349199	0.0936115310869615	0.120140572680259	0.0999346659293079	0.0796415638793325	0.100842752899455	0.126347622320474	0.0923587180337959	0.101774253659135	0.112485852605652	0.0855722332597067	0.0773926700780682	0.147322058977765	0.114801694124803	0.0906527967258971	0.0920263248052908	0.115462714088759	0.101116993880248	6717.70579582412	0	0
"GO_5_3_DNA_HELICASE_ACTIVITY"	-0.118736832146022	-0.116538174394957	-0.106233772170542	-0.117927976912076	-0.12419597048615	-0.108787551373761	-0.102126434412738	-0.104034799136576	-0.115907959016938	-0.113892103456714	-0.118074828050334	-0.114987925612394	-0.0819085070442402	-0.104333615478716	-0.119424516356348	-0.116051409452878	-0.119962889770192	-0.113000032370718	2828.54475292685	0	0
"GO_5_3_EXODEOXYRIBONUCLEASE_ACTIVITY"	0.212099132855369	0.212994533393208	0.204738780875112	0.21360216810068	0.224148595015353	0.223330205191192	0.206943654364606	0.221930011334539	0.208650940323747	0.210051206417484	0.227874061967831	0.22239684885559	0.221207295233602	0.217767986069285	0.208970902201936	0.212424453065192	0.191830176380012	0.214233809907506	19581.3668607778	0	0
"GO_5_3_EXONUCLEASE_ACTIVITY"	0.125392940361288	0.119401411174805	0.118887907517223	0.123111610976899	0.118320831628665	0.126973638240208	0.126117020738343	0.121439157363335	0.121249598967434	0.128802891058986	0.123941983756257	0.113326090192873	0.135298888996038	0.122998049002578	0.128546890881906	0.127593219908239	0.115907645451707	0.122642160158453	7629.12949508173	0	0
"GO_5_DEOXYRIBOSE_5_PHOSPHATE_LYASE_ACTIVITY"	0.14113420834575	0.132839382920181	0.174563034480121	0.147558714594716	0.100113139081361	0.110913815387435	0.194887258319575	0.11957833475187	0.151873896691495	0.168775842302147	0.0899020279097583	0.114886435384904	0.211777216796894	0.138708820676971	0.136791366230361	0.144724488703467	0.188432109924817	0.142215904261978	1574.70035585256	0	0
"GO_5S_CLASS_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_III"	0.162107384015114	0.166199247990867	0.166602945795868	0.168879632766857	0.158556538200748	0.16718177408937	0.168981222397609	0.169770319610403	0.168725796069092	0.165919854578715	0.162060344604531	0.154030017260637	0.183845201451072	0.187114536694545	0.167891919767782	0.152997575017134	0.172967002057894	0.166069775660903	6531.57390350771	0	0
"GO_5S_RRNA_BINDING"	0.211267486173744	0.203617591036704	0.238722563447581	0.216505187643726	0.168773939442607	0.206561913593062	0.254968213893869	0.181652725135323	0.228692439101289	0.232666962922912	0.135150142040215	0.141340344485338	0.272108464383517	0.232909818391541	0.206087024329847	0.236089145912502	0.216079394279621	0.210239638402645	6605.58654501459	0	0
"GO_7S_RNA_BINDING"	0.200855861926658	0.191357322257412	0.229537052555398	0.205843319980013	0.176462629373869	0.20404453357561	0.242246507821831	0.178877855968692	0.211973258960449	0.219562982987879	0.141204181392133	0.158819956354784	0.261325372721669	0.235250693057232	0.205425464272756	0.223920374842952	0.225412246745233	0.203257127760641	5613.31809547996	0	0
"GO_7SK_SNRNA_BINDING"	0.0629903007936521	0.0634279097037968	0.0795678196236541	0.070512889855549	0.034513481981004	0.039129009226443	0.103346707373942	0.0777686679521752	0.0859016552514341	0.0787536729442722	0.0450001512477614	0.0638127219914416	0.112365718859692	0.10437896877938	0.0603918679281268	0.0809427723576579	0.062039286310825	0.068297552724182	475.433618351977	0	0
"GO_90S_PRERIBOSOME"	0.0305861301827948	0.0415579503323957	0.061215390896994	0.0454026946516747	0.0236232609788978	0.0363654429245427	0.0712359410420725	0.0353148807903257	0.0468281322959067	0.0462976098113464	0.0207480874882505	0.0194451645344271	0.092725758633571	0.0652706864895855	0.0373700485014115	0.0221491521804809	0.042472948827076	0.0430288182441372	892.134643561044	0	0
"GO_9PLUS0_NON_MOTILE_CILIUM"	0.103393616614126	0.103406367868304	0.097635596208685	0.0999194234735172	0.109900302316981	0.10918497188581	0.0957197145396142	0.109469421800806	0.0964480014046873	0.0940306106356821	0.114819485541756	0.110502450767815	0.0923914086627708	0.102531592762872	0.100790718127483	0.11067113970276	0.0967636004274869	0.102740074295812	48488.0383095201	0	0
"GO_9PLUS2_MOTILE_CILIUM"	0.0585578621653589	0.0567334055968373	0.0468385611071361	0.0590808384113155	0.0594418877338058	0.0579371301494091	0.0485497080910909	0.0550260012418789	0.0574179215059163	0.0591673953964342	0.0566946479025654	0.0504134763031381	0.046039088025583	0.0512027867150477	0.0582334989977938	0.0589182796972905	0.0555573445727234	0.0553155317607616	14374.8277035918	0	0
"GO_A_BAND"	0.247908261775671	0.247143987600269	0.236038342375589	0.245491057889917	0.254537689442088	0.253115045270742	0.236033946712824	0.247688906982907	0.244310845776403	0.242721058889458	0.252119970122174	0.246463706464372	0.238787780979151	0.236880954288998	0.243092483849046	0.252605662074234	0.243389136664148	0.245456087932127	125752.013058306	0	0
"GO_ABSCISSION"	-0.132181068841944	-0.140452284581958	-0.119880088909789	-0.133153813097912	-0.148696709599393	-0.150890561717496	-0.118276081741135	-0.138131122240199	-0.133918865935559	-0.128675740490129	-0.14049652449739	-0.152281895714612	-0.100963575119311	-0.142019826833339	-0.125667980980928	-0.119022569500069	-0.108597103364862	-0.133980827185868	1720.04173211935	0	0
"GO_ACETATE_ESTER_TRANSPORT"	-0.020174793962523	-0.0169614570114957	-0.0323724549279787	-0.0202117146636313	-0.00891493548389649	-0.00277153777259069	-0.0345014915102177	-0.00635971909405006	-0.0220911553763019	-0.0178945359241651	-0.00175045522821516	-0.0105945437206643	-0.0387749951900253	-0.0265624862515571	-0.0189746223955329	-0.00479191139021911	0.060311072887349	-0.0183878746353119	427.154698143465	0	0
"GO_ACETYL_COA_BIOSYNTHETIC_PROCESS"	0.0668844255091911	0.0693069761343717	0.102184812781247	0.0747412052766778	0.0547754525840542	0.0863960483598187	0.0951735102941752	0.0684120047078867	0.0833071521048579	0.0917947752677227	0.0701525335236041	0.0658062069751999	0.116927963761653	0.0656538198163379	0.0704977455623466	0.0697791843976052	0.0791816382954312	0.0781514343005626	2368.67760235418	0	0
"GO_ACETYL_COA_BIOSYNTHETIC_PROCESS_FROM_PYRUVATE"	0.105465947533402	0.109130587023916	0.145653590214933	0.114301251558635	0.0969325559742935	0.124892915767965	0.137286303718482	0.109705156022008	0.12615163635864	0.131067342829168	0.114797115093384	0.114119196729326	0.143167536016585	0.104191170205455	0.109404971310821	0.115377571982643	0.120570374488685	0.118879204499868	5415.02550614682	0	0
"GO_ACETYL_COA_C_ACYLTRANSFERASE_ACTIVITY"	0.235396451452422	0.241468707352707	0.28215509048854	0.246545649187678	0.208004929249964	0.284929844017997	0.292232505248855	0.247340750390936	0.27085093525701	0.275294337837389	0.255292156270197	0.202354755019653	0.299693565732218	0.250774342856794	0.239451784412929	0.277696387919954	0.241911668802026	0.254917106590479	6545.3819288188	0	0
"GO_ACETYL_COA_HYDROLASE_ACTIVITY"	-0.0729672699417301	-0.0687963968038371	-0.00943818221128069	-0.0526280235022174	-0.112059809031845	-0.0425627253584684	-0.00540134160921183	-0.0768822082276744	-0.00902362417568325	-0.0212912174431461	-0.0712272558803718	-0.117654087195164	0.0280696938041683	-0.0560345001308112	-0.0724157075165003	-0.0643338366660643	-0.0205498071918017	-0.0517051662756354	149.584345552435	0	0
"GO_ACETYL_COA_METABOLIC_PROCESS"	0.0573209531184324	0.0599218726892788	0.0821672679024603	0.0633878034750005	0.0488945326804883	0.0749839196876106	0.0794055273594632	0.0628835539504659	0.0698603717988843	0.0745299071171854	0.0654000972203156	0.0609088584392321	0.0920485354453442	0.0615580870678442	0.0578767771280813	0.0666572287707238	0.0763991307960836	0.0666202103664983	3282.63432293856	0	0
"GO_ACETYLCHOLINE_BINDING"	-0.0193566281646653	-0.0147896050659909	-0.0155598924631118	-0.0188120511426127	-0.00974218353824941	-0.0123412076613809	-0.00796880665624117	-0.0107060884977146	-0.019398029305619	-0.025517643235909	-0.00667147682895502	-0.00460778623683975	-0.0107898946017235	-0.0247045800421944	-0.0191235771527522	-0.00534860883212029	0.0169456235528512	-0.014753451371412	220.107381645945	0	0
"GO_ACETYLCHOLINE_GATED_CATION_SELECTIVE_CHANNEL_ACTIVITY"	-0.0627004327890311	-0.056764912199322	-0.0582556837888025	-0.0626643955224314	-0.05302641082822	-0.0544903641349505	-0.051986869767122	-0.0535805529663396	-0.0604267765440335	-0.0664754474900215	-0.0521622201292878	-0.0510581487826922	-0.0606311613425666	-0.0691387262297285	-0.0619512330936274	-0.0488760157989324	-0.0589404083124607	-0.0579200368968964	2796.01270679972	0	0
"GO_ACETYLCHOLINE_GATED_CHANNEL_COMPLEX"	-0.0531727442773817	-0.0492362828019284	-0.0470470257463085	-0.0531173328046075	-0.0459513587073669	-0.0481422033676574	-0.0379422763941231	-0.0461488011323304	-0.0526952293595416	-0.0581417559228792	-0.0441732290678672	-0.0396387582697583	-0.0387308876316167	-0.0574658962266358	-0.0529331895118637	-0.0367639879987823	-0.0332445886353842	-0.0485854168735134	1710.21253344965	0	0
"GO_ACETYLCHOLINE_METABOLIC_PROCESS"	0.204111801930164	0.207560153718367	0.18381568527297	0.201782115040026	0.222265007434905	0.217984004849705	0.18041487759223	0.218049454674193	0.196842365758329	0.193405163396062	0.232565700723136	0.219619034578563	0.16989525903708	0.193784847371334	0.203993784613534	0.214363102755488	0.248670252410435	0.2035164024694	51763.5739988878	0	0
"GO_ACETYLCHOLINE_RECEPTOR_ACTIVITY"	-0.0261512734197442	-0.0222519525069791	-0.0260338331414578	-0.0259069132477904	-0.0162971197108869	-0.019069602156008	-0.0203146054647388	-0.0182285366327531	-0.0273743749573845	-0.0322822118221076	-0.0130890736167874	-0.0128356281565282	-0.0236059140862918	-0.0319778956869557	-0.0259816736481499	-0.0141675560112756	-0.0133813776816581	-0.0228115235038331	732.633390485181	0	0
"GO_ACETYLCHOLINE_RECEPTOR_BINDING"	0.171237424652278	0.168609440196835	0.158725056196085	0.169968075894618	0.173900007431637	0.178572810407768	0.161710175111552	0.171045698120876	0.164595046685374	0.16551991207707	0.180942929879839	0.179949010033846	0.156540171263612	0.165401349465048	0.172259511336882	0.165608311054239	0.166357129819522	0.168804411310496	23211.4582238272	0	0
"GO_ACETYLCHOLINE_RECEPTOR_INHIBITOR_ACTIVITY"	0.180905803292494	0.181575310072218	0.159350062539372	0.216203063633521	0.183486622996228	0.170886108415765	0.169757849478056	0.184120557250569	0.214879940921818	0.231590414157131	0.182563205927579	0.161545532078613	0.159301093291567	0.14756326457301	0.23528023547149	0.184704308258576	0.157675679288416	0.184049988333238	11009.7285755608	0	0
"GO_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY"	0.114293179078986	0.113758515305976	0.104564147403846	0.110548236919873	0.120384916668235	0.115863490119314	0.0992924594182016	0.115038752136743	0.109375855719449	0.105530086336088	0.123093236005678	0.120572183782084	0.0893915846455383	0.102849805095539	0.111295969885998	0.117047204474473	0.10184863251071	0.11139803008677	32968.3845881769	0	0
"GO_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY"	0.10298884289186	0.103398063442616	0.111524507217844	0.10078211177549	0.100140692197842	0.102449932212378	0.106136613297613	0.0997664321576887	0.0982232228311781	0.0966928410587677	0.100805008205164	0.10893714535411	0.104021691738727	0.103554833855511	0.0995763755418079	0.095752428159456	0.0909070739255707	0.103098291848317	23717.3495320729	0	0
"GO_ACETYLTRANSFERASE_ACTIVITY"	0.0821621240455536	0.0766920953228899	0.0936041345161454	0.0826950331704599	0.0646794732129096	0.0746312518998459	0.102971109487922	0.0780859526798758	0.0834390982180018	0.0866720661609697	0.0698675445743068	0.0752778837263	0.11137217107479	0.0943223504044273	0.0762939265368647	0.0796705709490343	0.0882484294349898	0.0823927808167383	8977.70768014823	0	0
"GO_ACID_AMINO_ACID_LIGASE_ACTIVITY"	0.135536138995773	0.137526029852521	0.144199125078048	0.135670529422478	0.134845685407187	0.138675755361369	0.140006704914599	0.138793032783798	0.131105907209163	0.134332933622884	0.139770224507443	0.133969563620393	0.14978054548	0.136643387231818	0.133188272944162	0.132969039863744	0.128827812126162	0.137725106433777	10160.2717973799	0	0
"GO_ACID_PHOSPHATASE_ACTIVITY"	0.0638722921808052	0.0787243898976924	0.124959655267377	0.0755718220516021	0.0603243884760208	0.0905325571379244	0.0998787067802206	0.0778285320294884	0.0791475031649073	0.0806793633621672	0.0730284548961316	0.077339675627352	0.115836404219151	0.0842114971192339	0.0753441893558083	0.0903226259615642	0.0595021944794372	0.0837353269211998	1411.37907677374	0	0
"GO_ACID_SECRETION"	0.060565118074099	0.0616941345438668	0.0612247063198423	0.0593261351725897	0.0605250103125912	0.060301881489123	0.0586375183916173	0.0583902602837736	0.0581192815761524	0.0556056639847573	0.0616061350569944	0.0639830189731515	0.0484233963009571	0.0587296008322455	0.0593938370279598	0.063224107134384	0.0562905772080763	0.0598890464938546	17553.767331468	0	0
"GO_ACID_THIOL_LIGASE_ACTIVITY"	-0.0218552454030893	-0.0198350156262711	-0.00824560501481668	-0.0229126933617576	-0.0267108735235337	-0.0104642341062677	-0.010442725958374	-0.0215095750851687	-0.019744182687039	-0.0194636965946189	-0.0127462047060425	-0.0194978508573988	0.00903429593714555	-0.0247382118260501	-0.0208052675823999	-0.00480537925522169	-0.0212423708765379	-0.017417430848822	264.146918475517	0	0
