""	"K"	"P"	"T"	"AveExpr"	"F"	"P.Value"	"adj.P.Val"
"GO_5_3_EXODEOXYRIBONUCLEASE_ACTIVITY"	0.208248973762747	0.195574532526207	0.186811125350213	0.193477486055685	82182.6880917323	0	0
"GO_5_3_EXONUCLEASE_ACTIVITY"	0.120630183212922	0.101463707562435	0.0987433809647627	0.101932688075042	30386.1913844795	0	0
"GO_5_DEOXYRIBOSE_5_PHOSPHATE_LYASE_ACTIVITY"	0.0618983918332993	0.119724352105272	0.152708762089567	0.126873241799528	6497.67732823366	0	0
"GO_5S_CLASS_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_III"	0.138403108014458	0.145673170115269	0.151759947473429	0.147242438667329	26224.4450768979	0	0
"GO_5S_RRNA_BINDING"	0.16771310199991	0.181902331357971	0.212957299761714	0.191592740477802	32305.4475261724	0	0
"GO_7S_RNA_BINDING"	0.152161276480564	0.177742832438607	0.208163751853779	0.186376468569524	25151.9939436094	0	0
"GO_7SK_SNRNA_BINDING"	-0.00256030919855976	0.0463014312159371	0.069808785175197	0.0508338176638771	1473.87636809615	0	0
"GO_90S_PRERIBOSOME"	-0.000909412753845637	0.0191697593634772	0.0397650306601087	0.024811874361955	1568.49959776916	0	0
"GO_9PLUS0_NON_MOTILE_CILIUM"	0.101250433778568	0.0900844434495522	0.0846999037706834	0.0890443417187642	175207.243582916	0	0
"GO_9PLUS2_MOTILE_CILIUM"	0.0467997796493525	0.0517463829588419	0.0423602031595037	0.0481384929726917	52724.3799672998	0	0
"GO_A_BAND"	0.220815280743688	0.219672945622926	0.209614055786055	0.216280234388994	548196.419696618	0	0
"GO_ABSCISSION"	-0.176393665143538	-0.154952625867274	-0.142554144369138	-0.152243737745524	11624.50790164	0	0
"GO_ACETATE_ESTER_TRANSPORT"	-0.0550869215199659	-0.0691644531909482	-0.0791883377850805	-0.0715940018659861	32768.2332972176	0	0
"GO_ACETYL_COA_BIOSYNTHETIC_PROCESS"	0.0396575356293118	0.0482653906110599	0.072930804060946	0.0561577195419433	6711.1534709296	0	0
"GO_ACETYL_COA_BIOSYNTHETIC_PROCESS_FROM_PYRUVATE"	0.0843200997234498	0.0874278622444908	0.11665421607203	0.0973010062475648	20136.4539433277	0	0
"GO_ACETYL_COA_C_ACYLTRANSFERASE_ACTIVITY"	0.208822482798922	0.214146432903373	0.254400482398845	0.227668185817115	33517.6470915419	0	0
"GO_ACETYL_COA_HYDROLASE_ACTIVITY"	-0.125447241794095	-0.0941118531659746	-0.0352004832367736	-0.0760539797408295	1408.68329712514	0	0
"GO_ACETYL_COA_METABOLIC_PROCESS"	0.0294493988328073	0.0340205446925956	0.0519705602954734	0.0398885989175101	6602.68537525701	0	0
"GO_ACETYLCHOLINE_BINDING"	-0.0134805523445424	-0.0261982150981209	-0.0213556675514382	-0.023589393163153	2585.86956172489	0	0
"GO_ACETYLCHOLINE_GATED_CATION_SELECTIVE_CHANNEL_ACTIVITY"	-0.053971492239523	-0.0669280698740653	-0.0619733072195918	-0.0642628962244212	17850.6054507502	0	0
"GO_ACETYLCHOLINE_GATED_CHANNEL_COMPLEX"	-0.0498049522836397	-0.0591464324559703	-0.0516225083407175	-0.0558590683064384	11439.125571457	0	0
"GO_ACETYLCHOLINE_METABOLIC_PROCESS"	0.212581521306725	0.184953971917609	0.166291335163125	0.180534838852883	200982.300179935	0	0
"GO_ACETYLCHOLINE_RECEPTOR_ACTIVITY"	-0.0224981280543838	-0.0358422023590443	-0.0348955523127309	-0.0345338808533414	8170.88573881654	0	0
"GO_ACETYLCHOLINE_RECEPTOR_BINDING"	0.156998522012629	0.151007377877893	0.140403367645755	0.147782763985576	93070.4110026203	0	0
"GO_ACETYLCHOLINE_RECEPTOR_INHIBITOR_ACTIVITY"	0.175539462124225	0.174817716332687	0.149777185581477	0.166215905701324	41109.5537776113	0	0
"GO_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY"	0.104520727254445	0.0952396292870128	0.0879920072396759	0.0934169944006794	99918.3964655719	0	0
"GO_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY"	0.0959055650256253	0.101864741609556	0.107464929997538	0.103362211295061	108362.025557502	0	0
"GO_ACETYLTRANSFERASE_ACTIVITY"	0.0369240419966807	0.0608421741434896	0.0740670189567685	0.0636545532623074	25424.831623782	0	0
"GO_ACID_AMINO_ACID_LIGASE_ACTIVITY"	0.144250548733001	0.142216043892769	0.145085431439326	0.143357391364789	51633.1255115502	0	0
"GO_ACID_PHOSPHATASE_ACTIVITY"	0.0340009811561744	0.0298367071388779	0.0759159628135709	0.0460694776665046	2671.07895822057	0	0
"GO_ACID_SECRETION"	0.0520236585188262	0.0490974644308047	0.0489789960576462	0.0492716667915476	58060.7568180008	0	0
"GO_ACID_THIOL_LIGASE_ACTIVITY"	-0.0403755487776337	-0.0435678755126626	-0.0338832910919793	-0.0399858301445528	7568.58814816449	0	0
"GO_ACIDIC_AMINO_ACID_TRANSPORT"	0.0484666095061986	0.0468815510571861	0.0502857529948258	0.0481747033013979	32977.7082310303	0	0
"GO_ACROSIN_BINDING"	0.0437748447228992	0.0328998571903067	0.0233110664778229	0.0303852242218102	1839.9012837864	0	0
"GO_ACROSOMAL_MEMBRANE"	-0.0327643580755387	-0.0175996439323894	-0.0132295091700223	-0.0172041629335907	1052.17474141672	0	0
"GO_ACROSOMAL_VESICLE"	-0.00107046502933677	0.0131909245728351	0.0236806120782279	0.0157679527129633	3274.54261009186	0	0
"GO_ACROSOMAL_VESICLE_EXOCYTOSIS"	0.104279664057352	0.0852702390940612	0.0788824610841389	0.0844600738249796	31012.3580178953	0	0
"GO_ACROSOME_ASSEMBLY"	-0.0515926904236335	-0.0350331588345458	-0.0305243564279844	-0.0346923037798103	2288.38378788307	0	0
"GO_ACROSOME_REACTION"	0.0399076656837125	0.0338921507150508	0.0303550108494677	0.0331118845492016	9091.12860081338	0	0
"GO_ACTIN_BASED_CELL_PROJECTION"	0.0733926454999825	0.0868537051654018	0.0922547158563706	0.0877307543084864	134156.360960285	0	0
"GO_ACTIN_BINDING"	0.0813099991646175	0.104029231012854	0.107365482041054	0.103511918096904	248052.488270252	0	0
"GO_ACTIN_CORTICAL_PATCH_LOCALIZATION"	0.115896947953882	0.145996630282182	0.150626192707442	0.145383681255997	25201.8087830359	0	0
"GO_ACTIN_CROSSLINK_FORMATION"	0.0661953916349459	0.106463859902153	0.11839741243507	0.107627761043768	12374.378520815	0	0
"GO_ACTIN_CYTOSKELETON"	0.0788318427687847	0.104806197561273	0.10615255831184	0.103361775728828	214200.743077152	0	0
"GO_ACTIN_CYTOSKELETON_REORGANIZATION"	0.098740231646346	0.12917711363969	0.147303254097944	0.13320425807436	125826.772898297	0	0
"GO_ACTIN_FILAMENT"	0.0739940940350392	0.115677628666355	0.116473433156012	0.112887894127738	89548.341366714	0	0
"GO_ACTIN_FILAMENT_BASED_MOVEMENT"	0.0528719557508946	0.064889426892957	0.0654684423786727	0.0642059672128282	89324.8925158337	0	0
"GO_ACTIN_FILAMENT_BASED_PROCESS"	0.0762914607591222	0.0993888476796191	0.105800742761945	0.0999067802308628	243312.54799885	0	0
"GO_ACTIN_FILAMENT_BASED_TRANSPORT"	-0.0929812625034095	-0.0358701938785978	-0.0277667797905371	-0.037268477981312	689.0221717933	0	0
"GO_ACTIN_FILAMENT_BINDING"	0.078338076015809	0.106184060450159	0.109102925175253	0.105145538576535	137896.237195315	0	0
"GO_ACTIN_FILAMENT_BUNDLE"	0.0936364848325114	0.118124139259933	0.126223703112555	0.11912316899371	84423.4218241082	0	0
"GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION"	0.083363396397643	0.102965891749918	0.112267742930657	0.104739656275115	160953.779097585	0	0
"GO_ACTIN_FILAMENT_DEPOLYMERIZATION"	0.0863638009120913	0.109942712568827	0.118925270690043	0.111313751328554	59517.0495414283	0	0
"GO_ACTIN_FILAMENT_NETWORK_FORMATION"	0.0279338611983091	0.070999686880099	0.0736821951433529	0.068760429405246	7759.58433907433	0	0
"GO_ACTIN_FILAMENT_ORGANIZATION"	0.0889723536326871	0.115929096331639	0.12170860018509	0.11594469241931	216626.966537068	0	0
"GO_ACTIN_FILAMENT_POLYMERIZATION"	0.0952043908642375	0.128292981727129	0.135480135182776	0.128344264754255	128261.812438637	0	0
"GO_ACTIN_FILAMENT_REORGANIZATION"	-0.0364927193686663	0.0083045222926814	0.0698055084595024	0.0262676709560801	1134.55420213959	0	0
"GO_ACTIN_FILAMENT_SEVERING"	0.0605009978543526	0.182174714491934	0.209954297396783	0.182830213060779	12800.4082532223	0	0
"GO_ACTIN_MEDIATED_CELL_CONTRACTION"	0.0681605973053183	0.0696087407545611	0.0683721636644045	0.0690748616558257	130928.139735224	0	0
"GO_ACTIN_MODIFICATION"	-0.185783907745532	-0.140475654038619	-0.130953033992847	-0.140515606377467	7111.96941890927	0	0
"GO_ACTIN_MONOMER_BINDING"	0.190335810028428	0.196008802956098	0.190689890728248	0.193753293935899	341535.846892759	0	0
"GO_ACTIN_NUCLEATION"	0.148147279848509	0.184055416147264	0.204722587550941	0.188558553806873	114951.617313558	0	0
"GO_ACTIN_POLYMERIZATION_DEPENDENT_CELL_MOTILITY"	0.271491058187629	0.313698139943545	0.330079348918015	0.316256768596371	123936.26532556	0	0
"GO_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION"	0.0927189374567836	0.124865937359455	0.1328579815795	0.125264649299959	127161.179286514	0	0
"GO_ACTININ_BINDING"	0.141504846801191	0.139268401114882	0.128656729946647	0.13576507420328	188444.015214724	0	0
"GO_ACTION_POTENTIAL"	0.0613099476365165	0.0606151807350818	0.0587548183409962	0.0600232577836033	98630.7810850186	0	0
"GO_ACTIVATED_T_CELL_PROLIFERATION"	0.0704164069357533	0.0925243861754733	0.112214248781201	0.0977043919361574	42199.6548545016	0	0
"GO_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING"	0.0728676492668096	0.0978068372801688	0.109145840451871	0.099892330640469	71490.447490277	0	0
"GO_ACTIVATION_INDUCED_CELL_DEATH_OF_T_CELLS"	0.0400684801841986	0.0761795665394441	0.0823541564271632	0.0756586426978306	7950.79490689557	0	0
"GO_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY"	0.0501915202922628	0.0480214690208203	0.0413593082913126	0.0458783484308253	18485.2634699247	0	0
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY"	0.0787938142612195	0.106164791915826	0.136819706352542	0.114747737180039	19928.7926312024	0	0
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS"	0.125134215802831	0.139100328219158	0.148335298124985	0.141265392704561	101268.408741908	0	0
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS_BY_CYTOCHROME_C"	0.149757425415403	0.175801209984339	0.225586662920645	0.191093916022431	18788.2675159306	0	0
"GO_ACTIVATION_OF_GTPASE_ACTIVITY"	-0.0333595123741748	-0.0156195802407444	-0.00249502632722627	-0.0123876114536412	1943.43607119315	0	0
"GO_ACTIVATION_OF_IMMUNE_RESPONSE"	0.0831908462325787	0.112071490300589	0.127605204960936	0.115317025114862	131031.034923376	0	0
"GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE"	0.101797760458243	0.144016902704321	0.15908680236424	0.146121410561325	90945.9085184292	0	0
"GO_ACTIVATION_OF_JANUS_KINASE_ACTIVITY"	0.0891108968428305	0.100774155471023	0.115671630406581	0.105065696267877	25675.8421666903	0	0
"GO_ACTIVATION_OF_JNKK_ACTIVITY"	0.0290931923717605	0.0327105514370265	0.0260146866732543	0.0301302607832492	1901.02823935537	0	0
"GO_ACTIVATION_OF_JUN_KINASE_ACTIVITY"	-0.0242014227060085	0.0113338612177999	0.0213352954973681	0.0121779637336219	721.715798891434	0	0
"GO_ACTIVATION_OF_MAPK_ACTIVITY"	0.0413246026826613	0.0662729697216899	0.0774628049022001	0.0683062305529911	42277.1471071067	0	0
"GO_ACTIVATION_OF_MAPKK_ACTIVITY"	0.0574272414300947	0.0921123269653805	0.101842585488039	0.092925212767929	36722.5939720173	0	0
"GO_ACTIVATION_OF_MAPKKK_ACTIVITY"	-0.0260230472164319	0.0368879346163292	0.0635908240761148	0.0414918351688559	1978.15489499026	0	0
"GO_ACTIVATION_OF_NF_KAPPAB_INDUCING_KINASE_ACTIVITY"	0.0427907156190512	0.0481186333434151	0.0515486583720168	0.0489124326588911	8814.29405669228	0	0
"GO_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY"	0.0424554493357984	0.0685721638472747	0.0642985681579849	0.0651748228356081	10520.750373657	0	0
"GO_ACTIVATION_OF_PHOSPHOLIPASE_D_ACTIVITY"	0.131564889927068	0.142731610050592	0.219961332514346	0.16860384871846	17238.5377731843	0	0
"GO_ACTIVATION_OF_PROTEIN_KINASE_A_ACTIVITY"	0.10741540985178	0.120371939291581	0.118846047112257	0.118891905917889	32766.3024749323	0	0
"GO_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY"	0.0600741305714809	0.0826534765366796	0.0930390996418709	0.0845829566031575	119207.954758051	0	0
"GO_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY"	0.0725090495336508	0.0843635143165011	0.103012355893952	0.0899375992424853	31575.5961494634	0	0
"GO_ACTIVATION_OF_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY"	-0.0744836273871028	-0.0549847980221728	-0.0572395234182763	-0.0571977656933215	2248.35923572188	0	0
"GO_ACTIVATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY"	0.093395309137198	0.0809392288099764	0.0631044787431954	0.0756907561181753	35110.4822112138	0	0
"GO_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	0.0842823161503308	0.0857655763823005	0.0873286772863236	0.0861967812704406	301873.656507228	0	0
"GO_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	0.0661790164748014	0.0685337168597672	0.072162906675126	0.0696149609847287	255624.215167804	0	0
"GO_ACTIVIN_ACTIVATED_RECEPTOR_ACTIVITY"	0.213798484297492	0.200258902452752	0.192464088770314	0.198560245213676	144601.508294418	0	0
"GO_ACTIVIN_BINDING"	0.137173566275868	0.145561167007	0.148563357192623	0.145982127789466	60648.8317958772	0	0
"GO_ACTIVIN_RECEPTOR_ACTIVITY_TYPE_I"	0.118605714860073	0.105673089620937	0.104125079336469	0.106088917973894	19109.7363870529	0	0
"GO_ACTIVIN_RECEPTOR_BINDING"	0.104343797338793	0.0817164371768007	0.0710422810516175	0.0796907603326086	33161.9553913963	0	0
"GO_ACTIVIN_RECEPTOR_COMPLEX"	0.222318433815144	0.203743868599849	0.194238527151528	0.201824191952279	98233.44845636	0	0
"GO_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY"	0.113295474752187	0.121067815032935	0.117878474225029	0.119394004828382	101162.719074172	0	0
"GO_ACTOMYOSIN"	0.103967770357731	0.132812022711605	0.140389700650612	0.133310350604856	112285.369110049	0	0
"GO_ACTOMYOSIN_CONTRACTILE_RING_ORGANIZATION"	0.0998842054054468	0.100789132982265	0.100746909130889	0.100708003928366	16159.6382302883	0	0
"GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION"	0.0849110054770964	0.10021730664287	0.10930254645968	0.102232081499033	226004.903223758	0	0
"GO_ACUTE_INFLAMMATORY_RESPONSE"	0.0942005199098965	0.0972637798552829	0.112109840491509	0.102169867118371	147838.298132004	0	0
"GO_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS"	0.0884131717309069	0.0879604370593189	0.121798647299308	0.099689385262058	42755.8036279064	0	0
"GO_ACUTE_PHASE_RESPONSE"	0.0703936820980361	0.0754112153969135	0.0887554029665402	0.0796545147305765	32308.0747448782	0	0
"GO_ACYL_CARNITINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	0.0483587793763737	0.0411176644615868	0.0372292747085442	0.0403061066742327	2891.03274429043	0	0
"GO_ACYL_CARNITINE_TRANSPORT"	0.0483587793763737	0.0411176644615868	0.0372292747085442	0.0403061066742327	2891.03274429043	0	0
"GO_ACYL_COA_DEHYDROGENASE_ACTIVITY"	0.0545737800481321	0.0633841868758941	0.0818434690424324	0.0691165686007688	6259.39339232072	0	0
"GO_ACYL_COA_LIGASE_ACTIVITY"	-0.0596322390991882	-0.0732354055469582	-0.0568866237001456	-0.0665845225091263	18274.17926922	0	0
"GO_ACYL_COA_OXIDASE_ACTIVITY"	0.231728287571289	0.221156122991119	0.210157747245806	0.218132023343045	78410.6739729072	0	0
"GO_ACYLGLYCEROL_ACYL_CHAIN_REMODELING"	0.0013740679343145	0.0404320749932832	0.0163934467804161	0.0292517404945149	916.763642063663	0	0
"GO_ACYLGLYCEROL_HOMEOSTASIS"	-0.0328842209906934	-0.0518822866229108	-0.017833529513933	-0.0387170160556086	8286.86673426445	0	0
"GO_ACYLGLYCEROL_LIPASE_ACTIVITY"	0.122693567313679	0.132953302234729	0.167220394292388	0.144042849909262	17331.8396836787	0	0
"GO_ACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY"	0.0546107609831362	0.0772241480212071	0.0815992368953113	0.0770736758130263	11873.8617040018	0	0
"GO_ACYLGLYCEROL_TRANSPORT"	0.0204787369451465	0.0518499892083619	0.015425471757953	0.0369538317363058	1888.24192375154	0	0
"GO_ADA2_GCN5_ADA3_TRANSCRIPTION_ACTIVATOR_COMPLEX"	0.0776059415713835	0.0903202459171863	0.0882260399296889	0.0886615932119874	23617.8028936061	0	0
"GO_ADAPTATION_OF_SIGNALING_PATHWAY"	0.0424840922067302	0.0605837142963134	0.0494606387883222	0.0554084138604439	10589.2586808353	0	0
"GO_ADAPTIVE_IMMUNE_RESPONSE"	0.0590734537846768	0.0712782704331608	0.079097380302159	0.0730834642199579	231820.445032284	0	0
"GO_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS"	0.0611865985620745	0.0773508431999182	0.087995479060547	0.0798415189855485	175876.472369188	0	0
"GO_ADAPTIVE_THERMOGENESIS"	0.112515962626151	0.12708039110244	0.134269692454369	0.128494410146117	277541.558192286	0	0
"GO_ADENOHYPOPHYSIS_DEVELOPMENT"	0.128316553631216	0.101618396578492	0.0880768531329615	0.0989009574323433	77257.9671784927	0	0
"GO_ADENOSINE_DEAMINASE_ACTIVITY"	-0.130812399898649	-0.147539937258026	-0.144102846947821	-0.145122063136374	40206.7282810612	0	0
"GO_ADENOSINE_METABOLIC_PROCESS"	-0.00369073183968263	-0.0277281187546854	-0.0310690023402036	-0.0271154893335798	1072.74877834215	0	0
"GO_ADENOSINE_RECEPTOR_BINDING"	0.0963341717619464	0.052288323341207	0.0434857767304043	0.0524843394083146	7054.11677448342	0	0
"GO_ADENOSINE_RECEPTOR_SIGNALING_PATHWAY"	0.103848674840529	0.0993571842434407	0.0979243660313798	0.0991921904617117	42117.9270908172	0	0
"GO_ADENOSINE_TO_INOSINE_EDITING"	-0.0216090897259582	-0.0147413244955149	-0.0154251641138934	-0.0154826373597923	623.376226123108	0	0
"GO_ADENYL_NUCLEOTIDE_BINDING"	0.0570560042656917	0.0722691774651509	0.0826520921791998	0.0747393210952102	158762.697438693	0	0
"GO_ADENYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY"	0.128164139249461	0.143109964712595	0.208990494956179	0.16478166869714	26739.3954601037	0	0
"GO_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_PROCESS"	0.119855161273998	0.175336629237132	0.18943820585724	0.176131335234261	34782.0045011862	0	0
"GO_ADENYLATE_CYCLASE_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY"	-0.0183719088390669	0.0703535127668808	0.056493132322545	0.0590393252616255	1713.2313359727	0	0
"GO_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY"	0.0136481791400103	0.0355462959318874	0.0357476225635001	0.03400581694596	15838.4033766778	0	0
"GO_ADENYLATE_CYCLASE_ACTIVATOR_ACTIVITY"	0.184228839463931	0.321987276849412	0.331993560425706	0.315317072765708	22206.0892828026	0	0
"GO_ADENYLATE_CYCLASE_ACTIVITY"	0.0892964616485836	0.0864077861420164	0.0769146402948456	0.0833390157906517	16535.0693854145	0	0
"GO_ADENYLATE_CYCLASE_BINDING"	0.196893807501935	0.220679580692104	0.213265115556615	0.216368029145029	88373.829993249	0	0
"GO_ADENYLATE_CYCLASE_INHIBITING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY"	0.208730045727073	0.199781678941283	0.225169673822431	0.209214582667656	91230.7587654886	0	0
"GO_ADENYLATE_CYCLASE_INHIBITING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY"	0.0693263601240551	0.0994652788873447	0.0665368761943366	0.0858681077331794	14767.7915318964	0	0
"GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY"	-0.018103103185415	-0.0347790021419328	-0.0476634782056566	-0.0380062249883919	26465.7149512416	0	0
"GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY"	0.214803350471638	0.188025138202839	0.167210172736129	0.182799637855348	250519.597627865	0	0
