""	"X0"	"X1"	"X2"	"X3"	"X4"	"X5"	"X6"	"X7"	"AveExpr"	"F"	"P.Value"	"adj.P.Val"
"GO_2_ACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY"	0.0622723825417073	0.0638960576692547	0.0596343520892143	0.0611421717820639	0.053842210455908	0.0549514629549999	0.0587260942119478	0.0546689121641925	0.0603763018521915	4917.65567522132	0	0
"GO_2_IRON_2_SULFUR_CLUSTER_BINDING"	0.0803576962550118	0.0738798677685746	0.0774555285030499	0.0772682357910697	0.0836478968885012	0.0994839804333723	0.0849678677107736	0.0948572877263242	0.0807109902751472	3216.89713353175	0	0
"GO_2_OXOGLUTARATE_DEPENDENT_DIOXYGENASE_ACTIVITY"	0.0618314271439866	0.0566075536180212	0.0635031287538123	0.0576764866535863	0.0640931708069819	0.0607843706784433	0.0607741823955741	0.0608269984533988	0.060724037486333	9539.61742646869	0	0
"GO_2_OXOGLUTARATE_METABOLIC_PROCESS"	0.0190074503783579	0.0122963304789435	0.0277279816123643	0.0161579615050094	0.0336467838895648	0.0273017838717584	0.0189787566901244	0.0335599773491787	0.0211910986612582	325.88334131505	0	0
"GO_2FE_2S_CLUSTER_ASSEMBLY"	-0.191199226828668	-0.198332988660312	-0.186317127357947	-0.19726780046638	-0.179628632478905	-0.174882900497386	-0.191017478018903	-0.174092607793766	-0.189622759707273	6847.17617975664	0	0
"GO_3_5_CYCLIC_AMP_PHOSPHODIESTERASE_ACTIVITY"	0.0401326202053689	0.0423556264746933	0.0406758776501917	0.0368600399104711	0.0366690307375627	0.0313906634571932	0.0514852600881779	0.0313631219729282	0.039704595569216	1746.2656966128	0	0
"GO_3_5_CYCLIC_GMP_PHOSPHODIESTERASE_ACTIVITY"	0.0633584777769291	0.0642310713238476	0.0638308879866056	0.064208990944517	0.0651461038712941	0.0656515076313805	0.0644216301301046	0.0637667834183377	0.0640605579907525	4865.34315706045	0	0
"GO_3_5_DNA_HELICASE_ACTIVITY"	0.0102474509445455	0.0116328824480211	0.0107061814199675	0.0110367159450959	0.0189202278034851	0.019772783808468	0.00982463128429315	0.0147426496556057	0.0121938759798518	269.484100460851	0	0
"GO_3_5_EXODEOXYRIBONUCLEASE_ACTIVITY"	0.0459741078282927	0.0458642710365501	0.0428836020071997	0.0546472694180214	0.0441849267035699	0.0489833291602783	0.0486840595804925	0.0547555106880149	0.0467981984059916	1071.5139333893	0	0
"GO_3_5_EXONUCLEASE_ACTIVITY"	0.0958234446990774	0.0951964000142058	0.0941041090488584	0.0964021105287747	0.0975209610845275	0.093942639066337	0.095134567872213	0.0998928161934052	0.095615014704972	22687.656939856	0	0
"GO_3_BETA_HYDROXY_DELTA5_STEROID_DEHYDROGENASE_ACTIVITY"	-0.122767269965488	-0.123322536324524	-0.121526877253867	-0.12423709635213	-0.126294100124673	-0.126392938117171	-0.120056575880055	-0.127302925645967	-0.123391972904012	8036.25239684784	0	0
"GO_3_CHLOROALLYL_ALDEHYDE_DEHYDROGENASE_ACTIVITY"	-0.127338994891175	-0.125699493454637	-0.129578183317199	-0.126867889773113	-0.129832142491411	-0.119306129639834	-0.126884276955455	-0.126105105218118	-0.12693069150945	15929.0908148913	0	0
"GO_3_HYDROXYACYL_COA_DEHYDRATASE_ACTIVITY"	0.077231887362629	0.0694558734196692	0.0764959905604947	0.0701760174418447	0.0871792840764154	0.105525956618691	0.0668297848305159	0.113566727989007	0.078553534777517	1333.88493248334	0	0
"GO_3_HYDROXYACYL_COA_DEHYDROGENASE_ACTIVITY"	0.249686338530415	0.245468180225312	0.249514334556961	0.247002321857782	0.246230827807774	0.251209126706704	0.242010056630406	0.248498010779753	0.247961436855708	37279.5094736938	0	0
"GO_3_KETO_STEROL_REDUCTASE_ACTIVITY"	-0.064188507276329	-0.0597685180633172	-0.0636300205355091	-0.0600039012795015	-0.065440070318312	-0.0624135972778876	-0.0613792834521285	-0.0628789231765565	-0.0626398037021174	846.933829195125	0	0
"GO_3_OXO_ARACHIDOYL_COA_SYNTHASE_ACTIVITY"	0.224204920249388	0.220396352348505	0.228313094964467	0.218825616795194	0.231291061209184	0.22835871483967	0.225014591910538	0.23192873276303	0.224836323671448	61672.6128220847	0	0
"GO_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_BINDING"	0.0833758151402476	0.0849364560672415	0.0861645499287077	0.083694199844515	0.0997483899876293	0.0813701298481349	0.0834275290732639	0.0801136853736983	0.0852826596508549	11670.8350850167	0	0
"GO_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_BIOSYNTHETIC_PROCESS"	0.185520498281925	0.188320695044653	0.184345601399884	0.186380735004176	0.180476305579413	0.1871583792455	0.184110570253433	0.181753619958245	0.185425306420405	56016.5211155433	0	0
"GO_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_METABOLIC_PROCESS"	0.0692625807759621	0.0718054200025648	0.0679402483957196	0.0703438619417277	0.0695708773501555	0.0666950980013068	0.0673693204620836	0.0682082280883998	0.0693592890604113	15328.7483675366	0	0
"GO_3_UTR_MEDIATED_MRNA_DESTABILIZATION"	0.231465438939194	0.219701901540467	0.255566114756304	0.226247518498012	0.2513548712516	0.250090194450162	0.254723785334559	0.23227756127373	0.236734917022073	38199.2013176356	0	0
"GO_3_UTR_MEDIATED_MRNA_STABILIZATION"	0.118840019389623	0.1056326315146	0.123730881675601	0.120258112303706	0.129685814881509	0.122155960902985	0.130025559518123	0.122259202195866	0.119044231336021	10515.7715255478	0	0
"GO_3M_COMPLEX"	0.0620191449211887	0.0675673787804969	0.0593884169045767	0.0658544965443665	0.0568501139990371	0.0595954997184945	0.0612708723377168	0.0562836827810126	0.0621752253862046	5003.10592968708	0	0
"GO_4_HYDROXYPROLINE_METABOLIC_PROCESS"	0.121241173223967	0.117444582467801	0.121043007336283	0.118851566868852	0.120438135855004	0.121125221458399	0.120607092181776	0.135941098422582	0.120698142023406	5800.04964142282	0	0
"GO_4_IRON_4_SULFUR_CLUSTER_BINDING"	0.0810202330040167	0.0786756031091423	0.0806750080493733	0.0819917893532112	0.0855440319514502	0.0870766462267213	0.0805891549196435	0.0893914360035743	0.0816916831651978	10115.1575687052	0	0
"GO_5_3_DNA_HELICASE_ACTIVITY"	-0.115398644558192	-0.121166681162583	-0.110383439839518	-0.116276335245871	-0.112028013734084	-0.113270775757583	-0.112141397329626	-0.116835520957425	-0.11525194530925	5242.91117121389	0	0
"GO_5_3_EXODEOXYRIBONUCLEASE_ACTIVITY"	0.211070504563698	0.216471632479494	0.208073027682374	0.210964747861908	0.205068579622544	0.206543964384787	0.205171116963823	0.20859443298961	0.210414582035591	44869.4046261448	0	0
"GO_5_3_EXONUCLEASE_ACTIVITY"	0.110034181673673	0.108499086819684	0.107852572981458	0.106765998071137	0.108094681037166	0.106326648064333	0.103682447399055	0.116594714982858	0.108586113925621	12103.007332504	0	0
"GO_5_DEOXYRIBOSE_5_PHOSPHATE_LYASE_ACTIVITY"	0.194260467601127	0.191856949219685	0.187630183414821	0.223098564284586	0.195828597488752	0.20670327037498	0.185968082779661	0.21740210057477	0.196875295951488	3075.74694579871	0	0
"GO_5S_CLASS_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_III"	0.146497120147002	0.144487415467532	0.152001906179517	0.145139282735344	0.165272965770262	0.159974881078029	0.151193267464089	0.160258590807997	0.150130552969715	11772.9319055291	0	0
"GO_5S_RRNA_BINDING"	0.209232697157719	0.201412915407227	0.210104028610253	0.197978262263612	0.203964517969076	0.206246709322535	0.205730135555679	0.21020790399767	0.206006964471365	23776.2330446985	0	0
"GO_7S_RNA_BINDING"	0.198390359690575	0.185050019754773	0.197626064333753	0.193561378487105	0.205178175339146	0.202655475352255	0.19276829272703	0.208223396471208	0.196176429784541	10884.4103959722	0	0
"GO_7SK_SNRNA_BINDING"	0.0449572089625905	0.0314890570354298	0.0505338535594105	0.0440807948842167	0.0478705287913396	0.035356842005185	0.0613952835643114	0.0515294755603407	0.0438448573131317	325.731376007788	0	0
"GO_90S_PRERIBOSOME"	0.0297300312575956	0.0298259352686019	0.0267478312966676	0.033372416700681	0.0320014622656793	0.0281501346332225	0.0359679968629815	0.0275746209059183	0.0299350892168025	872.522189584928	0	0
"GO_9PLUS0_NON_MOTILE_CILIUM"	0.104608859706068	0.106881609574993	0.104062393312467	0.105517503245173	0.104143153097309	0.101762697984093	0.103980097267368	0.0995560254048109	0.10459023812851	116261.546023609	0	0
"GO_9PLUS2_MOTILE_CILIUM"	0.0703657815196595	0.0700480740348943	0.0707759915843386	0.0706865502231395	0.0705320023933495	0.0719500170741916	0.0706093097132634	0.0718949009112476	0.0705925446846765	40535.1103679223	0	0
"GO_A_BAND"	0.262040965175615	0.262383864074417	0.260673309504089	0.261360337121923	0.25994844120708	0.265950919029534	0.259979511231962	0.262994605615311	0.26184335347993	280359.608756504	0	0
"GO_ABSCISSION"	-0.159573006978561	-0.167839488146628	-0.157227676885862	-0.167685158900251	-0.155048458150094	-0.157345806081801	-0.162635454307307	-0.139788292893408	-0.160434257713922	5681.08807229724	0	0
"GO_ACETATE_ESTER_TRANSPORT"	-0.0454648433820917	-0.0429686160479279	-0.0419456340110424	-0.0449944481040375	-0.0424531248561123	-0.0384018459263296	-0.0457391732321149	-0.050484637453464	-0.043841284378148	1393.32919300949	0	0
"GO_ACETYL_COA_BIOSYNTHETIC_PROCESS"	0.0477718481889539	0.0439028687473263	0.0532290040801703	0.0488351153746961	0.0533103173682593	0.0535012640628242	0.0466168171449048	0.0571397470854505	0.049152264320002	2715.46979708482	0	0
"GO_ACETYL_COA_BIOSYNTHETIC_PROCESS_FROM_PYRUVATE"	0.0919850899328584	0.0909011771889929	0.0953681873357032	0.0948003098659123	0.0959408028967831	0.0970348195325248	0.0920025849911829	0.10023940226986	0.0935749987247048	9455.39718580911	0	0
"GO_ACETYL_COA_C_ACYLTRANSFERASE_ACTIVITY"	0.210190991738119	0.205580842487539	0.228729971938711	0.208701687736837	0.22570068312091	0.229521967932174	0.210779155351252	0.22430166220657	0.215325230942214	10353.8574149448	0	0
"GO_ACETYL_COA_HYDROLASE_ACTIVITY"	-0.0500656085916827	-0.0579997162754931	-0.0258709608948857	-0.0550327201769143	-0.0244775367508078	-0.0136543504787435	-0.0621491441747815	-0.0215515420499368	-0.0430841276471313	309.944296815839	0	0
"GO_ACETYL_COA_METABOLIC_PROCESS"	0.043103835807015	0.039620890484554	0.04743903880263	0.042951559875217	0.0468897655459174	0.0460009042563858	0.0431960815601714	0.0485196484364457	0.0438377546069572	3884.46437092295	0	0
"GO_ACETYLCHOLINE_GATED_CATION_SELECTIVE_CHANNEL_ACTIVITY"	-0.012075217275811	-0.00924931178195837	-0.0127099761715976	-0.0107752680543111	-0.014307348477272	-0.012689457417603	-0.0102340201069394	-0.0183244185025441	-0.0118803087208976	672.617644496756	0	0
"GO_ACETYLCHOLINE_GATED_CHANNEL_COMPLEX"	-0.0112387609029765	-0.00830032347745707	-0.012101548957811	-0.0104807267157988	-0.0133445410438329	-0.0126673873165585	-0.0100851608128769	-0.0172531880902909	-0.0111806797377185	597.295596383667	0	0
"GO_ACETYLCHOLINE_METABOLIC_PROCESS"	0.208237335696168	0.213597585855547	0.206052842300006	0.208627595554552	0.203555094026832	0.199949885278193	0.204895729634404	0.195050230399416	0.207331138888646	159740.015505661	0	0
"GO_ACETYLCHOLINE_RECEPTOR_ACTIVITY"	-0.0145506574139946	-0.0116683495240405	-0.0158923875442772	-0.0136838001999477	-0.0178004325452523	-0.0163973523159186	-0.0139006774136685	-0.0206849433078263	-0.014725625164765	1518.00287289138	0	0
"GO_ACETYLCHOLINE_RECEPTOR_BINDING"	0.117284609685574	0.122023578350506	0.111940296937682	0.117566224045134	0.106794063492178	0.110709119003397	0.113482207912515	0.109359185662358	0.115541881411492	16160.7736137354	0	0
"GO_ACETYLCHOLINE_RECEPTOR_INHIBITOR_ACTIVITY"	0.16366002026157	0.152926191953411	0.163358457156994	0.152245168692885	0.165004401766698	0.151730314005878	0.148348545549755	0.17029851137024	0.159226404086882	4695.60602182013	0	0
"GO_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY"	0.108244572254271	0.111914017876106	0.106909289540222	0.108380351403128	0.10582005008272	0.105121563598641	0.108640118557484	0.103118601989182	0.108162610476077	94713.2841793977	0	0
"GO_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY"	0.119778143792457	0.120819720331098	0.117236941731107	0.119778686241489	0.11608654753388	0.115039164878834	0.119772782293226	0.119603864149465	0.118930801481724	58218.0652075648	0	0
"GO_ACETYLTRANSFERASE_ACTIVITY"	0.0667129019785111	0.0631805329531944	0.0682761409889219	0.0662971677109815	0.0724305613920474	0.0695271509414153	0.0653192342302452	0.0774101840138445	0.0672493496147837	15508.7231498004	0	0
"GO_ACID_AMINO_ACID_LIGASE_ACTIVITY"	0.0918695972364134	0.0933350855263741	0.0918358251011444	0.0953341279215309	0.0916773554627776	0.0916900960018565	0.088610273782511	0.0900296299802683	0.0922088475479855	12352.4997651378	0	0
"GO_ACID_PHOSPHATASE_ACTIVITY"	0.110998150302738	0.108939234266314	0.11401633645151	0.110246485498877	0.124192572203395	0.153399124118048	0.10934619108325	0.127460583237278	0.115552224487721	6356.56327184607	0	0
"GO_ACID_SECRETION"	0.0460033804142758	0.0433893923461731	0.0489382304748519	0.0451376311458715	0.0445859558842173	0.0412336362278283	0.0468041951584015	0.0416934963161105	0.0453197013812218	19667.4669615493	0	0
"GO_ACID_THIOL_LIGASE_ACTIVITY"	-0.0393949851102883	-0.0389674050057809	-0.0383455401909451	-0.0387073152318459	-0.0393269619357547	-0.0395101252124051	-0.0397026472052718	-0.0378960681338303	-0.0390398962617085	3544.88358067252	0	0
"GO_ACIDIC_AMINO_ACID_TRANSPORT"	0.0442635402102496	0.043855771219348	0.0459344283908012	0.0447704826312082	0.0459465181515948	0.0462728309840634	0.0462250015989496	0.0449690512132353	0.0449067105534622	8996.52437019126	0	0
"GO_ACROSIN_BINDING"	0.0485582846371494	0.0532856436669135	0.0446677437685734	0.0506819407528099	0.0427701693162406	0.0430734022139891	0.0488629590836865	0.0376861380126851	0.0477904662218656	2419.66456503131	0	0
"GO_ACROSOMAL_MEMBRANE"	0.0208889182252245	0.0134245605944785	0.0225771282277297	0.01706982316011	0.0265242488051261	0.0268128928675165	0.0127914639385564	0.0315321008956208	0.0202219346934302	331.47687920218	0	0
"GO_ACROSOMAL_VESICLE"	0.020760053597341	0.0163203670270414	0.0229189086512682	0.0179586472118239	0.0252748604067389	0.0240395006116351	0.0211404052192821	0.0237201885937971	0.0207190917240965	2145.65013317444	0	0
"GO_ACROSOMAL_VESICLE_EXOCYTOSIS"	0.102901041106693	0.109180216370513	0.0994161189245976	0.104409504110671	0.096356495537532	0.0947414339063309	0.109412127728662	0.0913521038774385	0.10248783972704	14634.3955306021	0	0
"GO_ACROSOME_ASSEMBLY"	-0.0340568122566543	-0.0383940046342397	-0.0293189816361994	-0.0387868449957281	-0.0298275581408454	-0.0301666747979604	-0.0311970374916841	-0.0277958336637069	-0.0335755835225973	1011.86101768441	0	0
"GO_ACROSOME_REACTION"	0.0286233505548273	0.0306786748281117	0.0282987166130981	0.0274697196447326	0.025925150169363	0.0256309192384723	0.029183091058539	0.0228157127342519	0.0282377548671995	3929.13309380369	0	0
"GO_ACTIN_BASED_CELL_PROJECTION"	0.0797179154697336	0.0727028741801527	0.0844695559065734	0.0754978883849362	0.0846282765510702	0.0847435560578362	0.0787676580727986	0.0869038434758364	0.0797049059164754	62890.6572573505	0	0
"GO_ACTIN_BINDING"	0.0927307078927894	0.0859220802722381	0.0960206135369558	0.0893797474354662	0.095953794825911	0.0964013531363153	0.0897986653145637	0.102136383298522	0.0923526364006257	122619.362948842	0	0
"GO_ACTIN_CORTICAL_PATCH_LOCALIZATION"	0.139267754982567	0.133540742016835	0.144425632373086	0.141722613189043	0.150030080564818	0.142134984166165	0.133698114054434	0.153602375092159	0.140580064562499	9753.01035150402	0	0
"GO_ACTIN_CROSSLINK_FORMATION"	0.0313043303463246	0.0378047189835704	0.0220242335225438	0.0464279755504766	0.0273626339546545	0.0145665070238318	0.0385020294688992	0.0298570504478775	0.0313397501733073	660.258506782613	0	0
"GO_ACTIN_CYTOSKELETON"	0.0923925617890105	0.0850535850189711	0.0972242923798177	0.0899569670355402	0.0978910389100076	0.0972656644365804	0.090252426403374	0.102007757809053	0.0925680464640952	125399.241779044	0	0
"GO_ACTIN_CYTOSKELETON_REORGANIZATION"	0.103163280312427	0.0950761601894812	0.107173849542968	0.0995297138932649	0.108455526604412	0.103733739074772	0.100170981217229	0.108222333783937	0.102422568840046	50787.5699537944	0	0
"GO_ACTIN_DEPENDENT_ATPASE_ACTIVITY"	0.0717778036622604	0.0393726615656782	0.0856809457666813	0.0610323140561658	0.0823369721228928	0.0902374782511101	0.0682079397893544	0.0968198543175118	0.069633219095654	1424.71312614041	0	0
"GO_ACTIN_FILAMENT"	0.0758228111360925	0.0643928004219247	0.0836639955215037	0.0720697854675	0.0837584542856687	0.0833209115590611	0.0736215206530277	0.0881971096700359	0.0760506718767733	24404.8904717103	0	0
"GO_ACTIN_FILAMENT_BASED_MOVEMENT"	0.0697011441651413	0.062747202460001	0.0734678915165734	0.0642399674665413	0.0746084484942023	0.07428354482937	0.0676306664318763	0.0782844877637093	0.0693902809367026	36748.7988345174	0	0
"GO_ACTIN_FILAMENT_BASED_PROCESS"	0.0877248367438882	0.0819563471069899	0.0920870473600721	0.0854177350795302	0.091972025456362	0.0911542068146868	0.087151684367725	0.0945794898878083	0.0879130317715496	161256.809177826	0	0
"GO_ACTIN_FILAMENT_BINDING"	0.0967181471083396	0.0874729022210835	0.101715702378836	0.0927832970785175	0.102228700255787	0.10314789332932	0.093653427979233	0.110136112078293	0.0966134967751505	59103.8522313415	0	0
"GO_ACTIN_FILAMENT_BUNDLE"	0.121224622467601	0.110559778708415	0.129908881221108	0.118722820906216	0.128613731909339	0.128888417336753	0.120686106925542	0.13437135389929	0.121933477262182	34248.5923455362	0	0
"GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION"	0.0970536224045587	0.0916554371467439	0.10230605623705	0.0956448817512247	0.103162402028556	0.100266988491291	0.0977515066087095	0.102275153454625	0.0976869187145854	88497.0731379835	0	0
"GO_ACTIN_FILAMENT_DEPOLYMERIZATION"	0.0954160746234399	0.0864652928714548	0.0980722715638592	0.0923798289052452	0.0967621403335396	0.0999954535261285	0.0917284433155111	0.109190772801791	0.0945808241335041	22434.4926795357	0	0
"GO_ACTIN_FILAMENT_NETWORK_FORMATION"	0.0441868287861608	0.0346582023226917	0.0515346835204132	0.0598530981561503	0.0532345656638119	0.0425130630212425	0.0496663198129893	0.0514602345188373	0.0462014985405574	971.403595412106	0	0
"GO_ACTIN_FILAMENT_ORGANIZATION"	0.0990172027050161	0.0929638910341964	0.104269349989936	0.0978317052833371	0.104511668806717	0.104425615429272	0.0993651277009568	0.108167844428354	0.0997729800051088	121864.968708485	0	0
"GO_ACTIN_FILAMENT_POLYMERIZATION"	0.101991604001396	0.0959773505216107	0.107482980852337	0.101452358570052	0.106882296422401	0.107577180529606	0.102391683653587	0.114925701661358	0.102961403799904	55444.2404549609	0	0
"GO_ACTIN_FILAMENT_SEVERING"	0.122999506518443	0.083271745269985	0.135141444523108	0.105457247719161	0.130515941366372	0.125349210393043	0.113804943087237	0.175768737225461	0.117924196450289	2165.61237706664	0	0
"GO_ACTIN_MEDIATED_CELL_CONTRACTION"	0.0731781869046971	0.07055779840563	0.0739322840106696	0.0700844033266607	0.0737669671740233	0.0754590855857663	0.0720085445159812	0.0766085824511535	0.0727753791026683	60932.2363543486	0	0
"GO_ACTIN_MODIFICATION"	-0.165108088738111	-0.171298657989266	-0.160798696542751	-0.169354749340104	-0.156635605826823	-0.160934660995811	-0.170496344783511	-0.153385367285196	-0.164846939568823	6423.40225837501	0	0
"GO_ACTIN_MONOMER_BINDING"	0.207411119963226	0.206750917905527	0.208062152252026	0.210326346869026	0.207843249683517	0.210556146156553	0.203570107329398	0.209163120004849	0.20778198462804	148586.566738091	0	0
"GO_ACTIN_NUCLEATION"	0.182189389454891	0.172115601292511	0.186613147366471	0.181434681295313	0.187771497142486	0.191184135489065	0.175794934458117	0.201250427299402	0.182355178800309	53163.4311155382	0	0
"GO_ACTIN_POLYMERIZATION_DEPENDENT_CELL_MOTILITY"	0.27918458089386	0.263055536937768	0.2948695428329	0.275727068146913	0.292026384737522	0.298054409855123	0.279677008271642	0.306618570611329	0.281686446525625	33983.1354596983	0	0
"GO_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION"	0.101314063350163	0.0943744419134561	0.106677755050564	0.10021366323244	0.106533830673902	0.107723539251714	0.101154593468026	0.114635391235204	0.102101070386687	58619.1143994018	0	0
"GO_ACTININ_BINDING"	0.162959599547995	0.164007693380297	0.164404474147504	0.16214813543579	0.163516460489946	0.165332165199293	0.165715083023511	0.160369024564307	0.163569762579908	101325.538922922	0	0
"GO_ACTION_POTENTIAL"	0.0704381076577696	0.069782032284114	0.0691500472328826	0.0680886468335899	0.0674861692407523	0.0679829055011467	0.067567716849889	0.0695566990238786	0.0692859598497915	61300.4330087834	0	0
"GO_ACTIVATED_T_CELL_PROLIFERATION"	0.0671840253733629	0.0640436924052079	0.0753557857046784	0.0667642169268271	0.0822016191971112	0.0924248305880425	0.0690244617425113	0.0841997636538606	0.0715741354506014	9276.89889084967	0	0
"GO_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING"	0.0821734942520131	0.0788899849976854	0.0872227976594469	0.0852640066386531	0.0892421349363366	0.0792181294390745	0.0890729851002686	0.0834450132892844	0.0834369909479938	23966.405360484	0	0
"GO_ACTIVATION_INDUCED_CELL_DEATH_OF_T_CELLS"	0.0967604024215205	0.0906621661936629	0.0983726057463439	0.100044171374892	0.0976082785925495	0.125457247514099	0.0999275950110697	0.113337425376374	0.0989609691700403	5872.16245514471	0	0
"GO_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY"	0.0633100993949503	0.0669711812241177	0.0642533829628546	0.069522451340213	0.0667526833922669	0.0678067225368353	0.0631741168498287	0.0685444154758012	0.0655441953545227	9501.83859922209	0	0
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY"	0.098899034187632	0.0906678736584876	0.111530469921214	0.0944120282734999	0.115381622659726	0.106802617392646	0.0937983292928555	0.113834299708807	0.10114565940833	5408.21722212299	0	0
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS"	0.121721758049407	0.112061482593802	0.130398060730678	0.115218331886204	0.133908693125184	0.139918150098865	0.122552024283095	0.135158163023525	0.123450690672021	46427.645990681	0	0
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS_BY_CYTOCHROME_C"	0.160739779325748	0.146669305380108	0.181033630729218	0.162248161251319	0.198583080595521	0.209890513349633	0.189103394908913	0.184475772571046	0.170309388610579	6157.94799953173	0	0
"GO_ACTIVATION_OF_IMMUNE_RESPONSE"	0.0953276614166132	0.0876298825994859	0.101347695666954	0.0926051315679537	0.105234338459152	0.107447065184792	0.0963692261231478	0.108146849200212	0.0967475784462114	81223.8913312841	0	0
"GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE"	0.115503752595641	0.105436236642453	0.120856174580438	0.111096416999963	0.127169562047808	0.125736145978453	0.115962730570112	0.128509270578831	0.116196232633066	59372.9670735311	0	0
"GO_ACTIVATION_OF_JANUS_KINASE_ACTIVITY"	0.122124478363532	0.110614049808017	0.163283373581586	0.108812479722189	0.175055793107399	0.123137582936077	0.137001999402535	0.112150780699798	0.130176928480362	11968.0976234553	0	0
"GO_ACTIVATION_OF_JNKK_ACTIVITY"	0.0398469088734948	0.0375747307097763	0.0398473847489211	0.0363382248506265	0.0351398579146176	0.0395184503716106	0.0413634481388904	0.0413352615601033	0.0387903648987299	1418.93447748786	0	0
"GO_ACTIVATION_OF_JUN_KINASE_ACTIVITY"	-0.0116307156353933	-0.0240456090937867	-0.00499395648182643	-0.0228460974382217	-0.00788121120061838	-0.0144265416796105	-0.0177483764542838	-0.00517368050071595	-0.0139685437074529	280.534687657449	0	0
"GO_ACTIVATION_OF_MAPK_ACTIVITY"	0.0499967967468474	0.0439918053607386	0.0542900653139891	0.0473777520622974	0.0544278318630255	0.050907678380299	0.0484474904344569	0.0545958917294206	0.0498073614800293	15692.6445092647	0	0
"GO_ACTIVATION_OF_MAPKK_ACTIVITY"	0.0549768567679324	0.0497472117077483	0.062409059502907	0.0490258119944364	0.0658684555892326	0.0557309704160983	0.0631807123741042	0.0605537841736957	0.0562007424775093	7838.12673362021	0	0
