""	"Hyperexpanded"	"Large"	"Medium"	"Small"	"Single"	"AveExpr"	"F"	"P.Value"	"adj.P.Val"
"GO_3_KETO_STEROL_REDUCTASE_ACTIVITY"	-0.0482983152581353	-0.0765829839572047	-0.0736916229485977	-0.0638862882371595	-0.0623156648975945	-0.0627024676884615	1143.32941397144	0	0
"GO_3_OXO_ARACHIDOYL_COA_SYNTHASE_ACTIVITY"	0.238982693632874	0.243501994172102	0.232286363276033	0.231843504296641	0.224587138464887	0.225457493249294	82335.1912613014	0	0
"GO_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_BINDING"	0.115475573273809	0.104541146046787	0.0924093294844832	0.0890381523402678	0.0838672693639214	0.0847326647073873	15758.8128653366	0	0
"GO_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_BIOSYNTHETIC_PROCESS"	0.17781441856677	0.183202900253434	0.184666662860127	0.186094469038081	0.185592597754681	0.185541751268962	74222.6332040126	0	0
"GO_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_METABOLIC_PROCESS"	0.0671610191754165	0.0704195848179485	0.0686106272735101	0.0699526329201995	0.0696158686490923	0.0696076025176257	20310.2645791309	0	0
"GO_3_UTR_MEDIATED_MRNA_DESTABILIZATION"	0.251966401151821	0.245662328364755	0.247410527882401	0.251469815647083	0.236971473159862	0.23829571857928	48950.6672573819	0	0
"GO_3_UTR_MEDIATED_MRNA_STABILIZATION"	0.13954243089562	0.122976152818696	0.121519201197677	0.122149058429648	0.120275412172144	0.120554756165942	14556.6500363875	0	0
"GO_3M_COMPLEX"	0.0503975854535249	0.0596214553362474	0.0616032068866505	0.0615191796001649	0.0626075250176237	0.0624221764451392	6558.65417488562	0	0
"GO_4_HYDROXYPROLINE_METABOLIC_PROCESS"	0.119848604714516	0.122814995465177	0.118973403808846	0.118703844459009	0.120686267126117	0.120531523266728	7607.10808682296	0	0
"GO_4_IRON_4_SULFUR_CLUSTER_BINDING"	0.0995644846913745	0.0797885633797627	0.0784378163966253	0.0815376550163728	0.0817700050308736	0.0817661846446509	13859.3329635974	0	0
"GO_5_3_DNA_HELICASE_ACTIVITY"	-0.0962481828896394	-0.120409819486451	-0.121460634417679	-0.112767465369702	-0.115648353258792	-0.115518371557901	7127.69368073195	0	0
"GO_5_3_EXODEOXYRIBONUCLEASE_ACTIVITY"	0.207157993254924	0.210249055891295	0.212364313832749	0.208474845637503	0.210704518010575	0.2105734659833	58857.3273751909	0	0
"GO_5_3_EXONUCLEASE_ACTIVITY"	0.114914894861787	0.105043637401831	0.103468207384777	0.103664830078936	0.106625340931831	0.106397955533845	17397.5510903055	0	0
"GO_5_DEOXYRIBOSE_5_PHOSPHATE_LYASE_ACTIVITY"	0.219315507962226	0.214177127412082	0.199678534345993	0.197763285331267	0.200009252474102	0.200076175763011	4250.63253428902	0	0
"GO_5S_CLASS_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_III"	0.171859840580981	0.165535710547488	0.15454136346922	0.158356740673355	0.14897223461808	0.149962789535673	15193.8915441236	0	0
"GO_5S_RRNA_BINDING"	0.214306052532356	0.186891717859008	0.193144346081307	0.198024796029041	0.201230252739172	0.200805020394576	44599.0401922922	0	0
"GO_7S_RNA_BINDING"	0.241888997805278	0.208346830710684	0.20209547702513	0.195999546621611	0.196574723571549	0.197009129211809	15027.2371817207	0	0
"GO_7SK_SNRNA_BINDING"	0.082096848636932	0.0196824405897187	0.0241550698920001	0.0335489750854881	0.0458674984557752	0.0445875127319019	441.384907049043	0	0
"GO_90S_PRERIBOSOME"	0.0464311431675805	0.0289231700053015	0.0264484154406892	0.0246460547964723	0.0313517205062615	0.0308748002049273	1246.06942624234	0	0
"GO_9PLUS0_NON_MOTILE_CILIUM"	0.100084975810658	0.105230351143975	0.106723521046683	0.104704269152114	0.104078691769908	0.104164467654798	156935.942317137	0	0
"GO_9PLUS2_MOTILE_CILIUM"	0.0691842279728537	0.0702803350527426	0.0702367934774177	0.072556134771706	0.071059622607158	0.0711214940678363	56388.7272105118	0	0
"GO_A_BAND"	0.256780656680472	0.266091294857736	0.261745247563717	0.261915703209263	0.261231427148307	0.261299768517447	388274.640345527	0	0
"GO_ABSCISSION"	-0.14357159720336	-0.157683043607716	-0.160560333817762	-0.157922304197033	-0.161221068051469	-0.160865089704501	7854.78288274978	0	0
"GO_ACETATE_ESTER_TRANSPORT"	-0.0130700153241673	-0.0319418237133074	-0.041162885265362	-0.0424851266863133	-0.0436042620497071	-0.0432134489910108	1676.28783666904	0	0
"GO_ACETYL_COA_BIOSYNTHETIC_PROCESS"	0.0595914801546979	0.0498784785661181	0.0474768101636013	0.0472198028955214	0.047387054762625	0.0474668268929695	3748.25843869349	0	0
"GO_ACETYL_COA_BIOSYNTHETIC_PROCESS_FROM_PYRUVATE"	0.0951691568758706	0.0939507303169585	0.0916421516340188	0.0914270377447542	0.0923409171624218	0.0922947271222478	13158.3816708142	0	0
"GO_ACETYL_COA_C_ACYLTRANSFERASE_ACTIVITY"	0.236358152546898	0.22266478882002	0.215120931580278	0.21631449468016	0.207697987913002	0.208700442494269	17393.4736497655	0	0
"GO_ACETYL_COA_HYDROLASE_ACTIVITY"	0.000382936782203393	-0.0183896312392405	-0.0323527006733284	-0.0342720113759741	-0.0489289681003674	-0.0470930161442062	471.076203002875	0	0
"GO_ACETYL_COA_METABOLIC_PROCESS"	0.0542015141252556	0.0416184068912718	0.0426954533233813	0.0419913522231323	0.0424629040685733	0.0424975524155686	5449.66782878917	0	0
"GO_ACETYLCHOLINE_GATED_CATION_SELECTIVE_CHANNEL_ACTIVITY"	-0.0135327111599497	-0.00950435564891143	-0.0100189136871294	-0.011381205152365	-0.0121111015305651	-0.0120049781251057	910.944626983426	0	0
"GO_ACETYLCHOLINE_GATED_CHANNEL_COMPLEX"	-0.0131772756991522	-0.00899446216418166	-0.00923803897252671	-0.0110567451985513	-0.011324955008452	-0.0112534396939114	794.061400563798	0	0
"GO_ACETYLCHOLINE_METABOLIC_PROCESS"	0.181838817917734	0.201165834117103	0.209245061535917	0.207092378862344	0.206656533900542	0.206558980217094	244655.339305468	0	0
"GO_ACETYLCHOLINE_RECEPTOR_ACTIVITY"	-0.0201145090100412	-0.0139130252796539	-0.0133286289838862	-0.0149163346102928	-0.0148966395241058	-0.014884902733482	2098.15427589348	0	0
"GO_ACETYLCHOLINE_RECEPTOR_BINDING"	0.104389274602375	0.114217851880371	0.108622953836331	0.11064971452427	0.115886939626968	0.115307677308691	21391.7875437568	0	0
"GO_ACETYLCHOLINE_RECEPTOR_INHIBITOR_ACTIVITY"	0.174203892806708	0.144984869260499	0.160013956750338	0.166837864276781	0.161860612857329	0.162080454288409	6632.90553821611	0	0
"GO_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY"	0.0999973245658766	0.107178978131266	0.107901237127772	0.108013661582226	0.108023391720355	0.107967949500177	127829.051957251	0	0
"GO_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY"	0.11115578026949	0.115628023129714	0.117458553057489	0.116738990790004	0.11984016125661	0.119504219418479	78479.6773178947	0	0
"GO_ACETYLTRANSFERASE_ACTIVITY"	0.0866464280114036	0.0722792395763694	0.0658308417554768	0.0669792518629108	0.0674760177753122	0.067553275875557	20319.4082647664	0	0
"GO_ACID_AMINO_ACID_LIGASE_ACTIVITY"	0.0921147740542247	0.0930336138270283	0.0917277085390037	0.0913369833821635	0.0919771157827137	0.091939104421254	16324.6661848578	0	0
"GO_ACID_PHOSPHATASE_ACTIVITY"	0.166248193719367	0.105738458981932	0.128908645103401	0.129959068656492	0.112956532037459	0.11465922627778	8313.83413784603	0	0
"GO_ACID_SECRETION"	0.0388156229315315	0.0445647932401794	0.0428134317121057	0.0442345233818615	0.0449467689955747	0.0448153495221414	26397.8955300862	0	0
"GO_ACID_THIOL_LIGASE_ACTIVITY"	-0.0362715480281593	-0.0370362702209208	-0.0388439261218344	-0.0414264240362956	-0.0405937141680106	-0.0405564422118808	6300.89425957489	0	0
"GO_ACIDIC_AMINO_ACID_TRANSPORT"	0.0498856067080953	0.0502147989907507	0.0465937236020084	0.0429012187066335	0.0448824861376753	0.0448621930046868	12107.3910231282	0	0
"GO_ACROSIN_BINDING"	0.0266435508929715	0.0418068925252595	0.0462586587936481	0.0446062410523604	0.0479134982209063	0.0474942910718536	3270.39427867767	0	0
"GO_ACROSOMAL_MEMBRANE"	0.0337169763389457	0.0176210352227861	0.0255977624379511	0.0231479511449436	0.0203964307083285	0.0207444993874566	429.532402805241	0	0
"GO_ACROSOMAL_VESICLE"	0.0364091241110881	0.0222519657562731	0.0235974122115967	0.022895945532702	0.0203975454453957	0.0207358995218027	2804.95915584412	0	0
"GO_ACROSOMAL_VESICLE_EXOCYTOSIS"	0.0791284135055808	0.104009469667504	0.0978427819894794	0.0995583046876112	0.102535312903111	0.102116654213685	19368.271786865	0	0
"GO_ACROSOME_ASSEMBLY"	-0.0268238806235883	-0.0252539022711696	-0.0373366894282073	-0.0340381977711332	-0.0331717858832867	-0.0332231129575066	1294.55628645917	0	0
"GO_ACROSOME_REACTION"	0.0140091577542085	0.0264236911033421	0.0280677948613602	0.0281930209428498	0.0279641213339285	0.0278901252532873	5180.79468990384	0	0
"GO_ACTIN_BASED_CELL_PROJECTION"	0.0868733027780778	0.0833918401125233	0.0804882723476628	0.08287428627304	0.0793892348771926	0.0797130104240768	74355.7702301733	0	0
"GO_ACTIN_BINDING"	0.0988326140532855	0.0961809508978096	0.0931613749728095	0.0960003241911787	0.0929232465716254	0.0931866857918758	144724.718624545	0	0
"GO_ACTIN_CORTICAL_PATCH_LOCALIZATION"	0.174041873567916	0.147979182542292	0.14869112083717	0.140614303303841	0.141626446855004	0.141951643659744	13343.3433279071	0	0
"GO_ACTIN_CROSSLINK_FORMATION"	0.0321120559514893	0.0286937119564866	0.0152534557562459	0.0173859703460919	0.0341158276890361	0.0325584328295045	894.143491514982	0	0
"GO_ACTIN_CYTOSKELETON"	0.101097060906361	0.0968615031054237	0.0938827342945489	0.0966442638931449	0.0929393416328726	0.0932770809688312	139214.740048643	0	0
"GO_ACTIN_CYTOSKELETON_REORGANIZATION"	0.105432954886047	0.105611856490893	0.105567071317217	0.107198904146751	0.102937964532563	0.103307456039803	67024.4952770432	0	0
"GO_ACTIN_DEPENDENT_ATPASE_ACTIVITY"	0.102490603686094	0.0940478406474317	0.0805317316444461	0.0881414210361611	0.0718324896303395	0.0734292796375981	1964.17860674509	0	0
"GO_ACTIN_FILAMENT"	0.0916921714717342	0.0833941017806816	0.077458095939331	0.082690477294807	0.0768527434810106	0.0773793416623999	29710.203375503	0	0
"GO_ACTIN_FILAMENT_BASED_MOVEMENT"	0.0815196805016807	0.0747212883631058	0.0714864637455293	0.0739069386576325	0.069481667037266	0.0699219718706182	44947.6700371406	0	0
"GO_ACTIN_FILAMENT_BASED_PROCESS"	0.0936804779241972	0.0910625288610597	0.0884083264347602	0.0911400993738716	0.088252067131438	0.0884952312780244	183325.179385003	0	0
"GO_ACTIN_FILAMENT_BINDING"	0.108658630850407	0.102348602049401	0.0981695054087665	0.101602749563456	0.0973477009771331	0.0977446327830714	70637.563752574	0	0
"GO_ACTIN_FILAMENT_BUNDLE"	0.134375994607411	0.129110870323404	0.1228551726673	0.12920331227363	0.123085402824548	0.123587378908957	44767.6364725517	0	0
"GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION"	0.102830910670485	0.101635518580298	0.100853503695205	0.100938889334133	0.0979121766900191	0.0982306128420636	111116.478912889	0	0
"GO_ACTIN_FILAMENT_DEPOLYMERIZATION"	0.094877899555626	0.092915665255028	0.0941261449688736	0.0977269432711714	0.0952116977061982	0.0953306251560373	28711.3880787509	0	0
"GO_ACTIN_FILAMENT_NETWORK_FORMATION"	0.0646735100637418	0.0586299998446901	0.0446044977291665	0.0461682614170652	0.0486924455154283	0.0486058277249797	1411.9131209381	0	0
"GO_ACTIN_FILAMENT_ORGANIZATION"	0.106715500843133	0.103012014770873	0.10064050259486	0.103760892790081	0.100238378681387	0.100533772265001	148371.897019248	0	0
"GO_ACTIN_FILAMENT_POLYMERIZATION"	0.114448011020671	0.104950620183244	0.100905999752373	0.105608635564749	0.103789926724627	0.103912899676481	74137.4596614226	0	0
"GO_ACTIN_FILAMENT_SEVERING"	0.132403114411496	0.135018573934021	0.113735502852748	0.125101207167176	0.121737716886504	0.121940998634784	2883.53426419993	0	0
"GO_ACTIN_MEDIATED_CELL_CONTRACTION"	0.0753146625069782	0.0759216761385665	0.0732435599624496	0.0756659501045898	0.0725827521236835	0.07283862068036	80926.7145479663	0	0
"GO_ACTIN_MODIFICATION"	-0.169498787941253	-0.165128667659656	-0.161554168437174	-0.163499074547572	-0.164597399355408	-0.164490372322075	8568.39777090566	0	0
"GO_ACTIN_MONOMER_BINDING"	0.204776726756654	0.212831069325265	0.210036735492743	0.211604473692486	0.208491204642598	0.208739970045435	222061.911976669	0	0
"GO_ACTIN_NUCLEATION"	0.202789976057175	0.187559838545033	0.183428404249608	0.188605660087273	0.184443144734278	0.184818389073252	76586.5417907255	0	0
"GO_ACTIN_POLYMERIZATION_DEPENDENT_CELL_MOTILITY"	0.315556903035428	0.288809017274287	0.294538500045791	0.291925371861156	0.283224951573422	0.284267371758368	46381.5045338948	0	0
"GO_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION"	0.112701645032127	0.104635862870331	0.10118254396968	0.105272342251885	0.102878359700857	0.10306497886865	76390.7969900375	0	0
"GO_ACTININ_BINDING"	0.162305908661332	0.165701389431394	0.163925931818007	0.166270086444893	0.163935617766991	0.164091076779401	137458.315542997	0	0
"GO_ACTION_POTENTIAL"	0.0649580359059548	0.0708230871442538	0.0676654352361419	0.0689549560681615	0.0692850883326668	0.069215035887446	82942.9566748455	0	0
"GO_ACTIVATED_T_CELL_PROLIFERATION"	0.0892072168437824	0.0796990654311182	0.0773454033979138	0.0822734689493324	0.0710903733120785	0.072123733526965	11468.3539446108	0	0
"GO_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING"	0.0911476572951204	0.0853271866498962	0.0826550502371257	0.0831364301770962	0.0839752525943851	0.0839427020148712	31476.2546485553	0	0
"GO_ACTIVATION_INDUCED_CELL_DEATH_OF_T_CELLS"	0.110902303228138	0.094727681052508	0.101611697449205	0.104682173884948	0.0996041465967687	0.100003869197741	7612.13884601749	0	0
"GO_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY"	0.0708569213297474	0.070686830925686	0.0644096047032418	0.0666355981237285	0.0661680492309736	0.0662208874005039	13028.4645147811	0	0
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY"	0.156021491407637	0.115225863922923	0.101348522321217	0.107056877768154	0.100114787292141	0.101026500486786	7146.19367589817	0	0
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS"	0.149338560851634	0.131006137929366	0.132337453068469	0.131226290101071	0.121746821086353	0.122825293863301	55953.0726671393	0	0
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS_BY_CYTOCHROME_C"	0.222891255758622	0.203543208708798	0.197521357365976	0.195960962105913	0.168833594478704	0.171806440180034	7790.3815687689	0	0
"GO_ACTIVATION_OF_IMMUNE_RESPONSE"	0.120458969247946	0.104105388051856	0.100509171505784	0.102130952869281	0.0967889446323706	0.0974089823013405	91979.5988860191	0	0
"GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE"	0.147262149095398	0.123969710049524	0.119641847767412	0.120766940213758	0.11622695448595	0.116833336166688	71957.086758687	0	0
"GO_ACTIVATION_OF_JANUS_KINASE_ACTIVITY"	0.164345615760811	0.173462510039861	0.163354806422874	0.147518003393032	0.12539908433912	0.128272382842823	12231.3911318987	0	0
"GO_ACTIVATION_OF_JNKK_ACTIVITY"	0.012277300465833	0.0293563302361333	0.0297605908765574	0.0363958374396336	0.0396683285701337	0.0389999794636328	1889.32977559717	0	0
"GO_ACTIVATION_OF_MAPK_ACTIVITY"	0.0551253779279229	0.0522902152763723	0.0517374415585623	0.051595020623442	0.0503056195820449	0.050463811956113	20366.5775472851	0	0
"GO_ACTIVATION_OF_MAPKK_ACTIVITY"	0.0642033216902144	0.0624209812015057	0.0571694897893856	0.0565369033805387	0.056341727684762	0.0564647094259936	9762.35799065875	0	0
"GO_ACTIVATION_OF_MAPKKK_ACTIVITY"	0.0557112166266665	0.0329234653909123	0.0326545892183115	0.0396552600741569	0.034582193426056	0.0349746747840954	410.201697997638	0	0
"GO_ACTIVATION_OF_NF_KAPPAB_INDUCING_KINASE_ACTIVITY"	0.0509582213554859	0.0540903999124071	0.0549332289550731	0.0530239402273247	0.0557629082784907	0.0555267794668209	6933.67137074488	0	0
"GO_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY"	0.0300648176596397	0.0315578417516882	0.0400355864243589	0.038457057391084	0.0430567602210766	0.0425283874723274	2968.26920112438	0	0
"GO_ACTIVATION_OF_PHOSPHOLIPASE_D_ACTIVITY"	0.284421216102532	0.254882309163414	0.200304648572778	0.172995190687343	0.103911049626579	0.112731950833893	2334.39969040126	0	0
"GO_ACTIVATION_OF_PROTEIN_KINASE_A_ACTIVITY"	0.107683469428358	0.108704549945565	0.103073089014266	0.107232224284315	0.102949765674445	0.103301468438263	16768.17895392	0	0
"GO_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY"	0.0795181750792012	0.0762731966286126	0.0754315576358675	0.0753368907860722	0.0726382693602839	0.0729425934823313	75199.172075719	0	0
"GO_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY"	0.0520776059029463	0.047437275861481	0.051668226468173	0.0529434360673332	0.0503785415678561	0.0505601354793728	6769.72383031653	0	0
"GO_ACTIVATION_OF_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY"	-0.0356813210643082	-0.0619314491919222	-0.0660347583454245	-0.0577793592606094	-0.0586043281259819	-0.058612412250674	1962.89292540351	0	0
"GO_ACTIVATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY"	0.109290084539239	0.129361753788509	0.128553733038915	0.124584936600575	0.124032914325399	0.124127285355099	104321.674032786	0	0
"GO_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	0.0837913462130935	0.0826175521412971	0.0827354083641159	0.081692972974201	0.0809368688539822	0.0810551889727659	185828.722972001	0	0
"GO_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	0.068377289143385	0.0666459938553042	0.0660387275144045	0.0652509258356337	0.0642337938633865	0.0643821631171381	153320.806949247	0	0
"GO_ACTIVIN_ACTIVATED_RECEPTOR_ACTIVITY"	0.184679782998332	0.2083821089113	0.209893096264065	0.210059168322525	0.215482381740921	0.214776655695425	149585.144656236	0	0
"GO_ACTIVIN_BINDING"	0.129451242931661	0.146848101742665	0.134679785377291	0.133883736937388	0.133236508257186	0.133395044358728	27113.1466674402	0	0
"GO_ACTIVIN_RECEPTOR_ACTIVITY_TYPE_I"	0.0892846043958696	0.115122741086549	0.115196823368149	0.112911919356382	0.116102244699934	0.115715748367165	28381.227539448	0	0
"GO_ACTIVIN_RECEPTOR_BINDING"	-0.000904909938939578	0.0124404688739328	0.0148816097737698	0.0144476808801606	0.0153723267210872	0.0151863819754584	3538.41704702755	0	0
"GO_ACTIVIN_RECEPTOR_COMPLEX"	0.186407989626768	0.214206717091529	0.215107987530513	0.213773582949463	0.217028379153651	0.216579182908342	126423.066059708	0	0
"GO_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY"	0.110516709119599	0.119153234935706	0.11402178085787	0.112830255863406	0.11464360285849	0.114523999926423	40993.3079569858	0	0
"GO_ACTOMYOSIN"	0.145043443419881	0.140458364429591	0.135079645185534	0.140982038015678	0.134673121752034	0.135194571698668	59115.7716297619	0	0
"GO_ACTOMYOSIN_CONTRACTILE_RING_ORGANIZATION"	0.11820173011475	0.108968657483279	0.113654335513906	0.104823714964617	0.111524813852295	0.111156302085011	10949.2323509957	0	0
"GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION"	0.11421074458532	0.115565606473823	0.112843150683735	0.114273168254123	0.111858180435338	0.112078718207126	183022.962055062	0	0
"GO_ACUTE_INFLAMMATORY_RESPONSE"	0.0916401134441769	0.0963623122189889	0.0973421445448846	0.0979627919767904	0.101847148825546	0.101394620097325	103524.004405868	0	0
"GO_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS"	0.118699052341076	0.13880957916786	0.136908731028756	0.143297682236882	0.155006177987018	0.153512621447529	40134.5570062267	0	0
"GO_ACUTE_PHASE_RESPONSE"	0.0580396514382153	0.0611361222225448	0.0666023499356254	0.0666943085748252	0.068375456478828	0.0681121144893072	17807.002606927	0	0
"GO_ACYL_CARNITINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	0.11208545877418	0.118118637471658	0.106270248071084	0.103382664895588	0.109109612288022	0.108762436102632	8028.67058389082	0	0
"GO_ACYL_CARNITINE_TRANSPORT"	0.11208545877418	0.118118637471658	0.106270248071084	0.103382664895588	0.109109612288022	0.108762436102632	8028.67058389082	0	0
"GO_ACYL_COA_DEHYDROGENASE_ACTIVITY"	0.0780098102379448	0.0674095412721635	0.0701099293676533	0.0662443578582479	0.0643128417838296	0.0646689163166084	3034.30272063238	0	0
"GO_ACYL_COA_LIGASE_ACTIVITY"	-0.0669672697544898	-0.058265009168621	-0.0592709381440816	-0.0643797183149545	-0.0675285808068217	-0.0670653362545361	18678.2211084427	0	0
"GO_ACYL_COA_OXIDASE_ACTIVITY"	0.211188943982441	0.217954721091262	0.222042835685816	0.220831145172224	0.221886704920687	0.221730560828955	68285.8554407751	0	0
"GO_ACYLGLYCEROL_HOMEOSTASIS"	-0.0549350093398548	-0.0475991128863503	-0.0385441082492748	-0.0353069185466996	-0.0381372972814271	-0.0381319667398827	3868.16049780958	0	0
"GO_ACYLGLYCEROL_LIPASE_ACTIVITY"	0.142838314396724	0.140076571524087	0.119124795334184	0.126239710668084	0.122918557196532	0.123295557065261	11429.4889216845	0	0
"GO_ACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY"	0.0300652315970881	0.0389327249973927	0.0333446026101764	0.0394363237569965	0.0386654018312279	0.0385500328446704	3253.60616642142	0	0
"GO_ADA2_GCN5_ADA3_TRANSCRIPTION_ACTIVATOR_COMPLEX"	0.0881369147190712	0.0873496006416463	0.0970497888131159	0.0951450950863352	0.0981787494706663	0.0978159115216968	13200.8773544843	0	0
