""	"K"	"P"	"T"	"AveExpr"	"F"	"P.Value"	"adj.P.Val"
"GO_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_BINDING"	0.0887575916699438	0.0838142341829366	0.0888954613178266	0.0852826596508549	30372.4152343072	0	0
"GO_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_BIOSYNTHETIC_PROCESS"	0.180543094733053	0.186014410591143	0.18493494468797	0.185425306420405	148805.409472024	0	0
"GO_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_METABOLIC_PROCESS"	0.0652439850647766	0.0698017098927084	0.0691143987327553	0.0693592890604113	40762.5821141138	0	0
"GO_3_UTR_MEDIATED_MRNA_DESTABILIZATION"	0.217867641554434	0.232650248234355	0.254629466024083	0.236734917022073	97523.0877216462	0	0
"GO_3_UTR_MEDIATED_MRNA_STABILIZATION"	0.106737823567399	0.119105336706426	0.122237649222293	0.119044231336021	27194.7055842125	0	0
"GO_3M_COMPLEX"	0.0571106881065934	0.0629941236113427	0.0610201145393343	0.0621752253862046	13164.0349994236	0	0
"GO_4_HYDROXYPROLINE_METABOLIC_PROCESS"	0.126374121198333	0.12018320139512	0.120739546988278	0.120698142023406	15416.1254546055	0	0
"GO_4_IRON_4_SULFUR_CLUSTER_BINDING"	0.0867139540971256	0.0818784359907499	0.0797298856516784	0.0816916831651978	26783.1087427948	0	0
"GO_5_3_DNA_HELICASE_ACTIVITY"	-0.11299499071462	-0.115765664277314	-0.114274317077206	-0.11525194530925	13919.513931718	0	0
"GO_5_3_EXODEOXYRIBONUCLEASE_ACTIVITY"	0.203451067052177	0.211777912219537	0.208087874541527	0.210414582035591	118892.1402786	0	0
"GO_5_3_EXONUCLEASE_ACTIVITY"	0.142889231152916	0.107137708062578	0.103660759886219	0.108586113925621	34908.0395287076	0	0
"GO_5_DEOXYRIBOSE_5_PHOSPHATE_LYASE_ACTIVITY"	0.166540162215411	0.202128473704161	0.188873244948116	0.196875295951488	8189.02281072678	0	0
"GO_5S_CLASS_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_III"	0.15348498506377	0.148310056174336	0.154871760697082	0.150130552969715	30864.4321562892	0	0
"GO_5S_RRNA_BINDING"	0.284420910376207	0.201328263154123	0.199003099792494	0.206006964471365	79687.875186221	0	0
"GO_7S_RNA_BINDING"	0.200432009756227	0.194886821533589	0.199018309523888	0.196176429784541	28737.4550208577	0	0
"GO_7SK_SNRNA_BINDING"	0.0427937663632536	0.0469530483406358	0.0344644199154935	0.0438448573131317	849.724441046816	0	0
"GO_90S_PRERIBOSOME"	0.0219316160034466	0.0322192155412883	0.0250297572329157	0.0299350892168025	2363.96418997041	0	0
"GO_9PLUS0_NON_MOTILE_CILIUM"	0.106967007462257	0.104508104838146	0.104192283603812	0.10459023812851	303569.529422239	0	0
"GO_9PLUS2_MOTILE_CILIUM"	0.0641515194878011	0.0708908773394869	0.0714353371781273	0.0705925446846765	110242.668656963	0	0
"GO_A_BAND"	0.270677446589375	0.261117087867564	0.261673890440053	0.26184335347993	757097.085189604	0	0
"GO_ABSCISSION"	-0.14488843762846	-0.161096360895066	-0.162648643461494	-0.160434257713922	15085.7736710232	0	0
"GO_ACETATE_ESTER_TRANSPORT"	-0.0515792474567807	-0.0439222567206556	-0.041461914390278	-0.043841284378148	3714.80062022842	0	0
"GO_ACETYL_COA_BIOSYNTHETIC_PROCESS"	0.0776612012461512	0.0468953347943427	0.0483352332223244	0.049152264320002	7675.70056252155	0	0
"GO_ACETYL_COA_BIOSYNTHETIC_PROCESS_FROM_PYRUVATE"	0.113201207770964	0.091859487210433	0.0935158537123532	0.0935749987247048	25788.8605282912	0	0
"GO_ACETYL_COA_C_ACYLTRANSFERASE_ACTIVITY"	0.321198766630204	0.204567622602808	0.219682818509191	0.215325230942214	32574.7392701242	0	0
"GO_ACETYL_COA_HYDROLASE_ACTIVITY"	0.0286806736718958	-0.0545729118223948	-0.0270740622032373	-0.0430841276471313	946.776805155601	0	0
"GO_ACETYL_COA_METABOLIC_PROCESS"	0.0656298395434537	0.0421471445766204	0.0431056582248783	0.0438377546069572	10968.7132505225	0	0
"GO_ACETYLCHOLINE_GATED_CATION_SELECTIVE_CHANNEL_ACTIVITY"	-0.0138205467251653	-0.0120269591448043	-0.0108906393133817	-0.0118803087208976	1729.06281572164	0	0
"GO_ACETYLCHOLINE_GATED_CHANNEL_COMPLEX"	-0.0137482070438296	-0.0111801441009133	-0.0104764322428982	-0.0111806797377185	1532.52047303082	0	0
"GO_ACETYLCHOLINE_METABOLIC_PROCESS"	0.210726806027283	0.207867761121862	0.204728132625747	0.207331138888646	403727.643976836	0	0
"GO_ACETYLCHOLINE_RECEPTOR_ACTIVITY"	-0.0162843082503473	-0.0146366058649474	-0.014574016619939	-0.014725625164765	3868.08616693186	0	0
"GO_ACETYLCHOLINE_RECEPTOR_BINDING"	0.115159511536697	0.116964762522145	0.111220499435272	0.115541881411492	42360.8175546292	0	0
"GO_ACETYLCHOLINE_RECEPTOR_INHIBITOR_ACTIVITY"	0.132586389722271	0.161841531297812	0.15841526046477	0.159226404086882	12556.7652688428	0	0
"GO_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY"	0.105944025629073	0.108498272335566	0.10772835946433	0.108162610476077	244477.128760682	0	0
"GO_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY"	0.111536521288237	0.120574152944697	0.11585139632676	0.118930801481724	157858.401145701	0	0
"GO_ACETYLTRANSFERASE_ACTIVITY"	0.0661198624939293	0.0675842485196252	0.0665180364880875	0.0672493496147837	40070.0176944012	0	0
"GO_ACID_AMINO_ACID_LIGASE_ACTIVITY"	0.0964854286930766	0.0926850023747437	0.0895517545287979	0.0922088475479855	32995.7865650869	0	0
"GO_ACID_PHOSPHATASE_ACTIVITY"	0.128055073265174	0.110502281433198	0.127824816404179	0.115552224487721	16417.074937391	0	0
"GO_ACID_SECRETION"	0.0530691212682879	0.0447842705091042	0.0448547803735625	0.0453197013812218	52124.4979688256	0	0
"GO_ACID_THIOL_LIGASE_ACTIVITY"	-0.0154879201809134	-0.040191854232249	-0.0419315746947934	-0.0390398962617085	10501.4877068664	0	0
"GO_ACIDIC_AMINO_ACID_TRANSPORT"	0.0466228345164589	0.0448429621689147	0.0446331988178537	0.0449067105534622	23938.0280694231	0	0
"GO_ACROSIN_BINDING"	0.0466872762020197	0.0487012975458114	0.0452602266633421	0.0477904662218656	6335.23498002179	0	0
"GO_ACROSOMAL_MEMBRANE"	0.0184848365540755	0.0195238327791971	0.0228712904045888	0.0202219346934302	825.232424303037	0	0
"GO_ACROSOMAL_VESICLE"	0.0220457954736621	0.0196255102523015	0.0237564049750374	0.0207190917240965	5537.34707290643	0	0
"GO_ACROSOMAL_VESICLE_EXOCYTOSIS"	0.098657413261656	0.103320103992696	0.100951842404713	0.10248783972704	37882.2195633109	0	0
"GO_ACROSOME_ASSEMBLY"	-0.0382439434256876	-0.034348803938739	-0.029886619305743	-0.0335755835225973	2661.06728384362	0	0
"GO_ACROSOME_REACTION"	0.0270991193220703	0.0284676151048212	0.0278357269274851	0.0282377548671995	10299.1804154473	0	0
"GO_ACTIN_BASED_CELL_PROJECTION"	0.0835105250719376	0.0781345274132479	0.0835439594193013	0.0797049059164754	148441.18441592	0	0
"GO_ACTIN_BINDING"	0.0858801828897681	0.0920553342518684	0.0950570592087292	0.0923526364006257	280628.144804861	0	0
"GO_ACTIN_CORTICAL_PATCH_LOCALIZATION"	0.128679621968642	0.140226857464522	0.144950771639345	0.140580064562499	25822.0343391192	0	0
"GO_ACTIN_CROSSLINK_FORMATION"	0.0187596084052266	0.0368770205337756	0.0175723587789016	0.0313397501733073	1783.74827008003	0	0
"GO_ACTIN_CYTOSKELETON"	0.0884852779008277	0.0917170375427835	0.0963380047474048	0.0925680464640952	271192.971131777	0	0
"GO_ACTIN_CYTOSKELETON_REORGANIZATION"	0.092396994058481	0.101601605305222	0.107732967686629	0.102422568840046	131711.892907864	0	0
"GO_ACTIN_DEPENDENT_ATPASE_ACTIVITY"	0.0380221981819164	0.0661553410098821	0.0891438280584819	0.069633219095654	3575.08699577231	0	0
"GO_ACTIN_FILAMENT"	0.0662778887690111	0.0748753505921476	0.0823939572434432	0.0760506718767733	57172.538948332	0	0
"GO_ACTIN_FILAMENT_BASED_MOVEMENT"	0.0648978951850752	0.0685676074251049	0.0731847090190981	0.0693902809367026	88304.6528778205	0	0
"GO_ACTIN_FILAMENT_BASED_PROCESS"	0.0838690904842033	0.087242106907087	0.0911120826162553	0.0879130317715496	360240.389204518	0	0
"GO_ACTIN_FILAMENT_BINDING"	0.0883470879492949	0.0959687596584254	0.100892000606707	0.0966134967751505	137286.699469283	0	0
"GO_ACTIN_FILAMENT_BUNDLE"	0.110972874495451	0.120776469024755	0.128546369829134	0.121933477262182	85772.7847532131	0	0
"GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION"	0.0932736025101649	0.0967563753534162	0.101795185071503	0.0976869187145854	219474.220307127	0	0
"GO_ACTIN_FILAMENT_DEPOLYMERIZATION"	0.0918442915415972	0.0944870309120142	0.0956249900602322	0.0945808241335041	56478.4917245295	0	0
"GO_ACTIN_FILAMENT_NETWORK_FORMATION"	0.0294468383496783	0.0468822385086535	0.0486902636947241	0.0462014985405574	2512.28923013686	0	0
"GO_ACTIN_FILAMENT_ORGANIZATION"	0.0947904120817728	0.0989002646881061	0.103857855868027	0.0997729800051088	284800.361348384	0	0
"GO_ACTIN_FILAMENT_POLYMERIZATION"	0.098423666634753	0.102462037272584	0.105762509253667	0.102961403799904	136197.825642518	0	0
"GO_ACTIN_FILAMENT_SEVERING"	0.0939851970256804	0.118850987880011	0.12162276436499	0.117924196450289	5322.63076442367	0	0
"GO_ACTIN_MEDIATED_CELL_CONTRACTION"	0.0721728925858401	0.0720584893096245	0.0751712337639555	0.0727753791026683	160296.179202709	0	0
"GO_ACTIN_MODIFICATION"	-0.164321319968461	-0.164808915537607	-0.165109743805212	-0.164846939568823	17029.5431167391	0	0
"GO_ACTIN_MONOMER_BINDING"	0.197095488550327	0.208068568294108	0.209828573877071	0.20778198462804	403653.157390782	0	0
"GO_ACTIN_NUCLEATION"	0.164735207010671	0.182360293196918	0.187183688641499	0.182355178800309	137450.255325397	0	0
"GO_ACTIN_POLYMERIZATION_DEPENDENT_CELL_MOTILITY"	0.268314401415519	0.278500136210323	0.29527539413291	0.281686446525625	87543.6007816341	0	0
"GO_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION"	0.0975256892092603	0.101493053343181	0.105250531858413	0.102101070386687	141015.123800219	0	0
"GO_ACTININ_BINDING"	0.153459854249473	0.16420027144845	0.16438789153861	0.163569762579908	275550.482068832	0	0
"GO_ACTION_POTENTIAL"	0.0698125556008137	0.0695224014176547	0.0684056204129701	0.0692859598497915	161858.573948525	0	0
"GO_ACTIVATED_T_CELL_PROLIFERATION"	0.0678890978436434	0.0685067901955015	0.082129651004759	0.0715741354506014	23330.3197958228	0	0
"GO_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING"	0.0779812098189312	0.0839894715819351	0.0832182598750714	0.0834369909479938	61826.0112338981	0	0
"GO_ACTIVATION_INDUCED_CELL_DEATH_OF_T_CELLS"	0.0903214703643162	0.0977763466127222	0.105021606072318	0.0989609691700403	15123.7736005784	0	0
"GO_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY"	0.0590494355031964	0.066024398923536	0.0658359704880042	0.0655441953545227	25242.9611988261	0	0
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY"	0.111545241437255	0.0973408754930751	0.110122895283705	0.10114565940833	14132.8344717821	0	0
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS"	0.140236243405901	0.119198197389717	0.132064974009806	0.123450690672021	115657.241916062	0	0
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS_BY_CYTOCHROME_C"	0.164763453325612	0.160716877974113	0.201675993931723	0.170309388610579	16181.6256619381	0	0
"GO_ACTIVATION_OF_IMMUNE_RESPONSE"	0.094832642078691	0.0947339606641981	0.103538331501235	0.0967475784462114	179066.819416037	0	0
"GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE"	0.115569437598336	0.114198223648967	0.122584267002885	0.116196232633066	137388.257937413	0	0
"GO_ACTIVATION_OF_JANUS_KINASE_ACTIVITY"	0.154150441029501	0.120198830106485	0.1546270249835	0.130176928480362	27177.5802392683	0	0
"GO_ACTIVATION_OF_JNKK_ACTIVITY"	0.0380702140538475	0.0400069350344274	0.0352036750446415	0.0387903648987299	3790.98460183422	0	0
"GO_ACTIVATION_OF_JUN_KINASE_ACTIVITY"	-0.0227300342723897	-0.0132990301126713	-0.01364248932412	-0.0139685437074529	589.103854085488	0	0
"GO_ACTIVATION_OF_MAPK_ACTIVITY"	0.0453142549894964	0.0494871294559688	0.0520389179262463	0.0498073614800293	39331.762797247	0	0
"GO_ACTIVATION_OF_MAPKK_ACTIVITY"	0.0531196610566595	0.0556510973090229	0.0587577704896368	0.0562007424775093	19516.9588018111	0	0
"GO_ACTIVATION_OF_MAPKKK_ACTIVITY"	0.0169803921834471	0.0312293213640478	0.0419144058807701	0.032772337418061	760.813803371812	0	0
"GO_ACTIVATION_OF_NF_KAPPAB_INDUCING_KINASE_ACTIVITY"	0.0517438593081505	0.0564129425208139	0.0530777288602983	0.0553598085934289	13715.5304557353	0	0
"GO_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY"	0.0316572419842864	0.0427889095672913	0.0402399839546273	0.0415099309454751	5757.5614092086	0	0
"GO_ACTIVATION_OF_PHOSPHOLIPASE_D_ACTIVITY"	0.176228791972615	0.0916045237202406	0.183519842112836	0.11786644437478	5640.65583673587	0	0
"GO_ACTIVATION_OF_PROTEIN_KINASE_A_ACTIVITY"	0.09613787737737	0.102324839912733	0.105884601894879	0.102748636322454	33555.846505276	0	0
"GO_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY"	0.0701750765573809	0.0715991928274985	0.076310174551752	0.0725840415738331	152844.228846692	0	0
"GO_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY"	0.0587307270794641	0.0498082657473199	0.0523352963280811	0.0509437631950198	13780.5110181022	0	0
"GO_ACTIVATION_OF_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY"	-0.0512933688093578	-0.0587785782119649	-0.0588150479793187	-0.0583176664244836	3700.08084480415	0	0
"GO_ACTIVATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY"	0.129113498509462	0.124977403731083	0.123613971443118	0.124925816046405	182056.515747978	0	0
"GO_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	0.0956393422540769	0.080812112364208	0.0819661456578471	0.0820047145284369	317417.47634715	0	0
"GO_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	0.075228577478871	0.0640094460195643	0.0656302344226349	0.0650822885184894	269750.598043846	0	0
"GO_ACTIVIN_ACTIVATED_RECEPTOR_ACTIVITY"	0.207440096233547	0.217103861108312	0.208886535714495	0.214624483449535	295504.344973888	0	0
"GO_ACTIVIN_BINDING"	0.123852355245151	0.131678195390953	0.137904029206316	0.13260713013057	53854.2470287174	0	0
"GO_ACTIVIN_RECEPTOR_ACTIVITY_TYPE_I"	0.112774353343311	0.11718165540894	0.112700694631266	0.115883696897321	56185.4404213342	0	0
"GO_ACTIVIN_RECEPTOR_BINDING"	0.0121951347603479	0.0160955595157864	0.0138215270835657	0.0153325642162149	6757.96653510699	0	0
"GO_ACTIVIN_RECEPTOR_COMPLEX"	0.212943112859807	0.218322065426591	0.21296551720906	0.21676355940337	249124.949205395	0	0
"GO_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY"	0.104277979365568	0.114251207046842	0.114663391448623	0.113719992723723	81497.5833464573	0	0
"GO_ACTOMYOSIN"	0.115508730602308	0.132404512522413	0.140363226391143	0.133159981313644	114833.11722283	0	0
"GO_ACTOMYOSIN_CONTRACTILE_RING_ORGANIZATION"	0.107236851667132	0.112786671267998	0.105910743367404	0.110871029427299	22165.5777756335	0	0
"GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION"	0.106493010567436	0.111112624188226	0.114348282706429	0.111560776474829	363853.532786553	0	0
"GO_ACUTE_INFLAMMATORY_RESPONSE"	0.111200071610514	0.10160231023542	0.100469257090952	0.101945626663361	196577.427115177	0	0
"GO_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS"	0.147853780382933	0.154585762281416	0.148388407583723	0.152750731362031	74574.3918989328	0	0
"GO_ACUTE_PHASE_RESPONSE"	0.088740936926323	0.068124672558431	0.0680977140638516	0.0694109024110316	35084.0844801778	0	0
"GO_ACYL_CARNITINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	0.105391255590653	0.109325629479075	0.107672198059585	0.108702005512136	16101.7530741914	0	0
"GO_ACYL_CARNITINE_TRANSPORT"	0.105391255590653	0.109325629479075	0.107672198059585	0.108702005512136	16101.7530741914	0	0
"GO_ACYL_COA_DEHYDROGENASE_ACTIVITY"	0.104156483889903	0.0633903233787413	0.0675877259201875	0.0669028655857169	6245.87608591479	0	0
"GO_ACYL_COA_LIGASE_ACTIVITY"	-0.033845446427823	-0.067622989461035	-0.0648046685889237	-0.0648629804511643	26230.3845624333	0	0
"GO_ACYL_COA_OXIDASE_ACTIVITY"	0.241257891334707	0.222699649615942	0.219634640595829	0.223164180075805	135139.242633416	0	0
"GO_ACYLGLYCEROL_HOMEOSTASIS"	0.0022571709458678	-0.0378785382178614	-0.0383331740891067	-0.0354662005986334	6585.82058890746	0	0
"GO_ACYLGLYCEROL_LIPASE_ACTIVITY"	0.137413211759148	0.122651178969679	0.126234929576182	0.124393679360492	22510.4303277158	0	0
"GO_ACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY"	0.0382539459715284	0.0385763829525915	0.0387376517925089	0.0385929402111874	6402.7856462427	0	0
"GO_ADA2_GCN5_ADA3_TRANSCRIPTION_ACTIVATOR_COMPLEX"	0.0885092221890486	0.0994340423068085	0.0918465106840165	0.0970192080838658	26348.8744382514	0	0
"GO_ADAPTATION_OF_SIGNALING_PATHWAY"	0.0194724659016732	0.0249715177150171	0.0193385431626995	0.0233424566943187	1314.68875493442	0	0
"GO_ADAPTIVE_IMMUNE_RESPONSE"	0.0695769530531632	0.073310247454452	0.0819005766964347	0.0750348469502401	392105.596249523	0	0
"GO_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS"	0.068034248327234	0.0672770314128413	0.0746624085582747	0.0690083947314356	198060.550612341	0	0
"GO_ADAPTIVE_THERMOGENESIS"	0.129571794587912	0.124094674493394	0.125774210904285	0.124820960988209	391924.03328773	0	0
"GO_ADENOHYPOPHYSIS_DEVELOPMENT"	0.119664004535785	0.119853361238102	0.116885991018195	0.119164918728534	270066.108464625	0	0
"GO_ADENOSINE_DEAMINASE_ACTIVITY"	-0.118474627108152	-0.126273427767563	-0.122002394656569	-0.124810729951555	23583.4912494455	0	0
"GO_ADENOSINE_RECEPTOR_BINDING"	0.0792655657512743	0.0558312227120347	0.0537540839172401	0.056826660811875	13719.4388787125	0	0
"GO_ADENOSINE_RECEPTOR_SIGNALING_PATHWAY"	0.0268433364947428	0.025600177255707	0.03033018167707	0.0267565673650993	1774.45396889094	0	0
"GO_ADENOSINE_TO_INOSINE_EDITING"	0.0167139895713355	0.0187149937109902	0.0189921583696095	0.0186527509543671	671.588831129457	0	0
"GO_ADENYL_NUCLEOTIDE_BINDING"	0.0737013076375835	0.0748584456651635	0.0759678754214401	0.0750388623037473	338547.403713365	0	0
"GO_ADENYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY"	0.178933849951666	0.152823833816753	0.181839501806298	0.161076286588828	25149.0516666542	0	0
"GO_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_PROCESS"	0.196747431406924	0.196390107497107	0.218383437291632	0.201427074182646	31353.7948122367	0	0
"GO_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY"	0.0188689816705198	0.0255646570188197	0.0350528428847527	0.027308267956654	8730.41537778582	0	0
"GO_ADENYLATE_CYCLASE_ACTIVATOR_ACTIVITY"	0.269187128212298	0.285169315406892	0.301192901339072	0.287820877963825	18421.1217945812	0	0
"GO_ADENYLATE_CYCLASE_ACTIVITY"	0.0232025055752864	0.0295103526191766	0.0287974333079004	0.0289523827129884	2523.589860333	0	0
"GO_ADENYLATE_CYCLASE_BINDING"	0.221329559157472	0.23025578195425	0.23606008382757	0.231019625787542	86933.3465547713	0	0
"GO_ADENYLATE_CYCLASE_INHIBITING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY"	0.219096075312688	0.174133897865707	0.198844136703137	0.182586485358045	108444.967753349	0	0
"GO_ADENYLATE_CYCLASE_INHIBITING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY"	0.0185608604629029	0.0531373080899413	0.0481214655804379	0.04982617425367	1821.75275566329	0	0
"GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY"	0.0182003763573315	0.0186752496460371	0.0156206283210039	0.0179490152922077	5760.16512186415	0	0
"GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY"	0.221158438979629	0.225210031079754	0.22142969158321	0.224094115490938	713281.601060492	0	0
"GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY"	0.078984050948456	0.0780800341122556	0.0797679918273475	0.0785215655243222	168356.711887836	0	0
"GO_ADENYLATE_CYCLASE_INHIBITING_SEROTONIN_RECEPTOR_SIGNALING_PATHWAY"	0.286532580583361	0.290620986185264	0.286449301690794	0.289413534637362	1036863.89948432	0	0
"GO_ADENYLATE_KINASE_ACTIVITY"	0.228172366689939	0.215899625631015	0.212831102064538	0.215969334137523	301789.275835379	0	0
"GO_ADENYLYLTRANSFERASE_ACTIVITY"	-0.0404466955776895	-0.0504851202721958	-0.0504701509108218	-0.0498524261647925	13616.7150166737	0	0
"GO_ADHERENS_JUNCTION"	0.0269210751712851	0.0315217927234587	0.0331594562751394	0.0316067803171258	25905.1112075688	0	0
"GO_ADHERENS_JUNCTION_ASSEMBLY"	-0.0230560442321981	-0.0257740194553593	-0.0192070464987787	-0.0241063410545091	1259.49143650404	0	0
"GO_ADHERENS_JUNCTION_MAINTENANCE"	-0.165607239773724	-0.172040434295102	-0.171683105828317	-0.171555682835672	240868.043277405	0	0
