""	"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"SEC11C"	1.17347899957238e-07	0.301191547593747	0.437	0.352	0.00459358354382608	"3"	"SEC11C"
"GANAB"	1.17755595051382e-07	0.300449890523829	0.276	0.193	0.00460954276828633	"3"	"GANAB"
"KIN"	1.18152135458522e-07	0.341374725038635	0.224	0.145	0.00462506534252385	"3"	"KIN"
"MCOLN1"	1.25283032240269e-07	0.297465837150851	0.321	0.232	0.00490420429704532	"3"	"MCOLN1"
"OSBPL1A"	1.31768792450391e-07	0.292591772560314	0.26	0.173	0.00515808938047057	"3"	"OSBPL1A"
"GCHFR"	1.34714925335706e-07	0.570008681944491	0.208	0.134	0.0052734157522662	"3"	"GCHFR"
"NCF1"	1.40243424618327e-07	0.365458726531517	0.648	0.572	0.0054898288566844	"3"	"NCF1"
"LILRB21"	1.40390689654541e-07	0.258540421000443	0.579	0.492	0.00549559354652702	"3"	"LILRB2"
"AHCY"	1.40401052370755e-07	0.349004303442941	0.425	0.337	0.00549599919505319	"3"	"AHCY"
"GALE"	1.45237802799369e-07	0.358248160186322	0.133	0.074	0.00568533379058128	"3"	"GALE"
"TXNIP"	1.57200703313221e-07	0.301758770335859	0.885	0.843	0.00615362153119605	"3"	"TXNIP"
"BLNK"	1.58892078238e-07	0.367350332163312	0.299	0.216	0.00621983040262651	"3"	"BLNK"
"TNFSF13B"	1.65914410906902e-07	0.256489369983968	0.72	0.666	0.00649471961495069	"3"	"TNFSF13B"
"NCK1"	1.68874274774744e-07	0.255324311804277	0.343	0.252	0.00661058348605734	"3"	"NCK1"
"SCCPDH"	1.76642311460873e-07	0.305996572252556	0.214	0.138	0.00691466328213588	"3"	"SCCPDH"
"SLC2A8"	1.88014514268475e-07	0.388850910760199	0.187	0.116	0.00735982816103944	"3"	"SLC2A8"
"CCDC124"	1.89030612004986e-07	0.32571951329391	0.488	0.417	0.00739960330693516	"3"	"CCDC124"
"MPEG11"	1.94297817781652e-07	0.252836308593579	0.526	0.435	0.00760578807706277	"3"	"MPEG1"
"MORN2"	1.9492233993369e-07	0.417947577846824	0.13	0.071	0.00763023499670431	"3"	"MORN2"
"DRAM2"	1.97282832781528e-07	0.251030602996257	0.617	0.551	0.00772263648923292	"3"	"DRAM2"
"CHMP2A"	2.09812374780239e-07	0.29792331627993	0.613	0.559	0.00821310541077244	"3"	"CHMP2A"
"CHMP3"	2.22084060448496e-07	0.271013463924095	0.454	0.363	0.00869348054625636	"3"	"CHMP3"
"SGPL1"	2.30132219857698e-07	0.282612921292849	0.214	0.136	0.0090085257463296	"3"	"SGPL1"
"GYPC"	2.31018488332001e-07	0.466817782974602	0.35	0.267	0.00904321872575618	"3"	"GYPC"
"MBD3"	2.33263176884133e-07	0.32584102881274	0.132	0.073	0.00913108705912937	"3"	"MBD3"
"HS1BP3"	2.34354047178763e-07	0.317372448784048	0.17	0.102	0.00917378917681267	"3"	"HS1BP3"
"SMS"	2.35005627505094e-07	0.322122775190975	0.575	0.521	0.00919929528868692	"3"	"SMS"
"TIMM8B"	2.37162271993258e-07	0.348323605150081	0.535	0.473	0.0092837171371761	"3"	"TIMM8B"
"MMD"	2.38931327067407e-07	0.297244514029805	0.248	0.17	0.00935296679805365	"3"	"MMD"
"MED11"	2.51862277132152e-07	0.338176292670097	0.238	0.16	0.00985914883833811	"3"	"MED11"
"TEX264"	2.61733817893486e-07	0.265024696898855	0.426	0.337	0.0102455703014405	"3"	"TEX264"
"NDUFS6"	2.63326250653248e-07	0.263928519633351	0.686	0.634	0.0103079060818214	"3"	"NDUFS6"
"COMMD4"	2.73352860864645e-07	0.345013855255407	0.343	0.26	0.0107003977385465	"3"	"COMMD4"
"CALU"	3.09201530376813e-07	0.251637105918803	0.305	0.22	0.0121036939066003	"3"	"CALU"
"OLFML2B1"	3.18957371281687e-07	0.322720809534328	0.227	0.149	0.0124855862988216	"3"	"OLFML2B"
"FFAR4"	3.3584531027548e-07	0.357138161004253	0.142	0.082	0.0131466646707337	"3"	"FFAR4"
"P2RX4"	3.50772123786137e-07	0.306471392601927	0.317	0.229	0.0137309747856083	"3"	"P2RX4"
"ISOC2"	3.52655387137548e-07	0.422429061917801	0.318	0.237	0.0138046951294993	"3"	"ISOC2"
"MRPL40"	3.66247988129667e-07	0.307404073248287	0.381	0.302	0.0143367774953358	"3"	"MRPL40"
"SLC52A2"	3.71730729507167e-07	0.373829925261732	0.239	0.163	0.0145513994065581	"3"	"SLC52A2"
"MGAT4A"	4.1269600911195e-07	0.26088538193425	0.575	0.508	0.0161549852766873	"3"	"MGAT4A"
"RMDN3"	4.47613184179328e-07	0.436169310647292	0.24	0.166	0.0175218180946998	"3"	"RMDN3"
"SDHD"	4.82316372899164e-07	0.254742124521107	0.632	0.587	0.0188802744171378	"3"	"SDHD"
"NLN"	5.03709203636599e-07	0.310553226471225	0.146	0.084	0.0197176967763547	"3"	"NLN"
"MSRB2"	5.16238032599093e-07	0.320134145138799	0.25	0.17	0.0202081377860915	"3"	"MSRB2"
"NGFRAP1"	5.33598093591069e-07	0.472767615553142	0.125	0.07	0.0208876973736224	"3"	"NGFRAP1"
"RPS19BP1"	5.59891698759425e-07	0.308667607424808	0.543	0.466	0.0219169605479377	"3"	"RPS19BP1"
"NOL8"	5.73042008411529e-07	0.277485606317918	0.257	0.177	0.0224317294192693	"3"	"NOL8"
"CISD2"	5.73716994756206e-07	0.320156418297808	0.519	0.452	0.0224581517597317	"3"	"CISD2"
"LRRC25"	5.83962747019182e-07	0.288398764041393	0.513	0.431	0.0228592217320659	"3"	"LRRC25"
"YIPF5"	5.99732339335966e-07	0.266721232333378	0.269	0.188	0.0234765224233064	"3"	"YIPF5"
"NADK1"	6.1168081298863e-07	0.253286322957496	0.298	0.211	0.0239442454244399	"3"	"NADK"
"HAMP"	6.38512099672581e-07	0.454659399100373	0.144	0.085	0.0249945561416832	"3"	"HAMP"
"NCEH1"	6.40176959647376e-07	0.254500213541502	0.235	0.159	0.0250597270853965	"3"	"NCEH1"
"PCBD1"	6.56097285114995e-07	0.367745759835059	0.507	0.434	0.0256829282258265	"3"	"PCBD1"
"RNF181"	6.62672263059958e-07	0.259016542057468	0.713	0.656	0.0259403057374821	"3"	"RNF181"
"DYNLT3"	6.72162897704993e-07	0.315331439363504	0.293	0.213	0.026311816630662	"3"	"DYNLT3"
"LINC00998"	6.78394997404137e-07	0.30158983835974	0.32	0.243	0.0265557721733849	"3"	"LINC00998"
"ABHD12"	6.83948184369601e-07	0.267530097726988	0.474	0.398	0.026773151677148	"3"	"ABHD12"
"CREBL2"	7.07251610835865e-07	0.281270749042206	0.424	0.337	0.0276853643061699	"3"	"CREBL2"
"RNF135"	7.13821910625279e-07	0.256890167678336	0.399	0.316	0.0279425586914265	"3"	"RNF135"
"DEGS1"	7.58145470489849e-07	0.252122610666092	0.507	0.436	0.0296776044423252	"3"	"DEGS1"
"CRELD2"	7.66597275733757e-07	0.259486443167122	0.245	0.169	0.0300084503585979	"3"	"CRELD2"
"MIEN1"	8.00807315392587e-07	0.250661458450956	0.493	0.411	0.0313476023610428	"3"	"MIEN1"
"SHMT1"	8.5071196178906e-07	0.569657774626975	0.204	0.132	0.0333011197442327	"3"	"SHMT1"
"ETFB"	9.06431131804018e-07	0.424385096040018	0.556	0.489	0.0354822466544683	"3"	"ETFB"
"SPTSSA"	9.42325220945758e-07	0.296203639364823	0.392	0.311	0.0368873207739217	"3"	"SPTSSA"
"SPPL2A"	9.62753137485142e-07	0.266152112416311	0.436	0.354	0.0376869715668559	"3"	"SPPL2A"
"SLC33A1"	9.77937049350123e-07	0.286459573719393	0.176	0.111	0.0382813457968105	"3"	"SLC33A1"
"GBP1"	1.04538823559583e-06	0.527976785322282	0.363	0.29	0.0409217224823988	"3"	"GBP1"
"GBP5"	1.04593939114426e-06	0.469383618078681	0.223	0.155	0.0409432974663422	"3"	"GBP5"
"C21orf33"	1.15295101858557e-06	0.370076246916448	0.17	0.108	0.0451322676225322	"3"	"C21orf33"
"ALDH3A2"	1.20325123467806e-06	0.583976103160523	0.22	0.148	0.0471012695814726	"3"	"ALDH3A2"
"MRFAP1L1"	1.23841063939099e-06	0.278952551213962	0.232	0.157	0.0484775844789602	"3"	"MRFAP1L1"
"PSEN2"	1.2733789932155e-06	0.275211506318714	0.124	0.07	0.0498464206894209	"3"	"PSEN2"
"ADPRHL2"	1.27365584893726e-06	0.30282891295685	0.224	0.152	0.0498572582066492	"3"	"ADPRHL2"
"HS3ST11"	1.27751591135834e-06	0.288141046503169	0.226	0.152	0.0500083603501221	"3"	"HS3ST1"
"SULT1A11"	1.32599213423927e-06	0.265278610112836	0.262	0.185	0.0519059620947961	"3"	"SULT1A1"
"ICMT"	1.34237713993588e-06	0.30954982302458	0.117	0.065	0.0525473531427899	"3"	"ICMT"
"APOL2"	1.39040514395401e-06	0.295740756793542	0.137	0.08	0.0544274093600795	"3"	"APOL2"
"DPY30"	1.49079905216891e-06	0.255486417859034	0.383	0.303	0.058357328897152	"3"	"DPY30"
"CCND1"	1.50445089655243e-06	0.362275156133815	0.226	0.157	0.0588917303455451	"3"	"CCND1"
"REEP4"	1.51689307293754e-06	0.333311789058114	0.362	0.277	0.0593787793401401	"3"	"REEP4"
"HYOU1"	1.59229503478872e-06	0.266382302171107	0.221	0.149	0.0623303891368046	"3"	"HYOU1"
"MX1"	1.62110838377508e-06	0.345878828934999	0.317	0.237	0.0634582876828754	"3"	"MX1"
"LINC00116"	1.64167631041042e-06	0.318774941476341	0.418	0.341	0.0642634191710158	"3"	"LINC00116"
"UROD"	1.7405866283904e-06	0.390790449493904	0.352	0.27	0.0681352635683423	"3"	"UROD"
"SERPINF1"	1.91063464925945e-06	0.295107029051497	0.519	0.443	0.0747917933452611	"3"	"SERPINF1"
"ARHGAP22"	2.34543253019021e-06	0.253301436864978	0.22	0.149	0.0918119563942959	"3"	"ARHGAP22"
"IL18BP"	2.38619098599182e-06	0.371411444232486	0.298	0.228	0.0934074461466496	"3"	"IL18BP"
"ARL1"	2.43801872124987e-06	0.290310869787041	0.288	0.209	0.0954362428433263	"3"	"ARL1"
"PSMC5"	2.4758159895803e-06	0.281702405698781	0.565	0.497	0.096915816912121	"3"	"PSMC5"
"MESDC2"	2.84585985120573e-06	0.284012070940211	0.405	0.329	0.111401183875448	"3"	"MESDC2"
"HMGCL"	2.90870406192977e-06	0.405336097925392	0.198	0.131	0.113861220504241	"3"	"HMGCL"
"CNDP2"	2.99275352824033e-06	0.268991815065071	0.621	0.556	0.117151336862968	"3"	"CNDP2"
"CYP4V2"	3.17829683984691e-06	0.340055960813847	0.139	0.083	0.124414429795807	"3"	"CYP4V2"
"MRPL35"	3.37573531297483e-06	0.286586873479242	0.199	0.134	0.1321431588264	"3"	"MRPL35"
"PSMA4"	3.40031442129125e-06	0.285261404566827	0.619	0.568	0.133105308021446	"3"	"PSMA4"
"SNX27"	3.55582331180533e-06	0.298631701267711	0.324	0.24	0.13919270354062	"3"	"SNX27"
"HAGHL"	3.60289783834277e-06	0.293270735402171	0.106	0.058	0.141035435881928	"3"	"HAGHL"
"SLC39A7"	3.62371824391499e-06	0.359128563008536	0.229	0.159	0.141850450658052	"3"	"SLC39A7"
"TMEM179B"	3.63138674324495e-06	0.300739384301657	0.605	0.547	0.142150634064324	"3"	"TMEM179B"
"ACAA2"	3.70471934882751e-06	0.562094428190352	0.433	0.366	0.145021238909853	"3"	"ACAA2"
"CX3CR1"	3.88098415393443e-06	0.422142836603221	0.311	0.243	0.151921124705763	"3"	"CX3CR1"
"TMEM60"	4.0861874162685e-06	0.270853699180114	0.256	0.183	0.159953806409831	"3"	"TMEM60"
"EPB41L2"	4.30054827292778e-06	0.360152475233499	0.332	0.254	0.168344962143758	"3"	"EPB41L2"
"ALG8"	4.30988403983043e-06	0.306931103731501	0.195	0.132	0.168710410739162	"3"	"ALG8"
"CARD6"	4.36666773475116e-06	0.264125106536829	0.119	0.068	0.170933208476834	"3"	"CARD6"
"ATRAID"	4.79858418943569e-06	0.263966040732539	0.629	0.592	0.18784057809546	"3"	"ATRAID"
"LARP7"	4.91825140345229e-06	0.347141219952566	0.399	0.318	0.19252495118814	"3"	"LARP7"
"CUTA"	5.00629001876693e-06	0.3091293840704	0.664	0.631	0.195971222784631	"3"	"CUTA"
"ADAM9"	5.01535345756348e-06	0.280787622417468	0.374	0.296	0.196326011096322	"3"	"ADAM9"
"EDEM2"	5.29953484213123e-06	0.368849162718364	0.311	0.238	0.207450291395227	"3"	"EDEM2"
"MKNK1"	5.49975143359919e-06	0.288251574096667	0.312	0.239	0.21528776986824	"3"	"MKNK1"
"MALSU1"	5.61063335385604e-06	0.276947990327879	0.273	0.198	0.219628242636695	"3"	"MALSU1"
"SIRPA"	6.85276171271094e-06	0.276038460185353	0.463	0.391	0.26825135724407	"3"	"SIRPA"
"PSMC2"	7.0383624347626e-06	0.254252098937098	0.388	0.317	0.275516697508782	"3"	"PSMC2"
"MMP2"	7.11021995651825e-06	0.29652427656309	0.157	0.099	0.278329560197907	"3"	"MMP2"
"KCNE3"	7.24959473810804e-06	0.255143371970026	0.204	0.138	0.283785386023239	"3"	"KCNE3"
"DNAJC5"	7.38557059708549e-06	0.256585208009185	0.194	0.128	0.289108161022911	"3"	"DNAJC5"
"MPDU1"	7.46437728625605e-06	0.2686942057525	0.374	0.308	0.292193048870493	"3"	"MPDU1"
"APMAP"	7.51578820549084e-06	0.25630085126183	0.431	0.36	0.294205529303939	"3"	"APMAP"
"ALOX15B"	8.35424649500556e-06	0.384899661533285	0.186	0.125	0.327026979046993	"3"	"ALOX15B"
"DPAGT1"	8.41256394548731e-06	0.277249035490303	0.215	0.151	0.329309815646101	"3"	"DPAGT1"
"ZNHIT3"	8.58375481696023e-06	0.287728649458759	0.374	0.298	0.336011082309908	"3"	"ZNHIT3"
"RNASE4"	8.62483104140222e-06	0.292348218770271	0.145	0.09	0.33761901111569	"3"	"RNASE4"
"MRTO4"	9.42680969289156e-06	0.32188779221232	0.227	0.161	0.36901246542824	"3"	"MRTO4"
"SNCA"	9.7135053223227e-06	0.289819602476824	0.342	0.272	0.380235165842322	"3"	"SNCA"
"MRPS18C"	9.72688137347829e-06	0.293628480479201	0.4	0.329	0.380758771364808	"3"	"MRPS18C"
"CYB5A"	9.79429588013701e-06	0.62723737744696	0.296	0.224	0.383397712227963	"3"	"CYB5A"
"DHRS4L2"	1.12014406205711e-05	0.685887382211662	0.218	0.157	0.438480393092257	"3"	"DHRS4L2"
"RTCB"	1.1260483783204e-05	0.268492357962408	0.412	0.341	0.440791637693519	"3"	"RTCB"
"MRPL17"	1.15747380233704e-05	0.314119366751965	0.296	0.225	0.453093119924833	"3"	"MRPL17"
"TEFM"	1.1719987042485e-05	0.286428259601461	0.132	0.082	0.458778892778074	"3"	"TEFM"
"RNF14"	1.20059624397461e-05	0.2502172399662	0.193	0.13	0.469973399703862	"3"	"RNF14"
"DFNA5"	1.21131477089527e-05	0.270006005823673	0.111	0.064	0.474169167066955	"3"	"DFNA5"
"FAM20C"	1.41223811998422e-05	0.31179743711956	0.13	0.079	0.552820612067823	"3"	"FAM20C"
"PLBD2"	1.41953798695228e-05	0.309967896985338	0.27	0.203	0.555678144992471	"3"	"PLBD2"
"SLC25A20"	1.45427519084302e-05	0.293618121701098	0.189	0.129	0.5692760234555	"3"	"SLC25A20"
"CLN6"	1.47573488773463e-05	0.314553601801855	0.255	0.187	0.577676421803719	"3"	"CLN6"
"CCPG1"	1.47621551162046e-05	0.27739803163209	0.368	0.298	0.57786456202383	"3"	"CCPG1"
"ASRGL1"	1.51826804934885e-05	0.350610199601439	0.189	0.128	0.594326027917609	"3"	"ASRGL1"
"MRPS16"	1.60210745975921e-05	0.264606454674866	0.399	0.332	0.627144965122743	"3"	"MRPS16"
"ANAPC13"	1.62565179429153e-05	0.344836629646923	0.393	0.328	0.636361394875418	"3"	"ANAPC13"
"ANXA4"	1.66965212847862e-05	0.374034029407294	0.382	0.325	0.653585325692956	"3"	"ANXA4"
"NTPCR"	1.71721578415947e-05	0.296460878606436	0.229	0.166	0.672204118709224	"3"	"NTPCR"
"SLC37A4"	1.7948225628521e-05	0.274247262542371	0.125	0.076	0.702583292228455	"3"	"SLC37A4"
"CHMP6"	1.8471859003105e-05	0.318215813894434	0.185	0.126	0.723080920676547	"3"	"CHMP6"
"SMPDL3A"	1.88166841116539e-05	0.250980129358822	0.107	0.062	0.736579099550693	"3"	"SMPDL3A"
"GNGT2"	1.93313686086185e-05	0.266197930336622	0.186	0.126	0.756726424184373	"3"	"GNGT2"
"APOC4-APOC2"	1.9392948061893e-05	1.02957713714705	0.195	0.145	0.7591369518828	"3"	"APOC4-APOC2"
"NMRK1"	2.00326153613214e-05	0.251914498562355	0.182	0.124	0.784176728318927	"3"	"NMRK1"
"ECH1"	2.13717272312963e-05	0.31791680009015	0.601	0.556	0.836596262469094	"3"	"ECH1"
"MRPL41"	2.1391137561366e-05	0.324000715605501	0.549	0.507	0.837356079839671	"3"	"MRPL41"
"APOBEC3A"	2.21580637876164e-05	0.532788521804638	0.107	0.063	0.867377406966245	"3"	"APOBEC3A"
"GGH"	2.28361190981749e-05	0.450213632916697	0.106	0.062	0.893919882098056	"3"	"GGH"
"TLR5"	2.41559792506794e-05	0.271241149800766	0.244	0.18	0.945585807767847	"3"	"TLR5"
"SQRDL"	2.49707839696836e-05	0.258447561978674	0.473	0.411	0.977481338493263	"3"	"SQRDL"
"PEBP1"	2.53547489026304e-05	0.337265636464036	0.72	0.679	0.992511645793466	"3"	"PEBP1"
"FABP51"	2.54140077285243e-05	0.376367615566074	0.533	0.493	0.994831332533085	"3"	"FABP5"
"FLVCR2"	2.73473276027395e-05	0.266060654382881	0.15	0.097	1	"3"	"FLVCR2"
"PAQR8"	2.79554429741785e-05	0.352695498063241	0.14	0.09	1	"3"	"PAQR8"
"MGMT"	2.93377966926806e-05	0.25666957285179	0.39	0.32	1	"3"	"MGMT"
"ARFIP1"	2.99783789804273e-05	0.27091045117882	0.255	0.19	1	"3"	"ARFIP1"
"SLC37A2"	3.03639344457383e-05	0.268621353579796	0.356	0.28	1	"3"	"SLC37A2"
"GOT1"	3.06601290154253e-05	0.476019116099726	0.161	0.107	1	"3"	"GOT1"
"SNX18"	3.09389588203143e-05	0.253804822052439	0.236	0.172	1	"3"	"SNX18"
"ARHGEF10L"	3.11826863474827e-05	0.31675307294654	0.205	0.144	1	"3"	"ARHGEF10L"
"SIGLEC7"	3.18203001495393e-05	0.263663604895226	0.305	0.237	1	"3"	"SIGLEC7"
"PTGS1"	3.18907518523203e-05	0.272566065906425	0.363	0.295	1	"3"	"PTGS1"
"SIGLEC14"	3.36224890634165e-05	0.25175071444356	0.126	0.078	1	"3"	"SIGLEC14"
"DOK1"	3.38086917429447e-05	0.297055962589832	0.343	0.277	1	"3"	"DOK1"
"ARMT1"	3.44637462771531e-05	0.428637964147103	0.199	0.138	1	"3"	"ARMT1"
"STARD13"	3.62955916649434e-05	0.252657025672756	0.142	0.09	1	"3"	"STARD13"
"TMEM222"	4.01101147347457e-05	0.263147301993029	0.176	0.121	1	"3"	"TMEM222"
"C2CD2L"	4.0127586613414e-05	0.25032294290799	0.111	0.066	1	"3"	"C2CD2L"
"ADH5"	4.20794651522115e-05	0.279926211715945	0.356	0.283	1	"3"	"ADH5"
"TMEM126B"	4.37653808751161e-05	0.297189071424723	0.326	0.261	1	"3"	"TMEM126B"
"FAM173A"	4.59196298105569e-05	0.270390979002822	0.373	0.307	1	"3"	"FAM173A"
"TDP2"	4.65368937810341e-05	0.354791719140624	0.186	0.131	1	"3"	"TDP2"
"TRAPPC2L"	4.73526995700629e-05	0.272961873128504	0.405	0.337	1	"3"	"TRAPPC2L"
"CDK4"	4.92274029647336e-05	0.270518074598168	0.368	0.306	1	"3"	"CDK4"
"SLC43A3"	5.16921395018699e-05	0.283558788498252	0.28	0.218	1	"3"	"SLC43A3"
"FBP1"	5.18535613014186e-05	0.43213963381867	0.482	0.44	1	"3"	"FBP1"
"LTC4S"	5.53892218046145e-05	0.293623466060033	0.501	0.442	1	"3"	"LTC4S"
"TMEM141"	5.55006572489341e-05	0.353237590061188	0.342	0.277	1	"3"	"TMEM141"
"ILVBL"	5.68852304469101e-05	0.412962024374893	0.212	0.155	1	"3"	"ILVBL"
"NENF"	6.11859182856446e-05	0.39302877256141	0.354	0.289	1	"3"	"NENF"
"PTMS"	6.19987043046743e-05	0.296599886245379	0.423	0.364	1	"3"	"PTMS"
"PCGF1"	7.60508647128012e-05	0.296902155311344	0.152	0.104	1	"3"	"PCGF1"
"CMTR2"	7.75601655340146e-05	0.317622148049229	0.143	0.095	1	"3"	"CMTR2"
"NINJ2"	7.81091063634074e-05	0.262333398111059	0.208	0.151	1	"3"	"NINJ2"
"POLR2I"	8.13177897953651e-05	0.380333491570445	0.424	0.365	1	"3"	"POLR2I"
"BCL2L1"	8.25297226825269e-05	0.253224894445725	0.258	0.198	1	"3"	"BCL2L1"
"ZNF812P"	8.30394174324014e-05	0.472874405240765	0.11	0.068	1	"3"	"ZNF812P"
"MSRB1"	8.41167387327405e-05	0.461891732557221	0.27	0.206	1	"3"	"MSRB1"
"SYPL1"	8.46006752271662e-05	0.273881591983819	0.482	0.413	1	"3"	"SYPL1"
"WSB2"	8.54880725338711e-05	0.258758510538455	0.14	0.093	1	"3"	"WSB2"
"SLAMF7"	8.88227273538248e-05	0.371080126115137	0.171	0.12	1	"3"	"SLAMF7"
"RAP2B"	0.000100633514535709	0.28302583257804	0.423	0.36	1	"3"	"RAP2B"
"TM2D2"	0.000104254937578377	0.354813269340871	0.295	0.236	1	"3"	"TM2D2"
"ZMPSTE24"	0.000104643278207914	0.313073302575361	0.243	0.183	1	"3"	"ZMPSTE24"
"SLC7A6OS"	0.000107866345356394	0.279257834415905	0.137	0.091	1	"3"	"SLC7A6OS"
"RNF20"	0.000109558112174476	0.284524478087999	0.181	0.127	1	"3"	"RNF20"
"AARS"	0.000112470120948792	0.273753584141816	0.162	0.111	1	"3"	"AARS"
"TMEM192"	0.000117421105780012	0.292731598847918	0.214	0.158	1	"3"	"TMEM192"
"GADD45GIP1"	0.000118267858917021	0.293242252399087	0.55	0.493	1	"3"	"GADD45GIP1"
"JOSD2"	0.000124717657811528	0.264411211105666	0.364	0.304	1	"3"	"JOSD2"
"MTCH2"	0.000126141042687777	0.257102215036402	0.475	0.417	1	"3"	"MTCH2"
"ACAT1"	0.000132184225267126	0.618268773375413	0.293	0.235	1	"3"	"ACAT1"
"WBP5"	0.000136445844639385	0.374214115057571	0.15	0.101	1	"3"	"WBP5"
"MFSD12"	0.00013905140209733	0.250159793508119	0.204	0.147	1	"3"	"MFSD12"
"C11orf54"	0.000161270246238857	0.39436871599834	0.18	0.128	1	"3"	"C11orf54"
"TSFM"	0.000162558618733427	0.418729997359818	0.169	0.118	1	"3"	"TSFM"
"OGFOD3"	0.000178039261629959	0.258773513979843	0.229	0.17	1	"3"	"OGFOD3"
"TSPAN15"	0.000179692166374749	0.30095318600445	0.118	0.077	1	"3"	"TSPAN15"
"TAPBPL"	0.000189511014372764	0.27225169238156	0.267	0.213	1	"3"	"TAPBPL"
"DNAJC3"	0.000190606529501938	0.26289306890906	0.462	0.403	1	"3"	"DNAJC3"
"ENC1"	0.000217821648608448	0.259584616260781	0.112	0.071	1	"3"	"ENC1"
"PUSL1"	0.000218596600013777	0.306556482957181	0.113	0.072	1	"3"	"PUSL1"
"OSTM1"	0.000225209010855995	0.329440046851024	0.286	0.226	1	"3"	"OSTM1"
"H1F0"	0.000228272318077893	0.283543975064538	0.264	0.208	1	"3"	"H1F0"
"MPHOSPH10"	0.000228603281168726	0.325696650343295	0.219	0.162	1	"3"	"MPHOSPH10"
"MRPL13"	0.000241767641788671	0.432032781756047	0.348	0.299	1	"3"	"MRPL13"
"TMEM11"	0.000286348505266951	0.254223670322631	0.239	0.185	1	"3"	"TMEM11"
"FASTKD1"	0.000289772552989884	0.300331144809533	0.168	0.12	1	"3"	"FASTKD1"
"NBR1"	0.000311517814073288	0.27243543916715	0.254	0.198	1	"3"	"NBR1"
"CRYZ"	0.000323902253176314	0.311249181514692	0.144	0.098	1	"3"	"CRYZ"
"MRPL15"	0.00034134024491528	0.261775716275106	0.333	0.279	1	"3"	"MRPL15"
"NTAN1"	0.000343781152901327	0.28640138864575	0.207	0.157	1	"3"	"NTAN1"
"PSMC4"	0.000365554013620863	0.298673549422499	0.461	0.41	1	"3"	"PSMC4"
"ACADS"	0.000369673607869133	0.472680113402187	0.155	0.108	1	"3"	"ACADS"
"GMFB"	0.000385958844290498	0.254347064498686	0.261	0.203	1	"3"	"GMFB"
"HSD17B8"	0.000402068882294989	0.297887649162204	0.132	0.09	1	"3"	"HSD17B8"
"HSPA4"	0.000403868296832833	0.301438597933594	0.42	0.366	1	"3"	"HSPA4"
"BLOC1S1"	0.000427218775752883	0.261251147215127	0.513	0.455	1	"3"	"BLOC1S1"
"ETV5"	0.00042841802039913	0.258175867199609	0.348	0.291	1	"3"	"ETV5"
"MRPL12"	0.000453347275731061	0.433354540277976	0.142	0.098	1	"3"	"MRPL12"
"PTPMT1"	0.000475486984086801	0.313415953547568	0.338	0.284	1	"3"	"PTPMT1"
"SECTM1"	0.00048634622721116	0.253028009804768	0.187	0.14	1	"3"	"SECTM1"
"ADI1"	0.00049493489726644	0.440192630608187	0.4	0.348	1	"3"	"ADI1"
"B3GALT4"	0.00053318499930042	0.278089119760845	0.123	0.083	1	"3"	"B3GALT4"
"RAB30-AS1"	0.000551862567647649	0.317905213710427	0.15	0.107	1	"3"	"RAB30-AS1"
"HCCS"	0.00055348246669714	0.271734624884099	0.221	0.169	1	"3"	"HCCS"
"GPBAR11"	0.000556501967788594	0.304871517894264	0.152	0.109	1	"3"	"GPBAR1"
"POLR2F"	0.000573489973032988	0.25780264016266	0.393	0.339	1	"3"	"POLR2F"
"EXOSC7"	0.00059623650838364	0.409898845682461	0.239	0.185	1	"3"	"EXOSC7"
"ANAPC10"	0.000646125481538948	0.284039151270507	0.155	0.11	1	"3"	"ANAPC10"
"COMMD1"	0.000665153877056999	0.262218202725724	0.427	0.38	1	"3"	"COMMD1"
"RAB5B"	0.00067638597645772	0.260860737317827	0.235	0.185	1	"3"	"RAB5B"
"REXO2"	0.000692670309313791	0.284322667678823	0.281	0.224	1	"3"	"REXO2"
"G6PC3"	0.000695118078566204	0.283135985865572	0.33	0.276	1	"3"	"G6PC3"
"LYPLA2"	0.000713716890923671	0.339136640975376	0.31	0.254	1	"3"	"LYPLA2"
"TMEM9"	0.000809881875747513	0.290204411892198	0.185	0.138	1	"3"	"TMEM9"
"CHCHD1"	0.000820272556984582	0.276400527324356	0.38	0.331	1	"3"	"CHCHD1"
"ZFYVE21"	0.000853824894843417	0.2718981026347	0.165	0.12	1	"3"	"ZFYVE21"
"ZMAT5"	0.000894541733062713	0.272747192314438	0.251	0.201	1	"3"	"ZMAT5"
"PDGFC"	0.000963627219796479	0.391525409534525	0.104	0.068	1	"3"	"PDGFC"
"TMEM30A"	0.00101495485308012	0.270846374313308	0.355	0.302	1	"3"	"TMEM30A"
"PEMT"	0.00102625532374679	0.287146189784948	0.173	0.128	1	"3"	"PEMT"
"PPIL1"	0.00106488019575898	0.336274726263371	0.105	0.07	1	"3"	"PPIL1"
"FXYD2"	0.00106717271395911	0.681072185441924	0.104	0.069	1	"3"	"FXYD2"
"ISG15"	0.00109574890561136	0.304609753259121	0.367	0.312	1	"3"	"ISG15"
"RBM41"	0.00114263792205569	0.266710271048927	0.102	0.069	1	"3"	"RBM41"
"DTYMK"	0.00114698045836803	0.344799568234058	0.175	0.13	1	"3"	"DTYMK"
